Datum,Gemeentenaam,Gemeentecode,Provincienaam,Aantal
2020-03-30,Wierden,189,Overijssel,9
2020-03-30,Zwolle,193,Overijssel,92
2020-03-30,Aalten,197,Gelderland,5
2020-03-30,Apeldoorn,200,Gelderland,60
2020-03-30,Arnhem,202,Gelderland,63
2020-03-30,Barneveld,203,Gelderland,22
2020-03-30,Beuningen,209,Gelderland,24
2020-03-30,Brummen,213,Gelderland,8
2020-03-30,Buren,214,Gelderland,9
2020-03-30,Culemborg,216,Gelderland,20
2020-03-30,Doesburg,221,Gelderland,6
2020-03-30,Doetinchem,222,Gelderland,24
2020-03-30,Druten,225,Gelderland,18
2020-03-30,Duiven,226,Gelderland,7
2020-03-30,Ede,228,Gelderland,50
2020-03-30,Elburg,230,Gelderland,18
2020-03-30,Epe,232,Gelderland,33
2020-03-30,Ermelo,233,Gelderland,23
2020-03-30,Harderwijk,243,Gelderland,25
2020-03-30,Hattem,244,Gelderland,12
2020-03-30,Heerde,246,Gelderland,40
2020-03-30,Heumen,252,Gelderland,20
2020-03-30,Lochem,262,Gelderland,14
2020-03-30,Maasdriel,263,Gelderland,12
2020-03-30,Nijkerk,267,Gelderland,18
2020-03-30,Nijmegen,268,Gelderland,197
2020-03-30,Oldebroek,269,Gelderland,30
2020-03-30,Putten,273,Gelderland,6
2020-03-30,Renkum,274,Gelderland,21
2020-03-30,Rheden,275,Gelderland,35
2020-03-30,Rozendaal,277,Gelderland,2
2020-03-30,Scherpenzeel,279,Gelderland,4
2020-03-30,Tiel,281,Gelderland,33
2020-03-30,Voorst,285,Gelderland,20
2020-03-30,Wageningen,289,Gelderland,8
2020-03-30,Westervoort,293,Gelderland,5
2020-03-30,Winterswijk,294,Gelderland,4
2020-03-30,Wijchen,296,Gelderland,43
2020-03-30,Zaltbommel,297,Gelderland,16
2020-03-30,Zevenaar,299,Gelderland,21
2020-03-30,Zutphen,301,Gelderland,16
2020-03-30,Nunspeet,302,Gelderland,52
2020-03-30,Dronten,303,Flevoland,13
2020-03-30,Amersfoort,307,Utrecht,69
2020-03-30,Baarn,308,Utrecht,7
2020-03-30,De Bilt,310,Utrecht,42
2020-03-30,Bunnik,312,Utrecht,10
2020-03-30,Bunschoten,313,Utrecht,6
2020-03-30,Eemnes,317,Utrecht,2
2020-03-30,Houten,321,Utrecht,58
2020-03-30,Leusden,327,Utrecht,19
2020-03-30,Lopik,331,Utrecht,17
2020-03-30,Montfoort,335,Utrecht,15
2020-03-30,Renswoude,339,Utrecht,1
2020-03-30,Rhenen,340,Utrecht,6
2020-03-30,Soest,342,Utrecht,30
2020-03-30,Utrecht,344,Utrecht,307
2020-03-30,Veenendaal,345,Utrecht,20
2020-03-30,Woudenberg,351,Utrecht,8
2020-03-30,Wijk bij Duurstede,352,Utrecht,11
2020-03-30,IJsselstein,353,Utrecht,38
2020-03-30,Zeist,355,Utrecht,47
2020-03-30,Nieuwegein,356,Utrecht,33
2020-03-30,Aalsmeer,358,Noord-Holland,18
2020-03-30,Alkmaar,361,Noord-Holland,49
2020-03-30,Amstelveen,362,Noord-Holland,81
2020-03-30,Amsterdam,363,Noord-Holland,571
2020-03-30,Beemster,370,Noord-Holland,6
2020-03-30,Bergen (NH.),373,Noord-Holland,23
2020-03-30,Beverwijk,375,Noord-Holland,22
2020-03-30,Blaricum,376,Noord-Holland,6
2020-03-30,Bloemendaal,377,Noord-Holland,19
2020-03-30,Castricum,383,Noord-Holland,24
2020-03-30,Diemen,384,Noord-Holland,9
2020-03-30,Edam-Volendam,385,Noord-Holland,16
2020-03-30,Enkhuizen,388,Noord-Holland,18
2020-03-30,Haarlem,392,Noord-Holland,86
2020-03-30,Haarlemmermeer,394,Noord-Holland,61
2020-03-30,Heemskerk,396,Noord-Holland,27
2020-03-30,Heemstede,397,Noord-Holland,32
2020-03-30,Heerhugowaard,398,Noord-Holland,31
2020-03-30,Heiloo,399,Noord-Holland,17
2020-03-30,Den Helder,400,Noord-Holland,11
2020-03-30,Hilversum,402,Noord-Holland,25
2020-03-30,Hoorn,405,Noord-Holland,23
2020-03-30,Huizen,406,Noord-Holland,13
2020-03-30,Landsmeer,415,Noord-Holland,8
2020-03-30,Langedijk,416,Noord-Holland,16
2020-03-30,Laren,417,Noord-Holland,8
2020-03-30,Medemblik,420,Noord-Holland,22
2020-03-30,Oostzaan,431,Noord-Holland,8
2020-03-30,Opmeer,432,Noord-Holland,3
2020-03-30,Ouder-Amstel,437,Noord-Holland,10
2020-03-30,Purmerend,439,Noord-Holland,63
2020-03-30,Schagen,441,Noord-Holland,19
2020-03-30,Texel,448,Noord-Holland,3
2020-03-30,Uitgeest,450,Noord-Holland,9
2020-03-30,Uithoorn,451,Noord-Holland,17
2020-03-30,Velsen,453,Noord-Holland,40
2020-03-30,Weesp,457,Noord-Holland,10
2020-03-30,Zandvoort,473,Noord-Holland,10
2020-03-30,Zaanstad,479,Noord-Holland,75
2020-03-30,Alblasserdam,482,Zuid-Holland,7
2020-03-30,Alphen aan den Rijn,484,Zuid-Holland,44
2020-03-30,Barendrecht,489,Zuid-Holland,30
2020-03-30,Drechterland,498,Noord-Holland,7
2020-03-30,Brielle,501,Zuid-Holland,11
2020-03-30,Capelle aan den IJssel,502,Zuid-Holland,44
2020-03-30,Delft,503,Zuid-Holland,34
2020-03-30,Dordrecht,505,Zuid-Holland,46
2020-03-30,Gorinchem,512,Zuid-Holland,25
2020-03-30,Gouda,513,Zuid-Holland,43
2020-03-30,'s-Gravenhage,518,Zuid-Holland,182
2020-03-30,Hardinxveld-Giessendam,523,Zuid-Holland,10
2020-03-30,Hellevoetsluis,530,Zuid-Holland,15
2020-03-30,Hendrik-Ido-Ambacht,531,Zuid-Holland,6
2020-03-30,Stede Broec,532,Noord-Holland,20
2020-03-30,Hillegom,534,Zuid-Holland,6
2020-03-30,Katwijk,537,Zuid-Holland,24
2020-03-30,Krimpen aan den IJssel,542,Zuid-Holland,15
2020-03-30,Leiden,546,Zuid-Holland,39
2020-03-30,Leiderdorp,547,Zuid-Holland,7
2020-03-30,Lisse,553,Zuid-Holland,4
2020-03-30,Maassluis,556,Zuid-Holland,15
2020-03-30,Nieuwkoop,569,Zuid-Holland,10
2020-03-30,Noordwijk,575,Zuid-Holland,17
2020-03-30,Oegstgeest,579,Zuid-Holland,15
2020-03-30,Oudewater,589,Utrecht,25
2020-03-30,Papendrecht,590,Zuid-Holland,7
2020-03-30,Ridderkerk,597,Zuid-Holland,34
2020-03-30,Rotterdam,599,Zuid-Holland,375
2020-03-30,Rijswijk,603,Zuid-Holland,20
2020-03-30,Schiedam,606,Zuid-Holland,31
2020-03-30,Sliedrecht,610,Zuid-Holland,7
2020-03-30,Albrandswaard,613,Zuid-Holland,25
2020-03-30,Westvoorne,614,Zuid-Holland,12
2020-03-30,Vlaardingen,622,Zuid-Holland,43
2020-03-30,Voorschoten,626,Zuid-Holland,8
2020-03-30,Waddinxveen,627,Zuid-Holland,9
2020-03-30,Wassenaar,629,Zuid-Holland,6
2020-03-30,Woerden,632,Utrecht,44
2020-03-30,Zoetermeer,637,Zuid-Holland,28
2020-03-30,Zoeterwoude,638,Zuid-Holland,3
2020-03-30,Zwijndrecht,642,Zuid-Holland,18
2020-03-30,Borsele,654,Zeeland,7
2020-03-30,Goes,664,Zeeland,17
2020-03-30,West Maas en Waal,668,Gelderland,19
2020-03-30,Hulst,677,Zeeland,6
2020-03-30,Kapelle,678,Zeeland,2
2020-03-30,Middelburg,687,Zeeland,14
2020-03-30,Reimerswaal,703,Zeeland,7
2020-03-30,Terneuzen,715,Zeeland,20
2020-03-30,Tholen,716,Zeeland,34
2020-03-30,Veere,717,Zeeland,9
2020-03-30,Vlissingen,718,Zeeland,13
2020-03-30,De Ronde Venen,736,Utrecht,24
2020-03-30,Tytsjerksteradiel,737,Friesland,4
2020-03-30,Asten,743,Noord-Brabant,17
2020-03-30,Baarle-Nassau,744,Noord-Brabant,3
2020-03-30,Bergen op Zoom,748,Noord-Brabant,17
2020-03-30,Best,753,Noord-Brabant,27
2020-03-30,Boekel,755,Noord-Brabant,61
2020-03-30,Boxmeer,756,Noord-Brabant,25
2020-03-30,Boxtel,757,Noord-Brabant,26
2020-03-30,Breda,758,Noord-Brabant,245
2020-03-30,Deurne,762,Noord-Brabant,58
2020-03-30,Pekela,765,Groningen,3
2020-03-30,Dongen,766,Noord-Brabant,21
2020-03-30,Eersel,770,Noord-Brabant,23
2020-03-30,Eindhoven,772,Noord-Brabant,143
2020-03-30,Etten-Leur,777,Noord-Brabant,54
2020-03-30,Geertruidenberg,779,Noord-Brabant,15
2020-03-30,Gilze en Rijen,784,Noord-Brabant,29
2020-03-30,Goirle,785,Noord-Brabant,34
2020-03-30,Grave,786,Noord-Brabant,25
2020-03-30,Haaren,788,Noord-Brabant,23
2020-03-30,Helmond,794,Noord-Brabant,105
2020-03-30,'s-Hertogenbosch,796,Noord-Brabant,150
2020-03-30,Heusden,797,Noord-Brabant,46
2020-03-30,Hilvarenbeek,798,Noord-Brabant,13
2020-03-30,Loon op Zand,809,Noord-Brabant,31
2020-03-30,Mill en Sint Hubert,815,Noord-Brabant,11
2020-03-30,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,16
2020-03-30,Oirschot,823,Noord-Brabant,14
2020-03-30,Oisterwijk,824,Noord-Brabant,27
2020-03-30,Oosterhout,826,Noord-Brabant,44
2020-03-30,Oss,828,Noord-Brabant,174
2020-03-30,Rucphen,840,Noord-Brabant,10
2020-03-30,Sint-Michielsgestel,845,Noord-Brabant,33
2020-03-30,Someren,847,Noord-Brabant,29
2020-03-30,Son en Breugel,848,Noord-Brabant,24
2020-03-30,Steenbergen,851,Noord-Brabant,17
2020-03-30,Waterland,852,Noord-Holland,14
2020-03-30,Tilburg,855,Noord-Brabant,330
2020-03-30,Uden,856,Noord-Brabant,154
2020-03-30,Valkenswaard,858,Noord-Brabant,36
2020-03-30,Veldhoven,861,Noord-Brabant,28
2020-03-30,Vught,865,Noord-Brabant,38
2020-03-30,Waalre,866,Noord-Brabant,8
2020-03-30,Waalwijk,867,Noord-Brabant,59
2020-03-30,Woensdrecht,873,Noord-Brabant,6
2020-03-30,Zundert,879,Noord-Brabant,25
2020-03-30,Wormerland,880,Noord-Holland,13
2020-03-30,Landgraaf,882,Limburg,32
2020-03-30,Beek,888,Limburg,15
2020-03-30,Beesel,889,Limburg,15
2020-03-30,Bergen (L.),893,Limburg,4
2020-03-30,Brunssum,899,Limburg,31
2020-03-30,Gennep,907,Limburg,19
2020-03-30,Heerlen,917,Limburg,87
2020-03-30,Kerkrade,928,Limburg,36
2020-03-30,Maastricht,935,Limburg,185
2020-03-30,Meerssen,938,Limburg,13
2020-03-30,Mook en Middelaar,944,Limburg,8
2020-03-30,Nederweert,946,Limburg,27
2020-03-30,Roermond,957,Limburg,38
2020-03-30,Simpelveld,965,Limburg,14
2020-03-30,Stein,971,Limburg,34
2020-03-30,Vaals,981,Limburg,9
2020-03-30,Venlo,983,Limburg,96
2020-03-30,Venray,984,Limburg,37
2020-03-30,Voerendaal,986,Limburg,13
2020-03-30,Weert,988,Limburg,43
2020-03-30,Valkenburg aan de Geul,994,Limburg,15
2020-03-30,Lelystad,995,Flevoland,34
2020-03-30,Horst aan de Maas,1507,Limburg,34
2020-03-30,Oude IJsselstreek,1509,Gelderland,10
2020-03-30,Teylingen,1525,Zuid-Holland,13
2020-03-30,Utrechtse Heuvelrug,1581,Utrecht,32
2020-03-30,Oost Gelre,1586,Gelderland,11
2020-03-30,Koggenland,1598,Noord-Holland,10
2020-03-30,Lansingerland,1621,Zuid-Holland,49
2020-03-30,Leudal,1640,Limburg,52
2020-03-30,Maasgouw,1641,Limburg,13
2020-03-30,Gemert-Bakel,1652,Noord-Brabant,94
2020-03-30,Halderberge,1655,Noord-Brabant,14
2020-03-30,Heeze-Leende,1658,Noord-Brabant,16
2020-03-30,Laarbeek,1659,Noord-Brabant,45
2020-03-30,Reusel-De Mierden,1667,Noord-Brabant,7
2020-03-30,Roerdalen,1669,Limburg,18
2020-03-30,Roosendaal,1674,Noord-Brabant,26
2020-03-30,Schouwen-Duiveland,1676,Zeeland,10
2020-03-30,Aa en Hunze,1680,Drenthe,5
2020-03-30,Borger-Odoorn,1681,Drenthe,2
2020-03-30,Cuijk,1684,Noord-Brabant,14
2020-03-30,Landerd,1685,Noord-Brabant,50
2020-03-30,De Wolden,1690,Drenthe,7
2020-03-30,Noord-Beveland,1695,Zeeland,2
2020-03-30,Wijdemeren,1696,Noord-Holland,5
2020-03-30,Noordenveld,1699,Drenthe,5
2020-03-30,Twenterand,1700,Overijssel,8
2020-03-30,Westerveld,1701,Drenthe,6
2020-03-30,Sint Anthonis,1702,Noord-Brabant,31
2020-03-30,Lingewaard,1705,Gelderland,28
2020-03-30,Cranendonck,1706,Noord-Brabant,58
2020-03-30,Steenwijkerland,1708,Overijssel,10
2020-03-30,Moerdijk,1709,Noord-Brabant,12
2020-03-30,Echt-Susteren,1711,Limburg,32
2020-03-30,Sluis,1714,Zeeland,6
2020-03-30,Drimmelen,1719,Noord-Brabant,30
2020-03-30,Bernheze,1721,Noord-Brabant,117
2020-03-30,Alphen-Chaam,1723,Noord-Brabant,26
2020-03-30,Bergeijk,1724,Noord-Brabant,14
2020-03-30,Bladel,1728,Noord-Brabant,21
2020-03-30,Gulpen-Wittem,1729,Limburg,11
2020-03-30,Tynaarlo,1730,Drenthe,17
2020-03-30,Midden-Drenthe,1731,Drenthe,5
2020-03-30,Overbetuwe,1734,Gelderland,61
2020-03-30,Hof van Twente,1735,Overijssel,18
2020-03-30,Neder-Betuwe,1740,Gelderland,33
2020-03-30,Rijssen-Holten,1742,Overijssel,21
2020-03-30,Geldrop-Mierlo,1771,Noord-Brabant,26
2020-03-30,Olst-Wijhe,1773,Overijssel,9
2020-03-30,Dinkelland,1774,Overijssel,34
2020-03-30,Westland,1783,Zuid-Holland,61
2020-03-30,Midden-Delfland,1842,Zuid-Holland,4
2020-03-30,Berkelland,1859,Gelderland,5
2020-03-30,Bronckhorst,1876,Gelderland,11
2020-03-30,Sittard-Geleen,1883,Limburg,114
2020-03-30,Kaag en Braassem,1884,Zuid-Holland,8
2020-03-30,Dantumadiel,1891,Friesland,3
2020-03-30,Zuidplas,1892,Zuid-Holland,17
2020-03-30,Peel en Maas,1894,Limburg,140
2020-03-30,Oldambt,1895,Groningen,2
2020-03-30,Zwartewaterland,1896,Overijssel,45
2020-03-30,Súdwest-Fryslân,1900,Friesland,23
2020-03-30,Bodegraven-Reeuwijk,1901,Zuid-Holland,12
2020-03-30,Eijsden-Margraten,1903,Limburg,53
2020-03-30,Stichtse Vecht,1904,Utrecht,34
2020-03-30,Hollands Kroon,1911,Noord-Holland,25
2020-03-30,Leidschendam-Voorburg,1916,Zuid-Holland,24
2020-03-30,Goeree-Overflakkee,1924,Zuid-Holland,112
2020-03-30,Pijnacker-Nootdorp,1926,Zuid-Holland,29
2020-03-30,Nissewaard,1930,Zuid-Holland,40
2020-03-30,Krimpenerwaard,1931,Zuid-Holland,38
2020-03-30,De Fryske Marren,1940,Friesland,22
2020-03-30,Gooise Meren,1942,Noord-Holland,26
2020-03-30,Berg en Dal,1945,Gelderland,69
2020-03-30,Meierijstad,1948,Noord-Brabant,243
2020-03-30,Waadhoeke,1949,Friesland,6
2020-03-30,Westerwolde,1950,Groningen,4
2020-03-30,Midden-Groningen,1952,Groningen,8
2020-03-30,Beekdaelen,1954,Limburg,43
2020-03-30,Montferland,1955,Gelderland,10
2020-03-30,Altena,1959,Noord-Brabant,44
2020-03-30,West Betuwe,1960,Gelderland,36
2020-03-30,Vijfheerenlanden,1961,Utrecht,47
2020-03-30,Hoeksche Waard,1963,Zuid-Holland,62
2020-03-30,Het Hogeland,1966,Groningen,9
2020-03-30,Westerkwartier,1969,Groningen,20
2020-03-30,Noardeast-Fryslân,1970,Friesland,6
2020-03-30,Molenlanden,1978,Zuid-Holland,23
2020-04-08,Appingedam,3,Groningen,2
2020-04-08,Delfzijl,10,Groningen,12
2020-04-08,Groningen,14,Groningen,119
2020-04-08,Loppersum,24,Groningen,2
2020-04-08,Almere,34,Flevoland,131
2020-04-08,Stadskanaal,37,Groningen,2
2020-04-08,Veendam,47,Groningen,5
2020-04-08,Zeewolde,50,Flevoland,15
2020-04-08,Achtkarspelen,59,Friesland,5
2020-04-08,Harlingen,72,Friesland,5
2020-04-08,Heerenveen,74,Friesland,32
2020-04-08,Leeuwarden,80,Friesland,42
2020-04-08,Ooststellingwerf,85,Friesland,2
2020-04-08,Opsterland,86,Friesland,11
2020-04-08,Smallingerland,90,Friesland,16
2020-04-08,Terschelling,93,Friesland,1
2020-04-08,Weststellingwerf,98,Friesland,5
2020-04-08,Assen,106,Drenthe,22
2020-04-08,Coevorden,109,Drenthe,31
2020-04-08,Emmen,114,Drenthe,36
2020-04-08,Hoogeveen,118,Drenthe,27
2020-04-08,Meppel,119,Drenthe,21
2020-04-08,Almelo,141,Overijssel,47
2020-04-08,Borne,147,Overijssel,34
2020-04-08,Dalfsen,148,Overijssel,37
2020-04-08,Deventer,150,Overijssel,87
2020-04-08,Enschede,153,Overijssel,117
2020-04-08,Haaksbergen,158,Overijssel,24
2020-04-08,Hardenberg,160,Overijssel,74
2020-04-08,Hellendoorn,163,Overijssel,36
2020-04-08,Hengelo,164,Overijssel,69
2020-04-08,Kampen,166,Overijssel,142
2020-04-08,Losser,168,Overijssel,11
2020-04-08,Noordoostpolder,171,Flevoland,19
2020-04-08,Oldenzaal,173,Overijssel,29
2020-04-08,Ommen,175,Overijssel,26
2020-04-08,Raalte,177,Overijssel,39
2020-04-08,Staphorst,180,Overijssel,25
2020-04-08,Tubbergen,183,Overijssel,50
2020-04-08,Urk,184,Flevoland,28
2020-04-08,Wierden,189,Overijssel,19
2020-04-08,Zwolle,193,Overijssel,170
2020-04-08,Aalten,197,Gelderland,17
2020-04-08,Apeldoorn,200,Gelderland,123
2020-04-08,Arnhem,202,Gelderland,111
2020-04-08,Barneveld,203,Gelderland,53
2020-04-08,Beuningen,209,Gelderland,36
2020-04-08,Brummen,213,Gelderland,17
2020-04-08,Buren,214,Gelderland,19
2020-04-08,Culemborg,216,Gelderland,36
2020-04-08,Doesburg,221,Gelderland,10
2020-04-08,Doetinchem,222,Gelderland,40
2020-04-08,Druten,225,Gelderland,37
2020-04-08,Duiven,226,Gelderland,21
2020-04-08,Ede,228,Gelderland,96
2020-04-08,Elburg,230,Gelderland,41
2020-04-08,Epe,232,Gelderland,55
2020-04-08,Ermelo,233,Gelderland,49
2020-04-08,Harderwijk,243,Gelderland,48
2020-04-08,Hattem,244,Gelderland,25
2020-04-08,Heerde,246,Gelderland,64
2020-04-08,Heumen,252,Gelderland,36
2020-04-08,Lochem,262,Gelderland,21
2020-04-08,Maasdriel,263,Gelderland,19
2020-04-08,Nijkerk,267,Gelderland,37
2020-04-08,Nijmegen,268,Gelderland,319
2020-04-08,Oldebroek,269,Gelderland,59
2020-04-08,Putten,273,Gelderland,14
2020-04-08,Renkum,274,Gelderland,32
2020-04-08,Rheden,275,Gelderland,49
2020-04-08,Rozendaal,277,Gelderland,2
2020-04-08,Scherpenzeel,279,Gelderland,13
2020-04-08,Tiel,281,Gelderland,46
2020-04-08,Voorst,285,Gelderland,34
2020-04-08,Wageningen,289,Gelderland,17
2020-04-08,Westervoort,293,Gelderland,11
2020-04-08,Winterswijk,294,Gelderland,9
2020-04-08,Wijchen,296,Gelderland,64
2020-04-08,Zaltbommel,297,Gelderland,29
2020-04-08,Zevenaar,299,Gelderland,41
2020-04-08,Zutphen,301,Gelderland,33
2020-04-08,Nunspeet,302,Gelderland,84
2020-04-08,Dronten,303,Flevoland,37
2020-04-08,Amersfoort,307,Utrecht,100
2020-04-08,Baarn,308,Utrecht,20
2020-04-08,De Bilt,310,Utrecht,68
2020-04-08,Bunnik,312,Utrecht,18
2020-04-08,Bunschoten,313,Utrecht,19
2020-04-08,Eemnes,317,Utrecht,7
2020-04-08,Houten,321,Utrecht,71
2020-04-08,Leusden,327,Utrecht,29
2020-04-08,Lopik,331,Utrecht,25
2020-04-08,Montfoort,335,Utrecht,28
2020-04-08,Renswoude,339,Utrecht,8
2020-04-08,Rhenen,340,Utrecht,12
2020-04-08,Soest,342,Utrecht,53
2020-04-08,Utrecht,344,Utrecht,470
2020-04-08,Veenendaal,345,Utrecht,54
2020-04-08,Woudenberg,351,Utrecht,18
2020-04-08,Wijk bij Duurstede,352,Utrecht,15
2020-04-08,IJsselstein,353,Utrecht,53
2020-04-08,Zeist,355,Utrecht,76
2020-04-08,Nieuwegein,356,Utrecht,58
2020-04-08,Aalsmeer,358,Noord-Holland,24
2020-04-08,Alkmaar,361,Noord-Holland,116
2020-04-08,Amstelveen,362,Noord-Holland,155
2020-04-08,Amsterdam,363,Noord-Holland,939
2020-04-08,Beemster,370,Noord-Holland,7
2020-04-08,Bergen (NH.),373,Noord-Holland,37
2020-04-08,Beverwijk,375,Noord-Holland,47
2020-04-08,Blaricum,376,Noord-Holland,11
2020-04-08,Bloemendaal,377,Noord-Holland,33
2020-04-08,Castricum,383,Noord-Holland,47
2020-04-08,Diemen,384,Noord-Holland,17
2020-04-08,Edam-Volendam,385,Noord-Holland,31
2020-04-08,Enkhuizen,388,Noord-Holland,23
2020-04-08,Haarlem,392,Noord-Holland,180
2020-04-08,Haarlemmermeer,394,Noord-Holland,132
2020-04-08,Heemskerk,396,Noord-Holland,60
2020-04-08,Heemstede,397,Noord-Holland,74
2020-04-08,Heerhugowaard,398,Noord-Holland,53
2020-04-08,Heiloo,399,Noord-Holland,24
2020-04-08,Den Helder,400,Noord-Holland,18
2020-04-08,Hilversum,402,Noord-Holland,45
2020-04-08,Hoorn,405,Noord-Holland,45
2020-04-08,Huizen,406,Noord-Holland,32
2020-04-08,Landsmeer,415,Noord-Holland,16
2020-04-08,Langedijk,416,Noord-Holland,28
2020-04-08,Laren,417,Noord-Holland,17
2020-04-08,Medemblik,420,Noord-Holland,36
2020-04-08,Oostzaan,431,Noord-Holland,17
2020-04-08,Opmeer,432,Noord-Holland,4
2020-04-08,Ouder-Amstel,437,Noord-Holland,16
2020-04-08,Purmerend,439,Noord-Holland,114
2020-04-08,Schagen,441,Noord-Holland,43
2020-04-08,Texel,448,Noord-Holland,8
2020-04-08,Uitgeest,450,Noord-Holland,14
2020-04-08,Uithoorn,451,Noord-Holland,26
2020-04-08,Velsen,453,Noord-Holland,127
2020-04-08,Weesp,457,Noord-Holland,22
2020-04-08,Zandvoort,473,Noord-Holland,24
2020-04-08,Zaanstad,479,Noord-Holland,172
2020-04-08,Alblasserdam,482,Zuid-Holland,16
2020-04-08,Alphen aan den Rijn,484,Zuid-Holland,78
2020-04-08,Barendrecht,489,Zuid-Holland,56
2020-04-08,Drechterland,498,Noord-Holland,26
2020-04-08,Brielle,501,Zuid-Holland,20
2020-04-08,Capelle aan den IJssel,502,Zuid-Holland,115
2020-04-08,Delft,503,Zuid-Holland,62
2020-04-08,Dordrecht,505,Zuid-Holland,112
2020-04-08,Gorinchem,512,Zuid-Holland,82
2020-04-08,Gouda,513,Zuid-Holland,94
2020-04-08,'s-Gravenhage,518,Zuid-Holland,440
2020-04-08,Hardinxveld-Giessendam,523,Zuid-Holland,17
2020-04-08,Hellevoetsluis,530,Zuid-Holland,35
2020-04-08,Hendrik-Ido-Ambacht,531,Zuid-Holland,15
2020-04-08,Stede Broec,532,Noord-Holland,30
2020-04-08,Hillegom,534,Zuid-Holland,16
2020-04-08,Katwijk,537,Zuid-Holland,52
2020-04-08,Krimpen aan den IJssel,542,Zuid-Holland,31
2020-04-08,Leiden,546,Zuid-Holland,73
2020-04-08,Leiderdorp,547,Zuid-Holland,13
2020-04-08,Lisse,553,Zuid-Holland,12
2020-04-08,Maassluis,556,Zuid-Holland,27
2020-04-08,Nieuwkoop,569,Zuid-Holland,27
2020-04-08,Noordwijk,575,Zuid-Holland,24
2020-04-08,Oegstgeest,579,Zuid-Holland,21
2020-04-08,Oudewater,589,Utrecht,36
2020-04-08,Papendrecht,590,Zuid-Holland,23
2020-04-08,Ridderkerk,597,Zuid-Holland,57
2020-04-08,Rotterdam,599,Zuid-Holland,863
2020-04-08,Rijswijk,603,Zuid-Holland,37
2020-04-08,Schiedam,606,Zuid-Holland,61
2020-04-08,Sliedrecht,610,Zuid-Holland,21
2020-04-08,Albrandswaard,613,Zuid-Holland,41
2020-04-08,Westvoorne,614,Zuid-Holland,20
2020-04-08,Vlaardingen,622,Zuid-Holland,87
2020-04-08,Voorschoten,626,Zuid-Holland,22
2020-04-08,Waddinxveen,627,Zuid-Holland,28
2020-04-08,Wassenaar,629,Zuid-Holland,20
2020-04-08,Woerden,632,Utrecht,77
2020-04-08,Zoetermeer,637,Zuid-Holland,64
2020-04-08,Zoeterwoude,638,Zuid-Holland,6
2020-04-08,Zwijndrecht,642,Zuid-Holland,32
2020-04-08,Borsele,654,Zeeland,12
2020-04-08,Goes,664,Zeeland,34
2020-04-08,West Maas en Waal,668,Gelderland,31
2020-04-08,Hulst,677,Zeeland,17
2020-04-08,Kapelle,678,Zeeland,10
2020-04-08,Middelburg,687,Zeeland,29
2020-04-08,Reimerswaal,703,Zeeland,12
2020-04-08,Terneuzen,715,Zeeland,48
2020-04-08,Tholen,716,Zeeland,77
2020-04-08,Veere,717,Zeeland,18
2020-04-08,Vlissingen,718,Zeeland,37
2020-04-08,De Ronde Venen,736,Utrecht,49
2020-04-08,Tytsjerksteradiel,737,Friesland,13
2020-04-08,Asten,743,Noord-Brabant,27
2020-04-08,Baarle-Nassau,744,Noord-Brabant,3
2020-04-08,Bergen op Zoom,748,Noord-Brabant,38
2020-04-08,Best,753,Noord-Brabant,41
2020-04-08,Boekel,755,Noord-Brabant,72
2020-04-08,Boxmeer,756,Noord-Brabant,48
2020-04-08,Boxtel,757,Noord-Brabant,34
2020-04-08,Breda,758,Noord-Brabant,321
2020-04-08,Deurne,762,Noord-Brabant,91
2020-04-08,Pekela,765,Groningen,4
2020-04-08,Dongen,766,Noord-Brabant,45
2020-04-08,Eersel,770,Noord-Brabant,36
2020-04-08,Eindhoven,772,Noord-Brabant,253
2020-04-08,Etten-Leur,777,Noord-Brabant,91
2020-04-08,Geertruidenberg,779,Noord-Brabant,17
2020-04-08,Gilze en Rijen,784,Noord-Brabant,45
2020-04-08,Goirle,785,Noord-Brabant,50
2020-04-08,Grave,786,Noord-Brabant,36
2020-04-08,Haaren,788,Noord-Brabant,29
2020-04-08,Helmond,794,Noord-Brabant,162
2020-04-08,'s-Hertogenbosch,796,Noord-Brabant,235
2020-04-08,Heusden,797,Noord-Brabant,65
2020-04-08,Hilvarenbeek,798,Noord-Brabant,21
2020-04-08,Loon op Zand,809,Noord-Brabant,37
2020-04-08,Mill en Sint Hubert,815,Noord-Brabant,14
2020-04-08,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,22
2020-04-08,Oirschot,823,Noord-Brabant,30
2020-04-08,Oisterwijk,824,Noord-Brabant,38
2020-04-08,Oosterhout,826,Noord-Brabant,60
2020-04-08,Oss,828,Noord-Brabant,266
2020-04-08,Rucphen,840,Noord-Brabant,23
2020-04-08,Sint-Michielsgestel,845,Noord-Brabant,51
2020-04-08,Someren,847,Noord-Brabant,46
2020-04-08,Son en Breugel,848,Noord-Brabant,34
2020-04-08,Steenbergen,851,Noord-Brabant,31
2020-04-08,Waterland,852,Noord-Holland,18
2020-04-08,Tilburg,855,Noord-Brabant,423
2020-04-08,Uden,856,Noord-Brabant,193
2020-04-08,Valkenswaard,858,Noord-Brabant,77
2020-04-08,Veldhoven,861,Noord-Brabant,53
2020-04-08,Vught,865,Noord-Brabant,63
