Datum,Gemeentenaam,Gemeentecode,Provincienaam,Type,Aantal_min,Aantal_max
2020-03-29,Steenbergen,851,Noord-Brabant,Ziekenhuisopname,15.0,30.0
2020-03-29,Waterland,852,Noord-Holland,Ziekenhuisopname,15.0,30.0
2020-03-29,Tilburg,855,Noord-Brabant,Ziekenhuisopname,30.0,60.0
2020-03-29,Uden,856,Noord-Brabant,Ziekenhuisopname,60.0,217.0
2020-03-29,Valkenswaard,858,Noord-Brabant,Ziekenhuisopname,1.0,5.0
2020-03-29,Veldhoven,861,Noord-Brabant,Ziekenhuisopname,5.0,10.0
2020-03-29,Vught,865,Noord-Brabant,Ziekenhuisopname,30.0,60.0
2020-03-29,Waalre,866,Noord-Brabant,Ziekenhuisopname,0.0,0.0
2020-03-29,Waalwijk,867,Noord-Brabant,Ziekenhuisopname,15.0,30.0
2020-03-29,Woensdrecht,873,Noord-Brabant,Ziekenhuisopname,15.0,30.0
2020-03-29,Zundert,879,Noord-Brabant,Ziekenhuisopname,30.0,60.0
2020-03-29,Wormerland,880,Noord-Holland,Ziekenhuisopname,30.0,60.0
2020-03-29,Landgraaf,882,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Beek,888,Limburg,Ziekenhuisopname,0.0,0.0
2020-03-29,Beesel,889,Limburg,Ziekenhuisopname,30.0,60.0
2020-03-29,Bergen (L.),893,Limburg,Ziekenhuisopname,5.0,10.0
2020-03-29,Brunssum,899,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Gennep,907,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Heerlen,917,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Kerkrade,928,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Maastricht,935,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Meerssen,938,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Mook en Middelaar,944,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Nederweert,946,Limburg,Ziekenhuisopname,60.0,217.0
2020-03-29,Roermond,957,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Simpelveld,965,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Stein,971,Limburg,Ziekenhuisopname,30.0,60.0
2020-03-29,Vaals,981,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Venlo,983,Limburg,Ziekenhuisopname,30.0,60.0
2020-03-29,Venray,984,Limburg,Ziekenhuisopname,30.0,60.0
2020-03-29,Voerendaal,986,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Weert,988,Limburg,Ziekenhuisopname,30.0,60.0
2020-03-29,Valkenburg aan de Geul,994,Limburg,Ziekenhuisopname,10.0,15.0
2020-03-29,Lelystad,995,Flevoland,Ziekenhuisopname,15.0,30.0
2020-03-29,Horst aan de Maas,1507,Limburg,Ziekenhuisopname,30.0,60.0
2020-03-29,Oude IJsselstreek,1509,Gelderland,Ziekenhuisopname,5.0,10.0
2020-03-29,Teylingen,1525,Zuid-Holland,Ziekenhuisopname,10.0,15.0
2020-03-29,Utrechtse Heuvelrug,1581,Utrecht,Ziekenhuisopname,10.0,15.0
2020-03-29,Oost Gelre,1586,Gelderland,Ziekenhuisopname,5.0,10.0
2020-03-29,Koggenland,1598,Noord-Holland,Ziekenhuisopname,15.0,30.0
2020-03-29,Lansingerland,1621,Zuid-Holland,Ziekenhuisopname,15.0,30.0
2020-03-29,Leudal,1640,Limburg,Ziekenhuisopname,60.0,217.0
2020-03-29,Maasgouw,1641,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Gemert-Bakel,1652,Noord-Brabant,Ziekenhuisopname,60.0,217.0
2020-03-29,Halderberge,1655,Noord-Brabant,Ziekenhuisopname,15.0,30.0
2020-03-29,Heeze-Leende,1658,Noord-Brabant,Ziekenhuisopname,15.0,30.0
2020-03-29,Laarbeek,1659,Noord-Brabant,Ziekenhuisopname,30.0,60.0
2020-03-29,Reusel-De Mierden,1667,Noord-Brabant,Ziekenhuisopname,0.0,0.0
2020-03-29,Roerdalen,1669,Limburg,Ziekenhuisopname,30.0,60.0
2020-03-29,Roosendaal,1674,Noord-Brabant,Ziekenhuisopname,10.0,15.0
2020-03-29,Schouwen-Duiveland,1676,Zeeland,Ziekenhuisopname,10.0,15.0
2020-03-29,Aa en Hunze,1680,Drenthe,Ziekenhuisopname,1.0,5.0
2020-03-29,Borger-Odoorn,1681,Drenthe,Ziekenhuisopname,1.0,5.0
2020-03-29,Cuijk,1684,Noord-Brabant,Ziekenhuisopname,10.0,15.0
2020-03-29,Landerd,1685,Noord-Brabant,Ziekenhuisopname,60.0,217.0
2020-03-29,De Wolden,1690,Drenthe,Ziekenhuisopname,5.0,10.0
2020-03-29,Noord-Beveland,1695,Zeeland,Ziekenhuisopname,0.0,0.0
2020-03-29,Wijdemeren,1696,Noord-Holland,Ziekenhuisopname,5.0,10.0
2020-03-29,Noordenveld,1699,Drenthe,Ziekenhuisopname,1.0,5.0
2020-03-29,Twenterand,1700,Overijssel,Ziekenhuisopname,5.0,10.0
2020-03-29,Westerveld,1701,Drenthe,Ziekenhuisopname,5.0,10.0
2020-03-29,Sint Anthonis,1702,Noord-Brabant,Ziekenhuisopname,60.0,217.0
2020-03-29,Lingewaard,1705,Gelderland,Ziekenhuisopname,15.0,30.0
2020-03-29,Cranendonck,1706,Noord-Brabant,Ziekenhuisopname,30.0,60.0
2020-03-29,Steenwijkerland,1708,Overijssel,Ziekenhuisopname,5.0,10.0
2020-03-29,Moerdijk,1709,Noord-Brabant,Ziekenhuisopname,10.0,15.0
2020-03-29,Echt-Susteren,1711,Limburg,Ziekenhuisopname,30.0,60.0
2020-03-29,Sluis,1714,Zeeland,Ziekenhuisopname,15.0,30.0
2020-03-29,Drimmelen,1719,Noord-Brabant,Ziekenhuisopname,30.0,60.0
2020-03-29,Bernheze,1721,Noord-Brabant,Ziekenhuisopname,60.0,217.0
2020-03-29,Alphen-Chaam,1723,Noord-Brabant,Ziekenhuisopname,60.0,217.0
2020-03-29,Bergeijk,1724,Noord-Brabant,Ziekenhuisopname,10.0,15.0
2020-03-29,Bladel,1728,Noord-Brabant,Ziekenhuisopname,15.0,30.0
2020-03-29,Gulpen-Wittem,1729,Limburg,Ziekenhuisopname,5.0,10.0
2020-03-29,Tynaarlo,1730,Drenthe,Ziekenhuisopname,10.0,15.0
2020-03-29,Midden-Drenthe,1731,Drenthe,Ziekenhuisopname,5.0,10.0
2020-03-29,Overbetuwe,1734,Gelderland,Ziekenhuisopname,60.0,217.0
2020-03-29,Hof van Twente,1735,Overijssel,Ziekenhuisopname,15.0,30.0
2020-03-29,Neder-Betuwe,1740,Gelderland,Ziekenhuisopname,60.0,217.0
2020-03-29,Rijssen-Holten,1742,Overijssel,Ziekenhuisopname,15.0,30.0
2020-03-29,Geldrop-Mierlo,1771,Noord-Brabant,Ziekenhuisopname,10.0,15.0
2020-03-29,Olst-Wijhe,1773,Overijssel,Ziekenhuisopname,5.0,10.0
2020-03-29,Dinkelland,1774,Overijssel,Ziekenhuisopname,30.0,60.0
2020-03-29,Westland,1783,Zuid-Holland,Ziekenhuisopname,15.0,30.0
2020-03-29,Midden-Delfland,1842,Zuid-Holland,Ziekenhuisopname,5.0,10.0
2020-03-29,Berkelland,1859,Gelderland,Ziekenhuisopname,1.0,5.0
2020-03-29,Bronckhorst,1876,Gelderland,Ziekenhuisopname,1.0,5.0
2020-03-29,Sittard-Geleen,1883,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Kaag en Braassem,1884,Zuid-Holland,Ziekenhuisopname,10.0,15.0
2020-03-29,Dantumadiel,1891,Friesland,Ziekenhuisopname,0.0,0.0
2020-03-29,Zuidplas,1892,Zuid-Holland,Ziekenhuisopname,15.0,30.0
2020-03-29,Peel en Maas,1894,Limburg,Ziekenhuisopname,60.0,217.0
2020-03-29,Oldambt,1895,Groningen,Ziekenhuisopname,1.0,5.0
2020-03-29,Zwartewaterland,1896,Overijssel,Ziekenhuisopname,30.0,60.0
2020-03-29,Súdwest-Fryslân,1900,Friesland,Ziekenhuisopname,10.0,15.0
2020-03-29,Bodegraven-Reeuwijk,1901,Zuid-Holland,Ziekenhuisopname,1.0,5.0
2020-03-29,Eijsden-Margraten,1903,Limburg,Ziekenhuisopname,15.0,30.0
2020-03-29,Stichtse Vecht,1904,Utrecht,Ziekenhuisopname,15.0,30.0
2020-03-29,Hollands Kroon,1911,Noord-Holland,Ziekenhuisopname,15.0,30.0
2020-03-29,Leidschendam-Voorburg,1916,Zuid-Holland,Ziekenhuisopname,5.0,10.0
2020-03-29,Goeree-Overflakkee,1924,Zuid-Holland,Ziekenhuisopname,30.0,60.0
2020-03-29,Pijnacker-Nootdorp,1926,Zuid-Holland,Ziekenhuisopname,10.0,15.0
2020-03-29,Nissewaard,1930,Zuid-Holland,Ziekenhuisopname,15.0,30.0
2020-03-29,Krimpenerwaard,1931,Zuid-Holland,Ziekenhuisopname,15.0,30.0
2020-03-29,De Fryske Marren,1940,Friesland,Ziekenhuisopname,15.0,30.0
2020-03-29,Gooise Meren,1942,Noord-Holland,Ziekenhuisopname,15.0,30.0
2020-03-29,Berg en Dal,1945,Gelderland,Ziekenhuisopname,15.0,30.0
2020-03-29,Meierijstad,1948,Noord-Brabant,Ziekenhuisopname,60.0,217.0
2020-03-29,Waadhoeke,1949,Friesland,Ziekenhuisopname,1.0,5.0
2020-03-29,Westerwolde,1950,Groningen,Ziekenhuisopname,10.0,15.0
2020-03-29,Midden-Groningen,1952,Groningen,Ziekenhuisopname,1.0,5.0
2020-03-29,Beekdaelen,1954,Limburg,Ziekenhuisopname,30.0,60.0
2020-03-29,Montferland,1955,Gelderland,Ziekenhuisopname,5.0,10.0
2020-03-29,Altena,1959,Noord-Brabant,Ziekenhuisopname,15.0,30.0
2020-03-29,West Betuwe,1960,Gelderland,Ziekenhuisopname,15.0,30.0
2020-03-29,Vijfheerenlanden,1961,Utrecht,Ziekenhuisopname,10.0,15.0
2020-03-29,Hoeksche Waard,1963,Zuid-Holland,Ziekenhuisopname,15.0,30.0
2020-03-29,Het Hogeland,1966,Groningen,Ziekenhuisopname,5.0,10.0
2020-03-29,Westerkwartier,1969,Groningen,Ziekenhuisopname,10.0,15.0
2020-03-29,Noardeast-Fryslân,1970,Friesland,Ziekenhuisopname,5.0,10.0
2020-03-29,Molenlanden,1978,Zuid-Holland,Ziekenhuisopname,15.0,30.0
2020-03-29,Appingedam,3,Groningen,Overleden,0.0,0.0
2020-03-29,Delfzijl,10,Groningen,Overleden,0.0,0.0
2020-03-29,Groningen,14,Groningen,Overleden,0.0,0.0
2020-03-29,Loppersum,24,Groningen,Overleden,0.0,0.0
2020-03-29,Almere,34,Flevoland,Overleden,0.0,0.0
2020-03-29,Stadskanaal,37,Groningen,Overleden,0.0,0.0
2020-03-29,Veendam,47,Groningen,Overleden,0.0,0.0
2020-03-29,Zeewolde,50,Flevoland,Overleden,0.0,0.0
2020-03-29,Achtkarspelen,59,Friesland,Overleden,0.0,0.0
2020-03-29,Ameland,60,Friesland,Overleden,0.0,0.0
2020-03-29,Harlingen,72,Friesland,Overleden,0.0,0.0
2020-03-29,Heerenveen,74,Friesland,Overleden,0.2,3.0
2020-03-29,Leeuwarden,80,Friesland,Overleden,0.2,3.0
2020-03-29,Ooststellingwerf,85,Friesland,Overleden,0.0,0.0
2020-03-29,Opsterland,86,Friesland,Overleden,0.0,0.0
2020-03-29,Schiermonnikoog,88,Friesland,Overleden,0.0,0.0
2020-03-29,Smallingerland,90,Friesland,Overleden,0.0,0.0
2020-03-29,Terschelling,93,Friesland,Overleden,0.0,0.0
2020-03-29,Vlieland,96,Friesland,Overleden,0.0,0.0
2020-03-29,Weststellingwerf,98,Friesland,Overleden,0.0,0.0
2020-03-29,Assen,106,Drenthe,Overleden,0.0,0.0
2020-03-29,Coevorden,109,Drenthe,Overleden,0.0,0.0
2020-03-29,Emmen,114,Drenthe,Overleden,0.0,0.0
2020-03-29,Hoogeveen,118,Drenthe,Overleden,0.0,0.0
2020-03-29,Meppel,119,Drenthe,Overleden,0.2,3.0
2020-03-29,Almelo,141,Overijssel,Overleden,0.0,0.0
2020-03-29,Borne,147,Overijssel,Overleden,6.0,9.0
2020-03-29,Dalfsen,148,Overijssel,Overleden,3.0,6.0
2020-03-29,Deventer,150,Overijssel,Overleden,6.0,9.0
2020-03-29,Enschede,153,Overijssel,Overleden,0.2,3.0
2020-03-29,Haaksbergen,158,Overijssel,Overleden,0.0,0.0
2020-03-29,Hardenberg,160,Overijssel,Overleden,0.0,0.0
2020-03-29,Hellendoorn,163,Overijssel,Overleden,0.0,0.0
2020-03-29,Hengelo,164,Overijssel,Overleden,0.2,3.0
2020-03-29,Kampen,166,Overijssel,Overleden,3.0,6.0
2020-03-29,Losser,168,Overijssel,Overleden,0.0,0.0
2020-03-29,Noordoostpolder,171,Flevoland,Overleden,0.2,3.0
2020-03-29,Oldenzaal,173,Overijssel,Overleden,3.0,6.0
2020-03-29,Ommen,175,Overijssel,Overleden,0.0,0.0
2020-03-29,Raalte,177,Overijssel,Overleden,6.0,9.0
2020-03-29,Staphorst,180,Overijssel,Overleden,0.0,0.0
2020-03-29,Tubbergen,183,Overijssel,Overleden,0.0,0.0
2020-03-29,Urk,184,Flevoland,Overleden,0.0,0.0
2020-03-29,Wierden,189,Overijssel,Overleden,3.0,6.0
2020-03-29,Zwolle,193,Overijssel,Overleden,6.0,9.0
2020-03-29,Aalten,197,Gelderland,Overleden,0.0,0.0
2020-03-29,Apeldoorn,200,Gelderland,Overleden,3.0,6.0
2020-03-29,Arnhem,202,Gelderland,Overleden,0.2,3.0
2020-03-29,Barneveld,203,Gelderland,Overleden,3.0,6.0
2020-03-29,Beuningen,209,Gelderland,Overleden,6.0,9.0
2020-03-29,Brummen,213,Gelderland,Overleden,3.0,6.0
2020-03-29,Buren,214,Gelderland,Overleden,0.0,0.0
2020-03-29,Culemborg,216,Gelderland,Overleden,6.0,9.0
2020-03-29,Doesburg,221,Gelderland,Overleden,9.0,14.0
2020-03-29,Doetinchem,222,Gelderland,Overleden,3.0,6.0
2020-03-29,Druten,225,Gelderland,Overleden,0.0,0.0
2020-03-29,Duiven,226,Gelderland,Overleden,0.0,0.0
2020-03-29,Ede,228,Gelderland,Overleden,0.2,3.0
2020-03-29,Elburg,230,Gelderland,Overleden,0.0,0.0
2020-03-29,Epe,232,Gelderland,Overleden,3.0,6.0
2020-03-29,Ermelo,233,Gelderland,Overleden,6.0,9.0
2020-03-29,Harderwijk,243,Gelderland,Overleden,3.0,6.0
2020-03-29,Hattem,244,Gelderland,Overleden,0.0,0.0
2020-03-29,Heerde,246,Gelderland,Overleden,14.0,65.0
2020-03-29,Heumen,252,Gelderland,Overleden,6.0,9.0
2020-03-29,Lochem,262,Gelderland,Overleden,0.0,0.0
2020-03-29,Maasdriel,263,Gelderland,Overleden,3.0,6.0
2020-03-29,Nijkerk,267,Gelderland,Overleden,0.2,3.0
2020-03-29,Nijmegen,268,Gelderland,Overleden,3.0,6.0
2020-03-29,Oldebroek,269,Gelderland,Overleden,14.0,65.0
2020-03-29,Putten,273,Gelderland,Overleden,0.0,0.0
2020-03-29,Renkum,274,Gelderland,Overleden,0.0,0.0
2020-03-29,Rheden,275,Gelderland,Overleden,9.0,14.0
2020-03-29,Rozendaal,277,Gelderland,Overleden,0.0,0.0
2020-03-29,Scherpenzeel,279,Gelderland,Overleden,0.0,0.0
2020-03-29,Tiel,281,Gelderland,Overleden,3.0,6.0
2020-03-29,Voorst,285,Gelderland,Overleden,0.0,0.0
2020-03-29,Wageningen,289,Gelderland,Overleden,0.0,0.0
2020-03-29,Westervoort,293,Gelderland,Overleden,0.0,0.0
2020-03-29,Winterswijk,294,Gelderland,Overleden,0.0,0.0
2020-03-29,Wijchen,296,Gelderland,Overleden,6.0,9.0
2020-03-29,Zaltbommel,297,Gelderland,Overleden,0.0,0.0
2020-03-29,Zevenaar,299,Gelderland,Overleden,0.2,3.0
2020-03-29,Zutphen,301,Gelderland,Overleden,3.0,6.0
2020-03-29,Nunspeet,302,Gelderland,Overleden,14.0,65.0
2020-03-29,Dronten,303,Flevoland,Overleden,0.2,3.0
2020-03-29,Amersfoort,307,Utrecht,Overleden,3.0,6.0
2020-03-29,Baarn,308,Utrecht,Overleden,0.0,0.0
2020-03-29,De Bilt,310,Utrecht,Overleden,0.0,0.0
2020-03-29,Bunnik,312,Utrecht,Overleden,0.0,0.0
2020-03-29,Bunschoten,313,Utrecht,Overleden,0.0,0.0
2020-03-29,Eemnes,317,Utrecht,Overleden,0.0,0.0
2020-03-29,Houten,321,Utrecht,Overleden,0.0,0.0
2020-03-29,Leusden,327,Utrecht,Overleden,6.0,9.0
2020-03-29,Lopik,331,Utrecht,Overleden,0.0,0.0
2020-03-29,Montfoort,335,Utrecht,Overleden,0.0,0.0
2020-03-29,Renswoude,339,Utrecht,Overleden,0.0,0.0
2020-03-29,Rhenen,340,Utrecht,Overleden,0.0,0.0
2020-03-29,Soest,342,Utrecht,Overleden,0.2,3.0
2020-03-29,Utrecht,344,Utrecht,Overleden,3.0,6.0
2020-03-29,Veenendaal,345,Utrecht,Overleden,3.0,6.0
2020-03-29,Woudenberg,351,Utrecht,Overleden,0.0,0.0
2020-03-29,Wijk bij Duurstede,352,Utrecht,Overleden,0.0,0.0
2020-03-29,IJsselstein,353,Utrecht,Overleden,14.0,65.0
2020-03-29,Zeist,355,Utrecht,Overleden,0.2,3.0
2020-03-29,Nieuwegein,356,Utrecht,Overleden,0.0,0.0
2020-03-29,Aalsmeer,358,Noord-Holland,Overleden,3.0,6.0
2020-03-29,Alkmaar,361,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Amstelveen,362,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Amsterdam,363,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Beemster,370,Noord-Holland,Overleden,9.0,14.0
2020-03-29,Bergen (NH.),373,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Beverwijk,375,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Blaricum,376,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Bloemendaal,377,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Castricum,383,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Diemen,384,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Edam-Volendam,385,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Enkhuizen,388,Noord-Holland,Overleden,3.0,6.0
2020-03-29,Haarlem,392,Noord-Holland,Overleden,3.0,6.0
2020-03-29,Haarlemmermeer,394,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Heemskerk,396,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Heemstede,397,Noord-Holland,Overleden,14.0,65.0
2020-03-29,Heerhugowaard,398,Noord-Holland,Overleden,3.0,6.0
2020-03-29,Heiloo,399,Noord-Holland,Overleden,6.0,9.0
2020-03-29,Den Helder,400,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Hilversum,402,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Hoorn,405,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Huizen,406,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Landsmeer,415,Noord-Holland,Overleden,6.0,9.0
2020-03-29,Langedijk,416,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Laren,417,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Medemblik,420,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Oostzaan,431,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Opmeer,432,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Ouder-Amstel,437,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Purmerend,439,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Schagen,441,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Texel,448,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Uitgeest,450,Noord-Holland,Overleden,6.0,9.0
2020-03-29,Uithoorn,451,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Velsen,453,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Weesp,457,Noord-Holland,Overleden,3.0,6.0
2020-03-29,Zandvoort,473,Noord-Holland,Overleden,9.0,14.0
2020-03-29,Zaanstad,479,Noord-Holland,Overleden,0.2,3.0
2020-03-29,Alblasserdam,482,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Alphen aan den Rijn,484,Zuid-Holland,Overleden,0.2,3.0
2020-03-29,Barendrecht,489,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Drechterland,498,Noord-Holland,Overleden,0.0,0.0
2020-03-29,Brielle,501,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Capelle aan den IJssel,502,Zuid-Holland,Overleden,3.0,6.0
2020-03-29,Delft,503,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Dordrecht,505,Zuid-Holland,Overleden,0.2,3.0
2020-03-29,Gorinchem,512,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Gouda,513,Zuid-Holland,Overleden,3.0,6.0
2020-03-29,'s-Gravenhage,518,Zuid-Holland,Overleden,0.2,3.0
2020-03-29,Hardinxveld-Giessendam,523,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Hellevoetsluis,530,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Hendrik-Ido-Ambacht,531,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Stede Broec,532,Noord-Holland,Overleden,3.0,6.0
2020-03-29,Hillegom,534,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Katwijk,537,Zuid-Holland,Overleden,0.2,3.0
2020-03-29,Krimpen aan den IJssel,542,Zuid-Holland,Overleden,6.0,9.0
2020-03-29,Leiden,546,Zuid-Holland,Overleden,0.2,3.0
2020-03-29,Leiderdorp,547,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Lisse,553,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Maassluis,556,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Nieuwkoop,569,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Noordwijk,575,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Oegstgeest,579,Zuid-Holland,Overleden,3.0,6.0
2020-03-29,Oudewater,589,Utrecht,Overleden,14.0,65.0
2020-03-29,Papendrecht,590,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Ridderkerk,597,Zuid-Holland,Overleden,3.0,6.0
2020-03-29,Rotterdam,599,Zuid-Holland,Overleden,0.2,3.0
2020-03-29,Rijswijk,603,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Schiedam,606,Zuid-Holland,Overleden,0.2,3.0
2020-03-29,Sliedrecht,610,Zuid-Holland,Overleden,3.0,6.0
2020-03-29,Albrandswaard,613,Zuid-Holland,Overleden,3.0,6.0
2020-03-29,Westvoorne,614,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Vlaardingen,622,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Voorschoten,626,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Waddinxveen,627,Zuid-Holland,Overleden,3.0,6.0
2020-03-29,Wassenaar,629,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Woerden,632,Utrecht,Overleden,0.2,3.0
2020-03-29,Zoetermeer,637,Zuid-Holland,Overleden,0.2,3.0
2020-03-29,Zoeterwoude,638,Zuid-Holland,Overleden,0.0,0.0
2020-03-29,Zwijndrecht,642,Zuid-Holland,Overleden,0.2,3.0
2020-03-29,Borsele,654,Zeeland,Overleden,0.0,0.0
2020-03-29,Goes,664,Zeeland,Overleden,0.0,0.0
2020-03-29,West Maas en Waal,668,Gelderland,Overleden,3.0,6.0
2020-03-29,Hulst,677,Zeeland,Overleden,0.0,0.0
2020-03-29,Kapelle,678,Zeeland,Overleden,0.0,0.0
2020-03-29,Middelburg,687,Zeeland,Overleden,0.2,3.0
2020-03-29,Reimerswaal,703,Zeeland,Overleden,6.0,9.0
2020-03-29,Terneuzen,715,Zeeland,Overleden,0.2,3.0
2020-03-29,Tholen,716,Zeeland,Overleden,6.0,9.0
2020-03-29,Veere,717,Zeeland,Overleden,0.0,0.0
2020-03-29,Vlissingen,718,Zeeland,Overleden,0.0,0.0
2020-03-29,De Ronde Venen,736,Utrecht,Overleden,0.0,0.0
2020-03-29,Tytsjerksteradiel,737,Friesland,Overleden,0.0,0.0
2020-03-29,Asten,743,Noord-Brabant,Overleden,9.0,14.0
2020-03-29,Baarle-Nassau,744,Noord-Brabant,Overleden,0.0,0.0
2020-03-29,Bergen op Zoom,748,Noord-Brabant,Overleden,3.0,6.0
2020-03-29,Best,753,Noord-Brabant,Overleden,6.0,9.0
2020-03-29,Boekel,755,Noord-Brabant,Overleden,14.0,65.0
2020-03-29,Boxmeer,756,Noord-Brabant,Overleden,3.0,6.0
2020-03-29,Boxtel,757,Noord-Brabant,Overleden,14.0,65.0
2020-03-29,Breda,758,Noord-Brabant,Overleden,9.0,14.0
2020-03-29,Deurne,762,Noord-Brabant,Overleden,14.0,65.0
2020-03-29,Pekela,765,Groningen,Overleden,0.0,0.0
2020-03-29,Dongen,766,Noord-Brabant,Overleden,6.0,9.0
2020-03-29,Eersel,770,Noord-Brabant,Overleden,3.0,6.0
2020-03-29,Eindhoven,772,Noord-Brabant,Overleden,3.0,6.0
2020-03-29,Etten-Leur,777,Noord-Brabant,Overleden,9.0,14.0
2020-03-29,Geertruidenberg,779,Noord-Brabant,Overleden,3.0,6.0
2020-03-29,Gilze en Rijen,784,Noord-Brabant,Overleden,6.0,9.0
2020-03-29,Goirle,785,Noord-Brabant,Overleden,14.0,65.0
2020-03-29,Grave,786,Noord-Brabant,Overleden,14.0,65.0
2020-03-29,Haaren,788,Noord-Brabant,Overleden,14.0,65.0
2020-03-29,Helmond,794,Noord-Brabant,Overleden,9.0,14.0
2020-03-29,'s-Hertogenbosch,796,Noord-Brabant,Overleden,9.0,14.0
2020-03-29,Heusden,797,Noord-Brabant,Overleden,9.0,14.0
2020-03-29,Hilvarenbeek,798,Noord-Brabant,Overleden,9.0,14.0
2020-03-29,Loon op Zand,809,Noord-Brabant,Overleden,14.0,65.0
2020-03-29,Mill en Sint Hubert,815,Noord-Brabant,Overleden,0.0,0.0
2020-03-29,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,Overleden,9.0,14.0
2020-03-29,Oirschot,823,Noord-Brabant,Overleden,3.0,6.0
2020-03-29,Oisterwijk,824,Noord-Brabant,Overleden,14.0,65.0
2020-03-29,Oosterhout,826,Noord-Brabant,Overleden,0.2,3.0
2020-03-29,Oss,828,Noord-Brabant,Overleden,14.0,65.0
2020-03-29,Rucphen,840,Noord-Brabant,Overleden,0.0,0.0
2020-03-29,Sint-Michielsgestel,845,Noord-Brabant,Overleden,6.0,9.0
2020-03-29,Someren,847,Noord-Brabant,Overleden,9.0,14.0
2020-03-29,Son en Breugel,848,Noord-Brabant,Overleden,14.0,65.0
2020-03-29,Steenbergen,851,Noord-Brabant,Overleden,6.0,9.0
2020-03-29,Waterland,852,Noord-Holland,Overleden,3.0,6.0
2020-03-29,Tilburg,855,Noord-Brabant,Overleden,14.0,65.0
2020-03-29,Uden,856,Noord-Brabant,Overleden,14.0,65.0
2020-03-29,Valkenswaard,858,Noord-Brabant,Overleden,3.0,6.0
2020-03-29,Veldhoven,861,Noord-Brabant,Overleden,0.0,0.0
2020-03-29,Vught,865,Noord-Brabant,Overleden,6.0,9.0
2020-03-29,Waalre,866,Noord-Brabant,Overleden,0.0,0.0
