Datum,Gemeentenaam,Gemeentecode,Provincienaam,Type,Aantal_min,Aantal_max
2020-03-31,Wassenaar,629,Zuid-Holland,Overleden,0.0,0.0
2020-03-31,Woerden,632,Utrecht,Overleden,5.0,10.0
2020-03-31,Zoetermeer,637,Zuid-Holland,Overleden,1.0,5.0
2020-03-31,Zoeterwoude,638,Zuid-Holland,Overleden,0.0,0.0
2020-03-31,Zwijndrecht,642,Zuid-Holland,Overleden,1.0,5.0
2020-03-31,Borsele,654,Zeeland,Overleden,0.0,0.0
2020-03-31,Goes,664,Zeeland,Overleden,0.0,0.0
2020-03-31,West Maas en Waal,668,Gelderland,Overleden,5.0,10.0
2020-03-31,Hulst,677,Zeeland,Overleden,1.0,5.0
2020-03-31,Kapelle,678,Zeeland,Overleden,0.0,0.0
2020-03-31,Middelburg,687,Zeeland,Overleden,1.0,5.0
2020-03-31,Reimerswaal,703,Zeeland,Overleden,5.0,10.0
2020-03-31,Terneuzen,715,Zeeland,Overleden,1.0,5.0
2020-03-31,Tholen,716,Zeeland,Overleden,10.0,15.0
2020-03-31,Veere,717,Zeeland,Overleden,0.0,0.0
2020-03-31,Vlissingen,718,Zeeland,Overleden,0.0,0.0
2020-03-31,De Ronde Venen,736,Utrecht,Overleden,0.0,0.0
2020-03-31,Tytsjerksteradiel,737,Friesland,Overleden,0.0,0.0
2020-03-31,Asten,743,Noord-Brabant,Overleden,10.0,15.0
2020-03-31,Baarle-Nassau,744,Noord-Brabant,Overleden,0.0,0.0
2020-03-31,Bergen op Zoom,748,Noord-Brabant,Overleden,1.0,5.0
2020-03-31,Best,753,Noord-Brabant,Overleden,10.0,15.0
2020-03-31,Boekel,755,Noord-Brabant,Overleden,40.0,75.0
2020-03-31,Boxmeer,756,Noord-Brabant,Overleden,1.0,5.0
2020-03-31,Boxtel,757,Noord-Brabant,Overleden,15.0,25.0
2020-03-31,Breda,758,Noord-Brabant,Overleden,10.0,15.0
2020-03-31,Deurne,762,Noord-Brabant,Overleden,15.0,25.0
2020-03-31,Pekela,765,Groningen,Overleden,0.0,0.0
2020-03-31,Dongen,766,Noord-Brabant,Overleden,5.0,10.0
2020-03-31,Eersel,770,Noord-Brabant,Overleden,5.0,10.0
2020-03-31,Eindhoven,772,Noord-Brabant,Overleden,5.0,10.0
2020-03-31,Etten-Leur,777,Noord-Brabant,Overleden,10.0,15.0
2020-03-31,Geertruidenberg,779,Noord-Brabant,Overleden,5.0,10.0
2020-03-31,Gilze en Rijen,784,Noord-Brabant,Overleden,10.0,15.0
2020-03-31,Goirle,785,Noord-Brabant,Overleden,40.0,75.0
2020-03-31,Grave,786,Noord-Brabant,Overleden,15.0,25.0
2020-03-31,Haaren,788,Noord-Brabant,Overleden,25.0,40.0
2020-03-31,Helmond,794,Noord-Brabant,Overleden,10.0,15.0
2020-03-31,'s-Hertogenbosch,796,Noord-Brabant,Overleden,15.0,25.0
2020-03-31,Heusden,797,Noord-Brabant,Overleden,10.0,15.0
2020-03-31,Hilvarenbeek,798,Noord-Brabant,Overleden,10.0,15.0
2020-03-31,Loon op Zand,809,Noord-Brabant,Overleden,15.0,25.0
2020-03-31,Mill en Sint Hubert,815,Noord-Brabant,Overleden,0.0,0.0
2020-03-31,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,Overleden,10.0,15.0
2020-03-31,Oirschot,823,Noord-Brabant,Overleden,10.0,15.0
2020-03-31,Oisterwijk,824,Noord-Brabant,Overleden,25.0,40.0
2020-03-31,Oosterhout,826,Noord-Brabant,Overleden,1.0,5.0
2020-03-31,Oss,828,Noord-Brabant,Overleden,25.0,40.0
2020-03-31,Rucphen,840,Noord-Brabant,Overleden,0.0,0.0
2020-03-31,Sint-Michielsgestel,845,Noord-Brabant,Overleden,10.0,15.0
2020-03-31,Someren,847,Noord-Brabant,Overleden,10.0,15.0
2020-03-31,Son en Breugel,848,Noord-Brabant,Overleden,15.0,25.0
2020-03-31,Steenbergen,851,Noord-Brabant,Overleden,5.0,10.0
2020-03-31,Waterland,852,Noord-Holland,Overleden,5.0,10.0
2020-03-31,Tilburg,855,Noord-Brabant,Overleden,25.0,40.0
2020-03-31,Uden,856,Noord-Brabant,Overleden,40.0,75.0
2020-03-31,Valkenswaard,858,Noord-Brabant,Overleden,5.0,10.0
2020-03-31,Veldhoven,861,Noord-Brabant,Overleden,1.0,5.0
2020-03-31,Vught,865,Noord-Brabant,Overleden,15.0,25.0
2020-03-31,Waalre,866,Noord-Brabant,Overleden,0.0,0.0
2020-03-31,Waalwijk,867,Noord-Brabant,Overleden,25.0,40.0
2020-03-31,Woensdrecht,873,Noord-Brabant,Overleden,0.0,0.0
2020-03-31,Zundert,879,Noord-Brabant,Overleden,15.0,25.0
2020-03-31,Wormerland,880,Noord-Holland,Overleden,5.0,10.0
2020-03-31,Landgraaf,882,Limburg,Overleden,5.0,10.0
2020-03-31,Beek,888,Limburg,Overleden,5.0,10.0
2020-03-31,Beesel,889,Limburg,Overleden,15.0,25.0
2020-03-31,Bergen (L.),893,Limburg,Overleden,0.0,0.0
2020-03-31,Brunssum,899,Limburg,Overleden,10.0,15.0
2020-03-31,Gennep,907,Limburg,Overleden,5.0,10.0
2020-03-31,Heerlen,917,Limburg,Overleden,15.0,25.0
2020-03-31,Kerkrade,928,Limburg,Overleden,15.0,25.0
2020-03-31,Maastricht,935,Limburg,Overleden,5.0,10.0
2020-03-31,Meerssen,938,Limburg,Overleden,10.0,15.0
2020-03-31,Mook en Middelaar,944,Limburg,Overleden,0.0,0.0
2020-03-31,Nederweert,946,Limburg,Overleden,10.0,15.0
2020-03-31,Roermond,957,Limburg,Overleden,10.0,15.0
2020-03-31,Simpelveld,965,Limburg,Overleden,0.0,0.0
2020-03-31,Stein,971,Limburg,Overleden,15.0,25.0
2020-03-31,Vaals,981,Limburg,Overleden,0.0,0.0
2020-03-31,Venlo,983,Limburg,Overleden,10.0,15.0
2020-03-31,Venray,984,Limburg,Overleden,10.0,15.0
2020-03-31,Voerendaal,986,Limburg,Overleden,5.0,10.0
2020-03-31,Weert,988,Limburg,Overleden,5.0,10.0
2020-03-31,Valkenburg aan de Geul,994,Limburg,Overleden,0.0,0.0
2020-03-31,Lelystad,995,Flevoland,Overleden,1.0,5.0
2020-03-31,Horst aan de Maas,1507,Limburg,Overleden,15.0,25.0
2020-03-31,Oude IJsselstreek,1509,Gelderland,Overleden,1.0,5.0
2020-03-31,Teylingen,1525,Zuid-Holland,Overleden,0.0,0.0
2020-03-31,Utrechtse Heuvelrug,1581,Utrecht,Overleden,1.0,5.0
2020-03-31,Oost Gelre,1586,Gelderland,Overleden,5.0,10.0
2020-03-31,Koggenland,1598,Noord-Holland,Overleden,1.0,5.0
2020-03-31,Lansingerland,1621,Zuid-Holland,Overleden,0.0,0.0
2020-03-31,Leudal,1640,Limburg,Overleden,25.0,40.0
2020-03-31,Maasgouw,1641,Limburg,Overleden,10.0,15.0
2020-03-31,Gemert-Bakel,1652,Noord-Brabant,Overleden,25.0,40.0
2020-03-31,Halderberge,1655,Noord-Brabant,Overleden,5.0,10.0
2020-03-31,Heeze-Leende,1658,Noord-Brabant,Overleden,0.0,0.0
2020-03-31,Laarbeek,1659,Noord-Brabant,Overleden,25.0,40.0
2020-03-31,Reusel-De Mierden,1667,Noord-Brabant,Overleden,0.0,0.0
2020-03-31,Roerdalen,1669,Limburg,Overleden,1.0,5.0
2020-03-31,Roosendaal,1674,Noord-Brabant,Overleden,1.0,5.0
2020-03-31,Schouwen-Duiveland,1676,Zeeland,Overleden,0.0,0.0
2020-03-31,Aa en Hunze,1680,Drenthe,Overleden,0.0,0.0
2020-03-31,Borger-Odoorn,1681,Drenthe,Overleden,1.0,5.0
2020-03-31,Cuijk,1684,Noord-Brabant,Overleden,10.0,15.0
2020-03-31,Landerd,1685,Noord-Brabant,Overleden,25.0,40.0
2020-03-31,De Wolden,1690,Drenthe,Overleden,0.0,0.0
2020-03-31,Noord-Beveland,1695,Zeeland,Overleden,0.0,0.0
2020-03-31,Wijdemeren,1696,Noord-Holland,Overleden,0.0,0.0
2020-03-31,Noordenveld,1699,Drenthe,Overleden,1.0,5.0
2020-03-31,Twenterand,1700,Overijssel,Overleden,0.0,0.0
2020-03-31,Westerveld,1701,Drenthe,Overleden,5.0,10.0
2020-03-31,Sint Anthonis,1702,Noord-Brabant,Overleden,40.0,75.0
2020-03-31,Lingewaard,1705,Gelderland,Overleden,1.0,5.0
2020-03-31,Cranendonck,1706,Noord-Brabant,Overleden,25.0,40.0
2020-03-31,Steenwijkerland,1708,Overijssel,Overleden,0.0,0.0
2020-03-31,Moerdijk,1709,Noord-Brabant,Overleden,1.0,5.0
2020-03-31,Echt-Susteren,1711,Limburg,Overleden,15.0,25.0
2020-03-31,Sluis,1714,Zeeland,Overleden,10.0,15.0
2020-03-31,Drimmelen,1719,Noord-Brabant,Overleden,5.0,10.0
2020-03-31,Bernheze,1721,Noord-Brabant,Overleden,40.0,75.0
2020-03-31,Alphen-Chaam,1723,Noord-Brabant,Overleden,25.0,40.0
2020-03-31,Bergeijk,1724,Noord-Brabant,Overleden,0.0,0.0
2020-03-31,Bladel,1728,Noord-Brabant,Overleden,15.0,25.0
2020-03-31,Gulpen-Wittem,1729,Limburg,Overleden,0.0,0.0
2020-03-31,Tynaarlo,1730,Drenthe,Overleden,0.0,0.0
2020-03-31,Midden-Drenthe,1731,Drenthe,Overleden,0.0,0.0
2020-03-31,Overbetuwe,1734,Gelderland,Overleden,10.0,15.0
2020-03-31,Hof van Twente,1735,Overijssel,Overleden,0.0,0.0
2020-03-31,Neder-Betuwe,1740,Gelderland,Overleden,15.0,25.0
2020-03-31,Rijssen-Holten,1742,Overijssel,Overleden,0.0,0.0
2020-03-31,Geldrop-Mierlo,1771,Noord-Brabant,Overleden,5.0,10.0
2020-03-31,Olst-Wijhe,1773,Overijssel,Overleden,5.0,10.0
2020-03-31,Dinkelland,1774,Overijssel,Overleden,5.0,10.0
2020-03-31,Westland,1783,Zuid-Holland,Overleden,1.0,5.0
2020-03-31,Midden-Delfland,1842,Zuid-Holland,Overleden,0.0,0.0
2020-03-31,Berkelland,1859,Gelderland,Overleden,0.0,0.0
2020-03-31,Bronckhorst,1876,Gelderland,Overleden,0.0,0.0
2020-03-31,Sittard-Geleen,1883,Limburg,Overleden,15.0,25.0
2020-03-31,Kaag en Braassem,1884,Zuid-Holland,Overleden,0.0,0.0
2020-03-31,Dantumadiel,1891,Friesland,Overleden,0.0,0.0
2020-03-31,Zuidplas,1892,Zuid-Holland,Overleden,1.0,5.0
2020-03-31,Peel en Maas,1894,Limburg,Overleden,40.0,75.0
2020-03-31,Oldambt,1895,Groningen,Overleden,0.0,0.0
2020-03-31,Zwartewaterland,1896,Overijssel,Overleden,15.0,25.0
2020-03-31,Súdwest-Fryslân,1900,Friesland,Overleden,1.0,5.0
2020-03-31,Bodegraven-Reeuwijk,1901,Zuid-Holland,Overleden,0.0,0.0
2020-03-31,Eijsden-Margraten,1903,Limburg,Overleden,1.0,5.0
2020-03-31,Stichtse Vecht,1904,Utrecht,Overleden,1.0,5.0
2020-03-31,Hollands Kroon,1911,Noord-Holland,Overleden,1.0,5.0
2020-03-31,Leidschendam-Voorburg,1916,Zuid-Holland,Overleden,1.0,5.0
2020-03-31,Goeree-Overflakkee,1924,Zuid-Holland,Overleden,1.0,5.0
2020-03-31,Pijnacker-Nootdorp,1926,Zuid-Holland,Overleden,1.0,5.0
2020-03-31,Nissewaard,1930,Zuid-Holland,Overleden,1.0,5.0
2020-03-31,Krimpenerwaard,1931,Zuid-Holland,Overleden,5.0,10.0
2020-03-31,De Fryske Marren,1940,Friesland,Overleden,5.0,10.0
2020-03-31,Gooise Meren,1942,Noord-Holland,Overleden,0.0,0.0
2020-03-31,Berg en Dal,1945,Gelderland,Overleden,15.0,25.0
2020-03-31,Meierijstad,1948,Noord-Brabant,Overleden,40.0,75.0
2020-03-31,Waadhoeke,1949,Friesland,Overleden,0.0,0.0
2020-03-31,Westerwolde,1950,Groningen,Overleden,0.0,0.0
2020-03-31,Midden-Groningen,1952,Groningen,Overleden,0.0,0.0
2020-03-31,Beekdaelen,1954,Limburg,Overleden,15.0,25.0
2020-03-31,Montferland,1955,Gelderland,Overleden,1.0,5.0
2020-03-31,Altena,1959,Noord-Brabant,Overleden,1.0,5.0
2020-03-31,West Betuwe,1960,Gelderland,Overleden,1.0,5.0
2020-03-31,Vijfheerenlanden,1961,Utrecht,Overleden,1.0,5.0
2020-03-31,Hoeksche Waard,1963,Zuid-Holland,Overleden,1.0,5.0
2020-03-31,Het Hogeland,1966,Groningen,Overleden,0.0,0.0
2020-03-31,Westerkwartier,1969,Groningen,Overleden,1.0,5.0
2020-03-31,Noardeast-Fryslân,1970,Friesland,Overleden,1.0,5.0
2020-03-31,Molenlanden,1978,Zuid-Holland,Overleden,1.0,5.0
2020-04-01,Appingedam,3,Groningen,Totaal,1.0,25.0
2020-04-01,Delfzijl,10,Groningen,Totaal,25.0,50.0
2020-04-01,Groningen,14,Groningen,Totaal,25.0,50.0
2020-04-01,Loppersum,24,Groningen,Totaal,1.0,25.0
2020-04-01,Almere,34,Flevoland,Totaal,25.0,50.0
2020-04-01,Stadskanaal,37,Groningen,Totaal,1.0,25.0
2020-04-01,Veendam,47,Groningen,Totaal,1.0,25.0
2020-04-01,Zeewolde,50,Flevoland,Totaal,25.0,50.0
2020-04-01,Achtkarspelen,59,Friesland,Totaal,1.0,25.0
2020-04-01,Ameland,60,Friesland,Totaal,0.0,0.0
2020-04-01,Harlingen,72,Friesland,Totaal,25.0,50.0
2020-04-01,Heerenveen,74,Friesland,Totaal,1.0,25.0
2020-04-01,Leeuwarden,80,Friesland,Totaal,1.0,25.0
2020-04-01,Ooststellingwerf,85,Friesland,Totaal,1.0,25.0
2020-04-01,Opsterland,86,Friesland,Totaal,25.0,50.0
2020-04-01,Schiermonnikoog,88,Friesland,Totaal,0.0,0.0
2020-04-01,Smallingerland,90,Friesland,Totaal,1.0,25.0
2020-04-01,Terschelling,93,Friesland,Totaal,0.0,0.0
2020-04-01,Vlieland,96,Friesland,Totaal,0.0,0.0
2020-04-01,Weststellingwerf,98,Friesland,Totaal,1.0,25.0
2020-04-01,Assen,106,Drenthe,Totaal,1.0,25.0
2020-04-01,Coevorden,109,Drenthe,Totaal,50.0,100.0
2020-04-01,Emmen,114,Drenthe,Totaal,1.0,25.0
2020-04-01,Hoogeveen,118,Drenthe,Totaal,25.0,50.0
2020-04-01,Meppel,119,Drenthe,Totaal,25.0,50.0
2020-04-01,Almelo,141,Overijssel,Totaal,25.0,50.0
2020-04-01,Borne,147,Overijssel,Totaal,100.0,200.0
2020-04-01,Dalfsen,148,Overijssel,Totaal,50.0,100.0
2020-04-01,Deventer,150,Overijssel,Totaal,50.0,100.0
2020-04-01,Enschede,153,Overijssel,Totaal,25.0,50.0
2020-04-01,Haaksbergen,158,Overijssel,Totaal,50.0,100.0
2020-04-01,Hardenberg,160,Overijssel,Totaal,25.0,50.0
2020-04-01,Hellendoorn,163,Overijssel,Totaal,50.0,100.0
2020-04-01,Hengelo,164,Overijssel,Totaal,50.0,100.0
2020-04-01,Kampen,166,Overijssel,Totaal,100.0,200.0
2020-04-01,Losser,168,Overijssel,Totaal,1.0,25.0
2020-04-01,Noordoostpolder,171,Flevoland,Totaal,25.0,50.0
2020-04-01,Oldenzaal,173,Overijssel,Totaal,50.0,100.0
2020-04-01,Ommen,175,Overijssel,Totaal,50.0,100.0
2020-04-01,Raalte,177,Overijssel,Totaal,50.0,100.0
2020-04-01,Staphorst,180,Overijssel,Totaal,25.0,50.0
2020-04-01,Tubbergen,183,Overijssel,Totaal,50.0,100.0
2020-04-01,Urk,184,Flevoland,Totaal,50.0,100.0
2020-04-01,Wierden,189,Overijssel,Totaal,50.0,100.0
2020-04-01,Zwolle,193,Overijssel,Totaal,50.0,100.0
2020-04-01,Aalten,197,Gelderland,Totaal,25.0,50.0
2020-04-01,Apeldoorn,200,Gelderland,Totaal,25.0,50.0
2020-04-01,Arnhem,202,Gelderland,Totaal,25.0,50.0
2020-04-01,Barneveld,203,Gelderland,Totaal,50.0,100.0
2020-04-01,Beuningen,209,Gelderland,Totaal,100.0,200.0
2020-04-01,Brummen,213,Gelderland,Totaal,25.0,50.0
2020-04-01,Buren,214,Gelderland,Totaal,25.0,50.0
2020-04-01,Culemborg,216,Gelderland,Totaal,50.0,100.0
2020-04-01,Doesburg,221,Gelderland,Totaal,50.0,100.0
2020-04-01,Doetinchem,222,Gelderland,Totaal,25.0,50.0
2020-04-01,Druten,225,Gelderland,Totaal,100.0,200.0
2020-04-01,Duiven,226,Gelderland,Totaal,25.0,50.0
2020-04-01,Ede,228,Gelderland,Totaal,50.0,100.0
2020-04-01,Elburg,230,Gelderland,Totaal,50.0,100.0
2020-04-01,Epe,232,Gelderland,Totaal,100.0,200.0
2020-04-01,Ermelo,233,Gelderland,Totaal,50.0,100.0
2020-04-01,Harderwijk,243,Gelderland,Totaal,50.0,100.0
2020-04-01,Hattem,244,Gelderland,Totaal,100.0,200.0
2020-04-01,Heerde,246,Gelderland,Totaal,200.0,300.0
2020-04-01,Heumen,252,Gelderland,Totaal,100.0,200.0
2020-04-01,Lochem,262,Gelderland,Totaal,25.0,50.0
2020-04-01,Maasdriel,263,Gelderland,Totaal,50.0,100.0
2020-04-01,Nijkerk,267,Gelderland,Totaal,50.0,100.0
2020-04-01,Nijmegen,268,Gelderland,Totaal,100.0,200.0
2020-04-01,Oldebroek,269,Gelderland,Totaal,100.0,200.0
2020-04-01,Putten,273,Gelderland,Totaal,25.0,50.0
2020-04-01,Renkum,274,Gelderland,Totaal,50.0,100.0
2020-04-01,Rheden,275,Gelderland,Totaal,50.0,100.0
2020-04-01,Rozendaal,277,Gelderland,Totaal,100.0,200.0
2020-04-01,Scherpenzeel,279,Gelderland,Totaal,50.0,100.0
2020-04-01,Tiel,281,Gelderland,Totaal,50.0,100.0
2020-04-01,Voorst,285,Gelderland,Totaal,50.0,100.0
2020-04-01,Wageningen,289,Gelderland,Totaal,25.0,50.0
2020-04-01,Westervoort,293,Gelderland,Totaal,25.0,50.0
2020-04-01,Winterswijk,294,Gelderland,Totaal,1.0,25.0
2020-04-01,Wijchen,296,Gelderland,Totaal,100.0,200.0
2020-04-01,Zaltbommel,297,Gelderland,Totaal,50.0,100.0
2020-04-01,Zevenaar,299,Gelderland,Totaal,50.0,100.0
2020-04-01,Zutphen,301,Gelderland,Totaal,25.0,50.0
2020-04-01,Nunspeet,302,Gelderland,Totaal,200.0,300.0
2020-04-01,Dronten,303,Flevoland,Totaal,25.0,50.0
2020-04-01,Amersfoort,307,Utrecht,Totaal,25.0,50.0
2020-04-01,Baarn,308,Utrecht,Totaal,25.0,50.0
2020-04-01,De Bilt,310,Utrecht,Totaal,100.0,200.0
2020-04-01,Bunnik,312,Utrecht,Totaal,50.0,100.0
2020-04-01,Bunschoten,313,Utrecht,Totaal,25.0,50.0
2020-04-01,Eemnes,317,Utrecht,Totaal,25.0,50.0
2020-04-01,Houten,321,Utrecht,Totaal,100.0,200.0
2020-04-01,Leusden,327,Utrecht,Totaal,50.0,100.0
2020-04-01,Lopik,331,Utrecht,Totaal,100.0,200.0
2020-04-01,Montfoort,335,Utrecht,Totaal,100.0,200.0
2020-04-01,Renswoude,339,Utrecht,Totaal,1.0,25.0
2020-04-01,Rhenen,340,Utrecht,Totaal,25.0,50.0
2020-04-01,Soest,342,Utrecht,Totaal,50.0,100.0
2020-04-01,Utrecht,344,Utrecht,Totaal,50.0,100.0
2020-04-01,Veenendaal,345,Utrecht,Totaal,25.0,50.0
2020-04-01,Woudenberg,351,Utrecht,Totaal,50.0,100.0
2020-04-01,Wijk bij Duurstede,352,Utrecht,Totaal,50.0,100.0
2020-04-01,IJsselstein,353,Utrecht,Totaal,100.0,200.0
2020-04-01,Zeist,355,Utrecht,Totaal,50.0,100.0
2020-04-01,Nieuwegein,356,Utrecht,Totaal,50.0,100.0
2020-04-01,Aalsmeer,358,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Alkmaar,361,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Amstelveen,362,Noord-Holland,Totaal,100.0,200.0
2020-04-01,Amsterdam,363,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Beemster,370,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Bergen (NH.),373,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Beverwijk,375,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Blaricum,376,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Bloemendaal,377,Noord-Holland,Totaal,100.0,200.0
2020-04-01,Castricum,383,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Diemen,384,Noord-Holland,Totaal,25.0,50.0
2020-04-01,Edam-Volendam,385,Noord-Holland,Totaal,25.0,50.0
2020-04-01,Enkhuizen,388,Noord-Holland,Totaal,100.0,200.0
2020-04-01,Haarlem,392,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Haarlemmermeer,394,Noord-Holland,Totaal,25.0,50.0
2020-04-01,Heemskerk,396,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Heemstede,397,Noord-Holland,Totaal,100.0,200.0
2020-04-01,Heerhugowaard,398,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Heiloo,399,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Den Helder,400,Noord-Holland,Totaal,1.0,25.0
2020-04-01,Hilversum,402,Noord-Holland,Totaal,25.0,50.0
2020-04-01,Hoorn,405,Noord-Holland,Totaal,25.0,50.0
2020-04-01,Huizen,406,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Landsmeer,415,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Langedijk,416,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Laren,417,Noord-Holland,Totaal,100.0,200.0
2020-04-01,Medemblik,420,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Oostzaan,431,Noord-Holland,Totaal,100.0,200.0
2020-04-01,Opmeer,432,Noord-Holland,Totaal,25.0,50.0
2020-04-01,Ouder-Amstel,437,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Purmerend,439,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Schagen,441,Noord-Holland,Totaal,25.0,50.0
2020-04-01,Texel,448,Noord-Holland,Totaal,25.0,50.0
2020-04-01,Uitgeest,450,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Uithoorn,451,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Velsen,453,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Weesp,457,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Zandvoort,473,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Zaanstad,479,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Alblasserdam,482,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Alphen aan den Rijn,484,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Barendrecht,489,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Drechterland,498,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Brielle,501,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Capelle aan den IJssel,502,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Delft,503,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Dordrecht,505,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Gorinchem,512,Zuid-Holland,Totaal,100.0,200.0
2020-04-01,Gouda,513,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,'s-Gravenhage,518,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Hardinxveld-Giessendam,523,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Hellevoetsluis,530,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Hendrik-Ido-Ambacht,531,Zuid-Holland,Totaal,1.0,25.0
2020-04-01,Stede Broec,532,Noord-Holland,Totaal,50.0,100.0
2020-04-01,Hillegom,534,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Katwijk,537,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Krimpen aan den IJssel,542,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Leiden,546,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Leiderdorp,547,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Lisse,553,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Maassluis,556,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Nieuwkoop,569,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Noordwijk,575,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Oegstgeest,579,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Oudewater,589,Utrecht,Totaal,200.0,300.0
2020-04-01,Papendrecht,590,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Ridderkerk,597,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Rotterdam,599,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Rijswijk,603,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Schiedam,606,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Sliedrecht,610,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Albrandswaard,613,Zuid-Holland,Totaal,100.0,200.0
2020-04-01,Westvoorne,614,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Vlaardingen,622,Zuid-Holland,Totaal,50.0,100.0
2020-04-01,Voorschoten,626,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Waddinxveen,627,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Wassenaar,629,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Woerden,632,Utrecht,Totaal,50.0,100.0
2020-04-01,Zoetermeer,637,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Zoeterwoude,638,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Zwijndrecht,642,Zuid-Holland,Totaal,25.0,50.0
2020-04-01,Borsele,654,Zeeland,Totaal,25.0,50.0
2020-04-01,Goes,664,Zeeland,Totaal,50.0,100.0
2020-04-01,West Maas en Waal,668,Gelderland,Totaal,50.0,100.0
2020-04-01,Hulst,677,Zeeland,Totaal,1.0,25.0
2020-04-01,Kapelle,678,Zeeland,Totaal,1.0,25.0
2020-04-01,Middelburg,687,Zeeland,Totaal,25.0,50.0
2020-04-01,Reimerswaal,703,Zeeland,Totaal,25.0,50.0
2020-04-01,Terneuzen,715,Zeeland,Totaal,25.0,50.0
2020-04-01,Tholen,716,Zeeland,Totaal,100.0,200.0
2020-04-01,Veere,717,Zeeland,Totaal,25.0,50.0
2020-04-01,Vlissingen,718,Zeeland,Totaal,25.0,50.0
2020-04-01,De Ronde Venen,736,Utrecht,Totaal,50.0,100.0
2020-04-01,Tytsjerksteradiel,737,Friesland,Totaal,1.0,25.0
2020-04-01,Asten,743,Noord-Brabant,Totaal,100.0,200.0
2020-04-01,Baarle-Nassau,744,Noord-Brabant,Totaal,25.0,50.0
2020-04-01,Bergen op Zoom,748,Noord-Brabant,Totaal,25.0,50.0
2020-04-01,Best,753,Noord-Brabant,Totaal,100.0,200.0
2020-04-01,Boekel,755,Noord-Brabant,Totaal,300.0,595.0
2020-04-01,Boxmeer,756,Noord-Brabant,Totaal,100.0,200.0
2020-04-01,Boxtel,757,Noord-Brabant,Totaal,50.0,100.0
2020-04-01,Breda,758,Noord-Brabant,Totaal,100.0,200.0
2020-04-01,Deurne,762,Noord-Brabant,Totaal,200.0,300.0
2020-04-01,Pekela,765,Groningen,Totaal,25.0,50.0
2020-04-01,Dongen,766,Noord-Brabant,Totaal,50.0,100.0
