Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Aantal
2020-04-03,1681,Borger-Odoorn,Drenthe,22,2
2020-04-03,1684,Cuijk,Noord-Brabant,30,6
2020-04-03,1685,Landerd,Noord-Brabant,30,23
2020-04-03,1690,De Wolden,Drenthe,22,2
2020-04-03,1695,Noord-Beveland,Zeeland,29,0
2020-04-03,1696,Wijdemeren,Noord-Holland,27,5
2020-04-03,1699,Noordenveld,Drenthe,22,1
2020-04-03,1700,Twenterand,Overijssel,23,6
2020-04-03,1701,Westerveld,Drenthe,22,3
2020-04-03,1702,Sint Anthonis,Noord-Brabant,30,15
2020-04-03,1705,Lingewaard,Gelderland,25,18
2020-04-03,1706,Cranendonck,Noord-Brabant,30,41
2020-04-03,1708,Steenwijkerland,Overijssel,23,8
2020-04-03,1709,Moerdijk,Noord-Brabant,30,7
2020-04-03,1711,Echt-Susteren,Limburg,31,23
2020-04-03,1714,Sluis,Zeeland,29,4
2020-04-03,1719,Drimmelen,Noord-Brabant,30,14
2020-04-03,1721,Bernheze,Noord-Brabant,30,68
2020-04-03,1723,Alphen-Chaam,Noord-Brabant,30,10
2020-04-03,1724,Bergeijk,Noord-Brabant,30,7
2020-04-03,1728,Bladel,Noord-Brabant,30,11
2020-04-03,1729,Gulpen-Wittem,Limburg,31,10
2020-04-03,1730,Tynaarlo,Drenthe,22,6
2020-04-03,1731,Midden-Drenthe,Drenthe,22,4
2020-04-03,1734,Overbetuwe,Gelderland,25,42
2020-04-03,1735,Hof van Twente,Overijssel,23,10
2020-04-03,1740,Neder-Betuwe,Gelderland,25,26
2020-04-03,1742,Rijssen-Holten,Overijssel,23,13
2020-04-03,1771,Geldrop-Mierlo,Noord-Brabant,30,18
2020-04-03,1773,Olst-Wijhe,Overijssel,23,6
2020-04-03,1774,Dinkelland,Overijssel,23,15
2020-04-03,1783,Westland,Zuid-Holland,28,29
2020-04-03,1842,Midden-Delfland,Zuid-Holland,28,3
2020-04-03,1859,Berkelland,Gelderland,25,1
2020-04-03,1876,Bronckhorst,Gelderland,25,1
2020-04-03,1883,Sittard-Geleen,Limburg,31,63
2020-04-03,1884,Kaag en Braassem,Zuid-Holland,28,5
2020-04-03,1891,Dantumadiel,Friesland,21,1
2020-04-03,1892,Zuidplas,Zuid-Holland,28,12
2020-04-03,1894,Peel en Maas,Limburg,31,117
2020-04-03,1895,Oldambt,Groningen,20,1
2020-04-03,1896,Zwartewaterland,Overijssel,23,21
2020-04-03,1900,Súdwest-Fryslân,Friesland,21,13
2020-04-03,1901,Bodegraven-Reeuwijk,Zuid-Holland,28,4
2020-04-03,1903,Eijsden-Margraten,Limburg,31,25
2020-04-03,1904,Stichtse Vecht,Utrecht,26,20
2020-04-03,1911,Hollands Kroon,Noord-Holland,27,22
2020-04-03,1916,Leidschendam-Voorburg,Zuid-Holland,28,9
2020-04-03,1924,Goeree-Overflakkee,Zuid-Holland,28,32
2020-04-03,1926,Pijnacker-Nootdorp,Zuid-Holland,28,10
2020-04-03,1930,Nissewaard,Zuid-Holland,28,23
2020-04-03,1931,Krimpenerwaard,Zuid-Holland,28,28
2020-04-03,1940,De Fryske Marren,Friesland,21,11
2020-04-03,1942,Gooise Meren,Noord-Holland,27,15
2020-04-03,1945,Berg en Dal,Gelderland,25,21
2020-04-03,1948,Meierijstad,Noord-Brabant,30,134
2020-04-03,1949,Waadhoeke,Friesland,21,4
2020-04-03,1950,Westerwolde,Groningen,20,4
2020-04-03,1952,Midden-Groningen,Groningen,20,4
2020-04-03,1954,Beekdaelen,Limburg,31,28
2020-04-03,1955,Montferland,Gelderland,25,4
2020-04-03,1959,Altena,Noord-Brabant,30,21
2020-04-03,1960,West Betuwe,Gelderland,25,17
2020-04-03,1961,Vijfheerenlanden,Utrecht,26,15
2020-04-03,1963,Hoeksche Waard,Zuid-Holland,28,42
2020-04-03,1966,Het Hogeland,Groningen,20,5
2020-04-03,1969,Westerkwartier,Groningen,20,10
2020-04-03,1970,Noardeast-Fryslân,Friesland,21,4
2020-04-03,1978,Molenlanden,Zuid-Holland,28,13
2020-04-04,-1,,,,85
2020-04-04,3,Appingedam,Groningen,20,2
2020-04-04,10,Delfzijl,Groningen,20,4
2020-04-04,14,Groningen,Groningen,20,13
2020-04-04,24,Loppersum,Groningen,20,0
2020-04-04,34,Almere,Flevoland,24,72
2020-04-04,37,Stadskanaal,Groningen,20,0
2020-04-04,47,Veendam,Groningen,20,1
2020-04-04,50,Zeewolde,Flevoland,24,5
2020-04-04,59,Achtkarspelen,Friesland,21,0
2020-04-04,60,Ameland,Friesland,21,0
2020-04-04,72,Harlingen,Friesland,21,2
2020-04-04,74,Heerenveen,Friesland,21,9
2020-04-04,80,Leeuwarden,Friesland,21,25
2020-04-04,85,Ooststellingwerf,Friesland,21,1
2020-04-04,86,Opsterland,Friesland,21,5
2020-04-04,88,Schiermonnikoog,Friesland,21,0
2020-04-04,90,Smallingerland,Friesland,21,5
2020-04-04,93,Terschelling,Friesland,21,0
2020-04-04,96,Vlieland,Friesland,21,0
2020-04-04,98,Weststellingwerf,Friesland,21,2
2020-04-04,106,Assen,Drenthe,22,7
2020-04-04,109,Coevorden,Drenthe,22,7
2020-04-04,114,Emmen,Drenthe,22,9
2020-04-04,118,Hoogeveen,Drenthe,22,7
2020-04-04,119,Meppel,Drenthe,22,4
2020-04-04,141,Almelo,Overijssel,23,13
2020-04-04,147,Borne,Overijssel,23,13
2020-04-04,148,Dalfsen,Overijssel,23,10
2020-04-04,150,Deventer,Overijssel,23,26
2020-04-04,153,Enschede,Overijssel,23,34
2020-04-04,158,Haaksbergen,Overijssel,23,9
2020-04-04,160,Hardenberg,Overijssel,23,10
2020-04-04,163,Hellendoorn,Overijssel,23,6
2020-04-04,164,Hengelo,Overijssel,23,10
2020-04-04,166,Kampen,Overijssel,23,39
2020-04-04,168,Losser,Overijssel,23,6
2020-04-04,171,Noordoostpolder,Flevoland,24,8
2020-04-04,173,Oldenzaal,Overijssel,23,10
2020-04-04,175,Ommen,Overijssel,23,6
2020-04-04,177,Raalte,Overijssel,23,18
2020-04-04,180,Staphorst,Overijssel,23,4
2020-04-04,183,Tubbergen,Overijssel,23,9
2020-04-04,184,Urk,Flevoland,24,14
2020-04-04,189,Wierden,Overijssel,23,2
2020-04-04,193,Zwolle,Overijssel,23,35
2020-04-04,197,Aalten,Gelderland,25,1
2020-04-04,200,Apeldoorn,Gelderland,25,26
2020-04-04,202,Arnhem,Gelderland,25,39
2020-04-04,203,Barneveld,Gelderland,25,9
2020-04-04,209,Beuningen,Gelderland,25,15
2020-04-04,213,Brummen,Gelderland,25,6
2020-04-04,214,Buren,Gelderland,25,6
2020-04-04,216,Culemborg,Gelderland,25,18
2020-04-04,221,Doesburg,Gelderland,25,3
2020-04-04,222,Doetinchem,Gelderland,25,6
2020-04-04,225,Druten,Gelderland,25,16
2020-04-04,226,Duiven,Gelderland,25,5
2020-04-04,228,Ede,Gelderland,25,34
2020-04-04,230,Elburg,Gelderland,25,4
2020-04-04,232,Epe,Gelderland,25,11
2020-04-04,233,Ermelo,Gelderland,25,12
2020-04-04,243,Harderwijk,Gelderland,25,8
2020-04-04,244,Hattem,Gelderland,25,6
2020-04-04,246,Heerde,Gelderland,25,20
2020-04-04,252,Heumen,Gelderland,25,12
2020-04-04,262,Lochem,Gelderland,25,5
2020-04-04,263,Maasdriel,Gelderland,25,11
2020-04-04,267,Nijkerk,Gelderland,25,17
2020-04-04,268,Nijmegen,Gelderland,25,88
2020-04-04,269,Oldebroek,Gelderland,25,9
2020-04-04,273,Putten,Gelderland,25,1
2020-04-04,274,Renkum,Gelderland,25,11
2020-04-04,275,Rheden,Gelderland,25,28
2020-04-04,277,Rozendaal,Gelderland,25,1
2020-04-04,279,Scherpenzeel,Gelderland,25,0
2020-04-04,281,Tiel,Gelderland,25,24
2020-04-04,285,Voorst,Gelderland,25,7
2020-04-04,289,Wageningen,Gelderland,25,8
2020-04-04,293,Westervoort,Gelderland,25,4
2020-04-04,294,Winterswijk,Gelderland,25,1
2020-04-04,296,Wijchen,Gelderland,25,33
2020-04-04,297,Zaltbommel,Gelderland,25,10
2020-04-04,299,Zevenaar,Gelderland,25,24
2020-04-04,301,Zutphen,Gelderland,25,10
2020-04-04,302,Nunspeet,Gelderland,25,19
2020-04-04,303,Dronten,Flevoland,24,15
2020-04-04,307,Amersfoort,Utrecht,26,34
2020-04-04,308,Baarn,Utrecht,26,7
2020-04-04,310,De Bilt,Utrecht,26,16
2020-04-04,312,Bunnik,Utrecht,26,5
2020-04-04,313,Bunschoten,Utrecht,26,2
2020-04-04,317,Eemnes,Utrecht,26,1
2020-04-04,321,Houten,Utrecht,26,13
2020-04-04,327,Leusden,Utrecht,26,5
2020-04-04,331,Lopik,Utrecht,26,12
2020-04-04,335,Montfoort,Utrecht,26,11
2020-04-04,339,Renswoude,Utrecht,26,3
2020-04-04,340,Rhenen,Utrecht,26,3
2020-04-04,342,Soest,Utrecht,26,14
2020-04-04,344,Utrecht,Utrecht,26,111
2020-04-04,345,Veenendaal,Utrecht,26,9
2020-04-04,351,Woudenberg,Utrecht,26,5
2020-04-04,352,Wijk bij Duurstede,Utrecht,26,7
2020-04-04,353,IJsselstein,Utrecht,26,23
2020-04-04,355,Zeist,Utrecht,26,20
2020-04-04,356,Nieuwegein,Utrecht,26,21
2020-04-04,358,Aalsmeer,Noord-Holland,27,7
2020-04-04,361,Alkmaar,Noord-Holland,27,33
2020-04-04,362,Amstelveen,Noord-Holland,27,37
2020-04-04,363,Amsterdam,Noord-Holland,27,306
2020-04-04,370,Beemster,Noord-Holland,27,4
2020-04-04,373,Bergen (NH.),Noord-Holland,27,11
2020-04-04,375,Beverwijk,Noord-Holland,27,9
2020-04-04,376,Blaricum,Noord-Holland,27,5
2020-04-04,377,Bloemendaal,Noord-Holland,27,4
2020-04-04,383,Castricum,Noord-Holland,27,12
2020-04-04,384,Diemen,Noord-Holland,27,4
2020-04-04,385,Edam-Volendam,Noord-Holland,27,14
2020-04-04,388,Enkhuizen,Noord-Holland,27,14
2020-04-04,392,Haarlem,Noord-Holland,27,34
2020-04-04,394,Haarlemmermeer,Noord-Holland,27,39
2020-04-04,396,Heemskerk,Noord-Holland,27,18
2020-04-04,397,Heemstede,Noord-Holland,27,8
2020-04-04,398,Heerhugowaard,Noord-Holland,27,22
2020-04-04,399,Heiloo,Noord-Holland,27,7
2020-04-04,400,Den Helder,Noord-Holland,27,7
2020-04-04,402,Hilversum,Noord-Holland,27,17
2020-04-04,405,Hoorn,Noord-Holland,27,18
2020-04-04,406,Huizen,Noord-Holland,27,13
2020-04-04,415,Landsmeer,Noord-Holland,27,3
2020-04-04,416,Langedijk,Noord-Holland,27,11
2020-04-04,417,Laren,Noord-Holland,27,7
2020-04-04,420,Medemblik,Noord-Holland,27,10
2020-04-04,431,Oostzaan,Noord-Holland,27,5
2020-04-04,432,Opmeer,Noord-Holland,27,1
2020-04-04,437,Ouder-Amstel,Noord-Holland,27,4
2020-04-04,439,Purmerend,Noord-Holland,27,47
2020-04-04,441,Schagen,Noord-Holland,27,12
2020-04-04,448,Texel,Noord-Holland,27,2
2020-04-04,450,Uitgeest,Noord-Holland,27,3
2020-04-04,451,Uithoorn,Noord-Holland,27,9
2020-04-04,453,Velsen,Noord-Holland,27,17
2020-04-04,457,Weesp,Noord-Holland,27,5
2020-04-04,473,Zandvoort,Noord-Holland,27,7
2020-04-04,479,Zaanstad,Noord-Holland,27,70
2020-04-04,482,Alblasserdam,Zuid-Holland,28,5
2020-04-04,484,Alphen aan den Rijn,Zuid-Holland,28,37
2020-04-04,489,Barendrecht,Zuid-Holland,28,21
2020-04-04,498,Drechterland,Noord-Holland,27,1
2020-04-04,501,Brielle,Zuid-Holland,28,7
2020-04-04,502,Capelle aan den IJssel,Zuid-Holland,28,23
2020-04-04,503,Delft,Zuid-Holland,28,25
2020-04-04,505,Dordrecht,Zuid-Holland,28,45
2020-04-04,512,Gorinchem,Zuid-Holland,28,10
2020-04-04,513,Gouda,Zuid-Holland,28,21
2020-04-04,518,'s-Gravenhage,Zuid-Holland,28,121
2020-04-04,523,Hardinxveld-Giessendam,Zuid-Holland,28,1
2020-04-04,530,Hellevoetsluis,Zuid-Holland,28,7
2020-04-04,531,Hendrik-Ido-Ambacht,Zuid-Holland,28,3
2020-04-04,532,Stede Broec,Noord-Holland,27,13
2020-04-04,534,Hillegom,Zuid-Holland,28,5
2020-04-04,537,Katwijk,Zuid-Holland,28,12
2020-04-04,542,Krimpen aan den IJssel,Zuid-Holland,28,4
2020-04-04,546,Leiden,Zuid-Holland,28,19
2020-04-04,547,Leiderdorp,Zuid-Holland,28,6
2020-04-04,553,Lisse,Zuid-Holland,28,4
2020-04-04,556,Maassluis,Zuid-Holland,28,10
2020-04-04,569,Nieuwkoop,Zuid-Holland,28,6
2020-04-04,575,Noordwijk,Zuid-Holland,28,9
2020-04-04,579,Oegstgeest,Zuid-Holland,28,5
2020-04-04,589,Oudewater,Utrecht,26,16
2020-04-04,590,Papendrecht,Zuid-Holland,28,3
2020-04-04,597,Ridderkerk,Zuid-Holland,28,24
2020-04-04,599,Rotterdam,Zuid-Holland,28,172
2020-04-04,603,Rijswijk,Zuid-Holland,28,14
2020-04-04,606,Schiedam,Zuid-Holland,28,23
2020-04-04,610,Sliedrecht,Zuid-Holland,28,3
2020-04-04,613,Albrandswaard,Zuid-Holland,28,5
2020-04-04,614,Westvoorne,Zuid-Holland,28,5
2020-04-04,622,Vlaardingen,Zuid-Holland,28,18
2020-04-04,626,Voorschoten,Zuid-Holland,28,7
2020-04-04,627,Waddinxveen,Zuid-Holland,28,7
2020-04-04,629,Wassenaar,Zuid-Holland,28,2
2020-04-04,632,Woerden,Utrecht,26,28
2020-04-04,637,Zoetermeer,Zuid-Holland,28,25
2020-04-04,638,Zoeterwoude,Zuid-Holland,28,2
2020-04-04,642,Zwijndrecht,Zuid-Holland,28,11
2020-04-04,654,Borsele,Zeeland,29,3
2020-04-04,664,Goes,Zeeland,29,8
2020-04-04,668,West Maas en Waal,Gelderland,25,9
2020-04-04,677,Hulst,Zeeland,29,4
2020-04-04,678,Kapelle,Zeeland,29,1
2020-04-04,687,Middelburg,Zeeland,29,13
2020-04-04,703,Reimerswaal,Zeeland,29,4
2020-04-04,715,Terneuzen,Zeeland,29,15
2020-04-04,716,Tholen,Zeeland,29,30
2020-04-04,717,Veere,Zeeland,29,3
2020-04-04,718,Vlissingen,Zeeland,29,6
2020-04-04,736,De Ronde Venen,Utrecht,26,17
2020-04-04,737,Tytsjerksteradiel,Friesland,21,3
2020-04-04,743,Asten,Noord-Brabant,30,8
2020-04-04,744,Baarle-Nassau,Noord-Brabant,30,1
2020-04-04,748,Bergen op Zoom,Noord-Brabant,30,14
2020-04-04,753,Best,Noord-Brabant,30,24
2020-04-04,755,Boekel,Noord-Brabant,30,27
2020-04-04,756,Boxmeer,Noord-Brabant,30,13
2020-04-04,757,Boxtel,Noord-Brabant,30,11
2020-04-04,758,Breda,Noord-Brabant,30,126
2020-04-04,762,Deurne,Noord-Brabant,30,44
2020-04-04,765,Pekela,Groningen,20,4
2020-04-04,766,Dongen,Noord-Brabant,30,11
2020-04-04,770,Eersel,Noord-Brabant,30,18
2020-04-04,772,Eindhoven,Noord-Brabant,30,87
2020-04-04,777,Etten-Leur,Noord-Brabant,30,31
2020-04-04,779,Geertruidenberg,Noord-Brabant,30,9
2020-04-04,784,Gilze en Rijen,Noord-Brabant,30,15
2020-04-04,785,Goirle,Noord-Brabant,30,20
2020-04-04,786,Grave,Noord-Brabant,30,14
2020-04-04,788,Haaren,Noord-Brabant,30,14
2020-04-04,794,Helmond,Noord-Brabant,30,54
2020-04-04,796,'s-Hertogenbosch,Noord-Brabant,30,81
2020-04-04,797,Heusden,Noord-Brabant,30,31
2020-04-04,798,Hilvarenbeek,Noord-Brabant,30,6
2020-04-04,809,Loon op Zand,Noord-Brabant,30,17
2020-04-04,815,Mill en Sint Hubert,Noord-Brabant,30,7
2020-04-04,820,"Nuenen, Gerwen en Nederwetten",Noord-Brabant,30,12
2020-04-04,823,Oirschot,Noord-Brabant,30,9
2020-04-04,824,Oisterwijk,Noord-Brabant,30,10
2020-04-04,826,Oosterhout,Noord-Brabant,30,25
2020-04-04,828,Oss,Noord-Brabant,30,96
2020-04-04,840,Rucphen,Noord-Brabant,30,5
2020-04-04,845,Sint-Michielsgestel,Noord-Brabant,30,15
2020-04-04,847,Someren,Noord-Brabant,30,20
2020-04-04,848,Son en Breugel,Noord-Brabant,30,22
2020-04-04,851,Steenbergen,Noord-Brabant,30,8
2020-04-04,852,Waterland,Noord-Holland,27,9
2020-04-04,855,Tilburg,Noord-Brabant,30,139
2020-04-04,856,Uden,Noord-Brabant,30,81
2020-04-04,858,Valkenswaard,Noord-Brabant,30,10
2020-04-04,861,Veldhoven,Noord-Brabant,30,15
2020-04-04,865,Vught,Noord-Brabant,30,27
2020-04-04,866,Waalre,Noord-Brabant,30,3
2020-04-04,867,Waalwijk,Noord-Brabant,30,17
2020-04-04,873,Woensdrecht,Noord-Brabant,30,4
2020-04-04,879,Zundert,Noord-Brabant,30,14
2020-04-04,880,Wormerland,Noord-Holland,27,12
2020-04-04,882,Landgraaf,Limburg,31,27
2020-04-04,888,Beek,Limburg,31,10
2020-04-04,889,Beesel,Limburg,31,11
2020-04-04,893,Bergen (L.),Limburg,31,3
2020-04-04,899,Brunssum,Limburg,31,24
2020-04-04,907,Gennep,Limburg,31,11
2020-04-04,917,Heerlen,Limburg,31,74
2020-04-04,928,Kerkrade,Limburg,31,34
2020-04-04,935,Maastricht,Limburg,31,93
2020-04-04,938,Meerssen,Limburg,31,9
2020-04-04,944,Mook en Middelaar,Limburg,31,3
2020-04-04,946,Nederweert,Limburg,31,24
2020-04-04,957,Roermond,Limburg,31,36
2020-04-04,965,Simpelveld,Limburg,31,14
2020-04-04,971,Stein,Limburg,31,26
2020-04-04,981,Vaals,Limburg,31,6
2020-04-04,983,Venlo,Limburg,31,83
2020-04-04,984,Venray,Limburg,31,25
2020-04-04,986,Voerendaal,Limburg,31,9
2020-04-04,988,Weert,Limburg,31,34
2020-04-04,994,Valkenburg aan de Geul,Limburg,31,8
2020-04-04,995,Lelystad,Flevoland,24,31
2020-04-04,1507,Horst aan de Maas,Limburg,31,34
2020-04-04,1509,Oude IJsselstreek,Gelderland,25,4
2020-04-04,1525,Teylingen,Zuid-Holland,28,10
2020-04-04,1581,Utrechtse Heuvelrug,Utrecht,26,15
2020-04-04,1586,Oost Gelre,Gelderland,25,3
2020-04-04,1598,Koggenland,Noord-Holland,27,6
2020-04-04,1621,Lansingerland,Zuid-Holland,28,20
2020-04-04,1640,Leudal,Limburg,31,41
2020-04-04,1641,Maasgouw,Limburg,31,16
2020-04-04,1652,Gemert-Bakel,Noord-Brabant,30,61
2020-04-04,1655,Halderberge,Noord-Brabant,30,9
2020-04-04,1658,Heeze-Leende,Noord-Brabant,30,7
2020-04-04,1659,Laarbeek,Noord-Brabant,30,27
2020-04-04,1667,Reusel-De Mierden,Noord-Brabant,30,7
2020-04-04,1669,Roerdalen,Limburg,31,18
2020-04-04,1674,Roosendaal,Noord-Brabant,30,15
2020-04-04,1676,Schouwen-Duiveland,Zeeland,29,8
2020-04-04,1680,Aa en Hunze,Drenthe,22,1
2020-04-04,1681,Borger-Odoorn,Drenthe,22,2
2020-04-04,1684,Cuijk,Noord-Brabant,30,6
2020-04-04,1685,Landerd,Noord-Brabant,30,23
2020-04-04,1690,De Wolden,Drenthe,22,2
2020-04-04,1695,Noord-Beveland,Zeeland,29,0
2020-04-04,1696,Wijdemeren,Noord-Holland,27,5
2020-04-04,1699,Noordenveld,Drenthe,22,1
2020-04-04,1700,Twenterand,Overijssel,23,7
2020-04-04,1701,Westerveld,Drenthe,22,3
2020-04-04,1702,Sint Anthonis,Noord-Brabant,30,15
2020-04-04,1705,Lingewaard,Gelderland,25,19
2020-04-04,1706,Cranendonck,Noord-Brabant,30,44
2020-04-04,1708,Steenwijkerland,Overijssel,23,8
2020-04-04,1709,Moerdijk,Noord-Brabant,30,7
2020-04-04,1711,Echt-Susteren,Limburg,31,23
2020-04-04,1714,Sluis,Zeeland,29,4
2020-04-04,1719,Drimmelen,Noord-Brabant,30,14
2020-04-04,1721,Bernheze,Noord-Brabant,30,69
2020-04-04,1723,Alphen-Chaam,Noord-Brabant,30,11
2020-04-04,1724,Bergeijk,Noord-Brabant,30,9
2020-04-04,1728,Bladel,Noord-Brabant,30,12
2020-04-04,1729,Gulpen-Wittem,Limburg,31,10
2020-04-04,1730,Tynaarlo,Drenthe,22,7
2020-04-04,1731,Midden-Drenthe,Drenthe,22,6
2020-04-04,1734,Overbetuwe,Gelderland,25,43
2020-04-04,1735,Hof van Twente,Overijssel,23,10
2020-04-04,1740,Neder-Betuwe,Gelderland,25,27
2020-04-04,1742,Rijssen-Holten,Overijssel,23,15
2020-04-04,1771,Geldrop-Mierlo,Noord-Brabant,30,18
2020-04-04,1773,Olst-Wijhe,Overijssel,23,6
2020-04-04,1774,Dinkelland,Overijssel,23,16
2020-04-04,1783,Westland,Zuid-Holland,28,32
2020-04-04,1842,Midden-Delfland,Zuid-Holland,28,3
2020-04-04,1859,Berkelland,Gelderland,25,1
2020-04-04,1876,Bronckhorst,Gelderland,25,1
2020-04-04,1883,Sittard-Geleen,Limburg,31,65
2020-04-04,1884,Kaag en Braassem,Zuid-Holland,28,5
2020-04-04,1891,Dantumadiel,Friesland,21,2
2020-04-04,1892,Zuidplas,Zuid-Holland,28,12
2020-04-04,1894,Peel en Maas,Limburg,31,117
2020-04-04,1895,Oldambt,Groningen,20,1
2020-04-04,1896,Zwartewaterland,Overijssel,23,22
2020-04-04,1900,Súdwest-Fryslân,Friesland,21,13
2020-04-04,1901,Bodegraven-Reeuwijk,Zuid-Holland,28,5
2020-04-04,1903,Eijsden-Margraten,Limburg,31,29
2020-04-04,1904,Stichtse Vecht,Utrecht,26,20
2020-04-04,1911,Hollands Kroon,Noord-Holland,27,23
2020-04-04,1916,Leidschendam-Voorburg,Zuid-Holland,28,11
2020-04-04,1924,Goeree-Overflakkee,Zuid-Holland,28,33
2020-04-04,1926,Pijnacker-Nootdorp,Zuid-Holland,28,11
2020-04-04,1930,Nissewaard,Zuid-Holland,28,23
2020-04-04,1931,Krimpenerwaard,Zuid-Holland,28,29
2020-04-04,1940,De Fryske Marren,Friesland,21,12
2020-04-04,1942,Gooise Meren,Noord-Holland,27,16
2020-04-04,1945,Berg en Dal,Gelderland,25,23
2020-04-04,1948,Meierijstad,Noord-Brabant,30,142
2020-04-04,1949,Waadhoeke,Friesland,21,5
2020-04-04,1950,Westerwolde,Groningen,20,4
2020-04-04,1952,Midden-Groningen,Groningen,20,4
2020-04-04,1954,Beekdaelen,Limburg,31,29
2020-04-04,1955,Montferland,Gelderland,25,4
2020-04-04,1959,Altena,Noord-Brabant,30,21
2020-04-04,1960,West Betuwe,Gelderland,25,18
2020-04-04,1961,Vijfheerenlanden,Utrecht,26,16
2020-04-04,1963,Hoeksche Waard,Zuid-Holland,28,49
2020-04-04,1966,Het Hogeland,Groningen,20,5
2020-04-04,1969,Westerkwartier,Groningen,20,10
2020-04-04,1970,Noardeast-Fryslân,Friesland,21,4
2020-04-04,1978,Molenlanden,Zuid-Holland,28,14
2020-04-05,-1,,,,85
2020-04-05,3,Appingedam,Groningen,20,2
2020-04-05,10,Delfzijl,Groningen,20,5
2020-04-05,14,Groningen,Groningen,20,13
2020-04-05,24,Loppersum,Groningen,20,0
2020-04-05,34,Almere,Flevoland,24,77
2020-04-05,37,Stadskanaal,Groningen,20,0
2020-04-05,47,Veendam,Groningen,20,1
2020-04-05,50,Zeewolde,Flevoland,24,6
2020-04-05,59,Achtkarspelen,Friesland,21,0
2020-04-05,60,Ameland,Friesland,21,0
2020-04-05,72,Harlingen,Friesland,21,2
2020-04-05,74,Heerenveen,Friesland,21,10
2020-04-05,80,Leeuwarden,Friesland,21,26
2020-04-05,85,Ooststellingwerf,Friesland,21,1
2020-04-05,86,Opsterland,Friesland,21,5
2020-04-05,88,Schiermonnikoog,Friesland,21,0
2020-04-05,90,Smallingerland,Friesland,21,6
2020-04-05,93,Terschelling,Friesland,21,0
2020-04-05,96,Vlieland,Friesland,21,0
2020-04-05,98,Weststellingwerf,Friesland,21,2
2020-04-05,106,Assen,Drenthe,22,7
2020-04-05,109,Coevorden,Drenthe,22,7
2020-04-05,114,Emmen,Drenthe,22,9
2020-04-05,118,Hoogeveen,Drenthe,22,7
2020-04-05,119,Meppel,Drenthe,22,4
2020-04-05,141,Almelo,Overijssel,23,14
2020-04-05,147,Borne,Overijssel,23,13
2020-04-05,148,Dalfsen,Overijssel,23,10
2020-04-05,150,Deventer,Overijssel,23,26
2020-04-05,153,Enschede,Overijssel,23,37
2020-04-05,158,Haaksbergen,Overijssel,23,10
2020-04-05,160,Hardenberg,Overijssel,23,10
2020-04-05,163,Hellendoorn,Overijssel,23,6
2020-04-05,164,Hengelo,Overijssel,23,11
2020-04-05,166,Kampen,Overijssel,23,39
2020-04-05,168,Losser,Overijssel,23,6
2020-04-05,171,Noordoostpolder,Flevoland,24,8
2020-04-05,173,Oldenzaal,Overijssel,23,11
2020-04-05,175,Ommen,Overijssel,23,6
2020-04-05,177,Raalte,Overijssel,23,18
2020-04-05,180,Staphorst,Overijssel,23,4
2020-04-05,183,Tubbergen,Overijssel,23,9
2020-04-05,184,Urk,Flevoland,24,14
2020-04-05,189,Wierden,Overijssel,23,2
2020-04-05,193,Zwolle,Overijssel,23,35
2020-04-05,197,Aalten,Gelderland,25,1
2020-04-05,200,Apeldoorn,Gelderland,25,28
2020-04-05,202,Arnhem,Gelderland,25,40
2020-04-05,203,Barneveld,Gelderland,25,9
2020-04-05,209,Beuningen,Gelderland,25,15
2020-04-05,213,Brummen,Gelderland,25,6
2020-04-05,214,Buren,Gelderland,25,7
2020-04-05,216,Culemborg,Gelderland,25,19
2020-04-05,221,Doesburg,Gelderland,25,4
2020-04-05,222,Doetinchem,Gelderland,25,6
2020-04-05,225,Druten,Gelderland,25,16
2020-04-05,226,Duiven,Gelderland,25,5
2020-04-05,228,Ede,Gelderland,25,37
2020-04-05,230,Elburg,Gelderland,25,5
2020-04-05,232,Epe,Gelderland,25,11
2020-04-05,233,Ermelo,Gelderland,25,12
2020-04-05,243,Harderwijk,Gelderland,25,8
2020-04-05,244,Hattem,Gelderland,25,6
2020-04-05,246,Heerde,Gelderland,25,20
2020-04-05,252,Heumen,Gelderland,25,12
2020-04-05,262,Lochem,Gelderland,25,5
2020-04-05,263,Maasdriel,Gelderland,25,12
2020-04-05,267,Nijkerk,Gelderland,25,18
2020-04-05,268,Nijmegen,Gelderland,25,89
2020-04-05,269,Oldebroek,Gelderland,25,10
2020-04-05,273,Putten,Gelderland,25,1
2020-04-05,274,Renkum,Gelderland,25,11
2020-04-05,275,Rheden,Gelderland,25,28
2020-04-05,277,Rozendaal,Gelderland,25,1
2020-04-05,279,Scherpenzeel,Gelderland,25,0
2020-04-05,281,Tiel,Gelderland,25,26
2020-04-05,285,Voorst,Gelderland,25,7
2020-04-05,289,Wageningen,Gelderland,25,8
2020-04-05,293,Westervoort,Gelderland,25,4
2020-04-05,294,Winterswijk,Gelderland,25,1
2020-04-05,296,Wijchen,Gelderland,25,33
2020-04-05,297,Zaltbommel,Gelderland,25,13
2020-04-05,299,Zevenaar,Gelderland,25,26
2020-04-05,301,Zutphen,Gelderland,25,10
2020-04-05,302,Nunspeet,Gelderland,25,20
2020-04-05,303,Dronten,Flevoland,24,15
2020-04-05,307,Amersfoort,Utrecht,26,36
2020-04-05,308,Baarn,Utrecht,26,7
