Gemeente,Aantal,id,Datum
Baarle-Nassau,,744,2020-03-03
Bergen op Zoom,,748,2020-03-03
Best,,753,2020-03-03
Boekel,,755,2020-03-03
Boxmeer,,756,2020-03-03
Boxtel,,757,2020-03-03
Breda,,758,2020-03-03
Deurne,,762,2020-03-03
Pekela,,765,2020-03-03
Dongen,,766,2020-03-03
Eersel,,770,2020-03-03
Eindhoven,1,772,2020-03-03
Etten-Leur,,777,2020-03-03
Geertruidenberg,,779,2020-03-03
Gilze en Rijen,,784,2020-03-03
Goirle,,785,2020-03-03
Grave,,786,2020-03-03
Haaren,,788,2020-03-03
Helmond,1,794,2020-03-03
's-Hertogenbosch,,796,2020-03-03
Heusden,,797,2020-03-03
Hilvarenbeek,,798,2020-03-03
Loon op Zand,4,809,2020-03-03
Mill en Sint Hubert,,815,2020-03-03
"Nuenen, Gerwen en Nederwetten",,820,2020-03-03
Oirschot,,823,2020-03-03
Oisterwijk,,824,2020-03-03
Oosterhout,,826,2020-03-03
Oss,1,828,2020-03-03
Rucphen,,840,2020-03-03
Sint-Michielsgestel,,845,2020-03-03
Someren,,847,2020-03-03
Son en Breugel,,848,2020-03-03
Steenbergen,,851,2020-03-03
Waterland,,852,2020-03-03
Tilburg,2,855,2020-03-03
Uden,,856,2020-03-03
Valkenswaard,,858,2020-03-03
Veldhoven,,861,2020-03-03
Vught,,865,2020-03-03
Waalre,,866,2020-03-03
Waalwijk,,867,2020-03-03
Woensdrecht,,873,2020-03-03
Zundert,,879,2020-03-03
Wormerland,,880,2020-03-03
Landgraaf,,882,2020-03-03
Beek,,888,2020-03-03
Beesel,,889,2020-03-03
Bergen (L),,893,2020-03-03
Brunssum,,899,2020-03-03
Gennep,,907,2020-03-03
Heerlen,,917,2020-03-03
Kerkrade,,928,2020-03-03
Maastricht,,935,2020-03-03
Meerssen,,938,2020-03-03
Mook en Middelaar,,944,2020-03-03
Nederweert,,946,2020-03-03
Roermond,,957,2020-03-03
Simpelveld,,965,2020-03-03
Stein,,971,2020-03-03
Vaals,,981,2020-03-03
Venlo,,983,2020-03-03
Venray,,984,2020-03-03
Voerendaal,,986,2020-03-03
Weert,,988,2020-03-03
Valkenburg aan de Geul,,994,2020-03-03
Lelystad,,995,2020-03-03
Horst aan de Maas,,1507,2020-03-03
Oude IJsselstreek,,1509,2020-03-03
Teylingen,,1525,2020-03-03
Utrechtse Heuvelrug,,1581,2020-03-03
Oost Gelre,,1586,2020-03-03
Koggenland,,1598,2020-03-03
Lansingerland,,1621,2020-03-03
Leudal,,1640,2020-03-03
Maasgouw,,1641,2020-03-03
Gemert-Bakel,,1652,2020-03-03
Halderberge,,1655,2020-03-03
Heeze-Leende,,1658,2020-03-03
Laarbeek,,1659,2020-03-03
Reusel-De Mierden,,1667,2020-03-03
Roerdalen,,1669,2020-03-03
Roosendaal,,1674,2020-03-03
Schouwen-Duiveland,,1676,2020-03-03
Aa en Hunze,,1680,2020-03-03
Borger-Odoorn,,1681,2020-03-03
Cuijk,,1684,2020-03-03
Landerd,,1685,2020-03-03
De Wolden,,1690,2020-03-03
Noord-Beveland,,1695,2020-03-03
Wijdemeren,,1696,2020-03-03
Noordenveld,,1699,2020-03-03
Twenterand,,1700,2020-03-03
Westerveld,,1701,2020-03-03
Sint Anthonis,,1702,2020-03-03
Lingewaard,,1705,2020-03-03
Cranendonck,,1706,2020-03-03
Steenwijkerland,,1708,2020-03-03
Moerdijk,,1709,2020-03-03
Echt-Susteren,,1711,2020-03-03
Sluis,,1714,2020-03-03
Drimmelen,,1719,2020-03-03
Bernheze,,1721,2020-03-03
Alphen-Chaam,,1723,2020-03-03
Bergeijk,,1724,2020-03-03
Bladel,,1728,2020-03-03
Gulpen-Wittem,,1729,2020-03-03
Tynaarlo,,1730,2020-03-03
Midden-Drenthe,,1731,2020-03-03
Overbetuwe,,1734,2020-03-03
Hof van Twente,,1735,2020-03-03
Neder-Betuwe,,1740,2020-03-03
Rijssen-Holten,,1742,2020-03-03
Geldrop-Mierlo,,1771,2020-03-03
Olst-Wijhe,,1773,2020-03-03
Dinkelland,,1774,2020-03-03
Westland,,1783,2020-03-03
Midden-Delfland,,1842,2020-03-03
Berkelland,,1859,2020-03-03
Bronckhorst,,1876,2020-03-03
Sittard-Geleen,,1883,2020-03-03
Kaag en Braassem,,1884,2020-03-03
Dantumadiel,,1891,2020-03-03
Zuidplas,,1892,2020-03-03
Peel en Maas,,1894,2020-03-03
Oldambt,,1895,2020-03-03
Zwartewaterland,,1896,2020-03-03
Súdwest-Fryslân,,1900,2020-03-03
Bodegraven-Reeuwijk,,1901,2020-03-03
Eijsden-Margraten,,1903,2020-03-03
Stichtse Vecht,,1904,2020-03-03
Hollands Kroon,,1911,2020-03-03
Leidschendam-Voorburg,,1916,2020-03-03
Goeree-Overflakkee,,1924,2020-03-03
Pijnacker-Nootdorp,,1926,2020-03-03
Nissewaard,,1930,2020-03-03
Krimpenerwaard,,1931,2020-03-03
De Fryske Marren,,1940,2020-03-03
Gooise Meren,,1942,2020-03-03
Berg en Dal,,1945,2020-03-03
Meierijstad,,1948,2020-03-03
Waadhoeke,,1949,2020-03-03
Westerwolde,,1950,2020-03-03
Midden-Groningen,,1952,2020-03-03
Beekdaelen,,1954,2020-03-03
Montferland,,1955,2020-03-03
Altena,3,1959,2020-03-03
West Betuwe,,1960,2020-03-03
Vijfheerenlanden,,1961,2020-03-03
Hoeksche Waard,,1963,2020-03-03
Het Hogeland,,1966,2020-03-03
Westerkwartier,,1969,2020-03-03
Noardeast-Fryslân,,1970,2020-03-03
Molenlanden,,1978,2020-03-03
Appingedam,,3,2020-03-04
Delfzijl,,10,2020-03-04
Groningen,,14,2020-03-04
Loppersum,,24,2020-03-04
Almere,,34,2020-03-04
Stadskanaal,,37,2020-03-04
Veendam,,47,2020-03-04
Zeewolde,,50,2020-03-04
Achtkarspelen,,59,2020-03-04
Ameland,,60,2020-03-04
Harlingen,,72,2020-03-04
Heerenveen,,74,2020-03-04
Leeuwarden,,80,2020-03-04
Ooststellingwerf,,85,2020-03-04
Opsterland,,86,2020-03-04
Schiermonnikoog,,88,2020-03-04
Smallingerland,,90,2020-03-04
Terschelling,,93,2020-03-04
Vlieland,,96,2020-03-04
Weststellingwerf,,98,2020-03-04
Assen,,106,2020-03-04
Coevorden,2,109,2020-03-04
Emmen,,114,2020-03-04
Hoogeveen,,118,2020-03-04
Meppel,,119,2020-03-04
Almelo,,141,2020-03-04
Borne,,147,2020-03-04
Dalfsen,,148,2020-03-04
Deventer,,150,2020-03-04
Enschede,,153,2020-03-04
Haaksbergen,,158,2020-03-04
Hardenberg,,160,2020-03-04
Hellendoorn,,163,2020-03-04
Hengelo (O),,164,2020-03-04
Kampen,,166,2020-03-04
Losser,,168,2020-03-04
Noordoostpolder,,171,2020-03-04
Oldenzaal,,173,2020-03-04
Ommen,,175,2020-03-04
Raalte,,177,2020-03-04
Staphorst,,180,2020-03-04
Tubbergen,,183,2020-03-04
Urk,,184,2020-03-04
Wierden,,189,2020-03-04
Zwolle,,193,2020-03-04
Aalten,,197,2020-03-04
Apeldoorn,,200,2020-03-04
Arnhem,,202,2020-03-04
Barneveld,,203,2020-03-04
Beuningen,,209,2020-03-04
Brummen,,213,2020-03-04
Buren,,214,2020-03-04
Culemborg,,216,2020-03-04
Doesburg,,221,2020-03-04
Doetinchem,,222,2020-03-04
Druten,,225,2020-03-04
Duiven,,226,2020-03-04
Ede,,228,2020-03-04
Elburg,,230,2020-03-04
Epe,,232,2020-03-04
Ermelo,,233,2020-03-04
Harderwijk,,243,2020-03-04
Hattem,,244,2020-03-04
Heerde,,246,2020-03-04
Heumen,,252,2020-03-04
Lochem,,262,2020-03-04
Maasdriel,,263,2020-03-04
Nijkerk,,267,2020-03-04
Nijmegen,,268,2020-03-04
Oldebroek,,269,2020-03-04
Putten,,273,2020-03-04
Renkum,,274,2020-03-04
Rheden,,275,2020-03-04
Rozendaal,,277,2020-03-04
Scherpenzeel,,279,2020-03-04
Tiel,,281,2020-03-04
Voorst,,285,2020-03-04
Wageningen,,289,2020-03-04
Westervoort,,293,2020-03-04
Winterswijk,,294,2020-03-04
Wijchen,,296,2020-03-04
Zaltbommel,1,297,2020-03-04
Zevenaar,,299,2020-03-04
Zutphen,,301,2020-03-04
Nunspeet,,302,2020-03-04
Dronten,,303,2020-03-04
Amersfoort,,307,2020-03-04
Baarn,,308,2020-03-04
De Bilt,,310,2020-03-04
Bunnik,,312,2020-03-04
Bunschoten,,313,2020-03-04
Eemnes,,317,2020-03-04
Houten,1,321,2020-03-04
Leusden,,327,2020-03-04
Lopik,,331,2020-03-04
Montfoort,,335,2020-03-04
Renswoude,,339,2020-03-04
Rhenen,,340,2020-03-04
Soest,,342,2020-03-04
Utrecht,2,344,2020-03-04
Veenendaal,,345,2020-03-04
Woudenberg,,351,2020-03-04
Wijk bij Duurstede,,352,2020-03-04
IJsselstein,,353,2020-03-04
Zeist,,355,2020-03-04
Nieuwegein,,356,2020-03-04
Aalsmeer,,358,2020-03-04
Alkmaar,,361,2020-03-04
Amstelveen,,362,2020-03-04
Amsterdam,1,363,2020-03-04
Beemster,,370,2020-03-04
Bergen (NH),,373,2020-03-04
Beverwijk,1,375,2020-03-04
Blaricum,1,376,2020-03-04
Bloemendaal,,377,2020-03-04
Castricum,,383,2020-03-04
Diemen,2,384,2020-03-04
Edam-Volendam,,385,2020-03-04
Enkhuizen,,388,2020-03-04
Haarlem,1,392,2020-03-04
Haarlemmermeer,,394,2020-03-04
Heemskerk,,396,2020-03-04
Heemstede,,397,2020-03-04
Heerhugowaard,,398,2020-03-04
Heiloo,,399,2020-03-04
Den Helder,,400,2020-03-04
Hilversum,,402,2020-03-04
Hoorn,,405,2020-03-04
Huizen,,406,2020-03-04
Landsmeer,,415,2020-03-04
Langedijk,,416,2020-03-04
Laren,,417,2020-03-04
Medemblik,,420,2020-03-04
Oostzaan,,431,2020-03-04
Opmeer,,432,2020-03-04
Ouder-Amstel,,437,2020-03-04
Purmerend,,439,2020-03-04
Schagen,,441,2020-03-04
Texel,,448,2020-03-04
Uitgeest,,450,2020-03-04
Uithoorn,,451,2020-03-04
Velsen,,453,2020-03-04
Weesp,,457,2020-03-04
Zandvoort,,473,2020-03-04
Zaanstad,,479,2020-03-04
Alblasserdam,,482,2020-03-04
Alphen aan den Rijn,1,484,2020-03-04
Barendrecht,,489,2020-03-04
Drechterland,,498,2020-03-04
Brielle,,501,2020-03-04
Capelle aan den IJssel,,502,2020-03-04
Delft,1,503,2020-03-04
Dordrecht,,505,2020-03-04
Gorinchem,,512,2020-03-04
Gouda,,513,2020-03-04
's-Gravenhage,,518,2020-03-04
Hardinxveld-Giessendam,1,523,2020-03-04
Hellevoetsluis,,530,2020-03-04
Hendrik-Ido-Ambacht,,531,2020-03-04
Stede Broec,,532,2020-03-04
Hillegom,,534,2020-03-04
Katwijk,,537,2020-03-04
Krimpen aan den IJssel,,542,2020-03-04
Leiden,,546,2020-03-04
Leiderdorp,,547,2020-03-04
Lisse,,553,2020-03-04
Maassluis,,556,2020-03-04
Nieuwkoop,,569,2020-03-04
Noordwijk,,575,2020-03-04
Oegstgeest,,579,2020-03-04
Oudewater,,589,2020-03-04
Papendrecht,,590,2020-03-04
Ridderkerk,,597,2020-03-04
Rotterdam,3,599,2020-03-04
Rijswijk,,603,2020-03-04
Schiedam,,606,2020-03-04
Sliedrecht,,610,2020-03-04
Albrandswaard,,613,2020-03-04
Westvoorne,,614,2020-03-04
Vlaardingen,,622,2020-03-04
Voorschoten,,626,2020-03-04
Waddinxveen,,627,2020-03-04
Wassenaar,,629,2020-03-04
Woerden,,632,2020-03-04
Zoetermeer,,637,2020-03-04
Zoeterwoude,,638,2020-03-04
Zwijndrecht,,642,2020-03-04
Borsele,,654,2020-03-04
Goes,,664,2020-03-04
West Maas en Waal,,668,2020-03-04
Hulst,,677,2020-03-04
Kapelle,,678,2020-03-04
Middelburg,,687,2020-03-04
Reimerswaal,,703,2020-03-04
Terneuzen,,715,2020-03-04
Tholen,,716,2020-03-04
Veere,,717,2020-03-04
Vlissingen,,718,2020-03-04
De Ronde Venen,,736,2020-03-04
Tytsjerksteradiel,,737,2020-03-04
Asten,,743,2020-03-04
Baarle-Nassau,,744,2020-03-04
Bergen op Zoom,,748,2020-03-04
Best,,753,2020-03-04
Boekel,,755,2020-03-04
Boxmeer,,756,2020-03-04
Boxtel,,757,2020-03-04
Breda,,758,2020-03-04
Deurne,,762,2020-03-04
Pekela,,765,2020-03-04
Dongen,,766,2020-03-04
Eersel,,770,2020-03-04
Eindhoven,1,772,2020-03-04
Etten-Leur,,777,2020-03-04
Geertruidenberg,,779,2020-03-04
Gilze en Rijen,,784,2020-03-04
Goirle,,785,2020-03-04
Grave,,786,2020-03-04
Haaren,,788,2020-03-04
Helmond,4,794,2020-03-04
's-Hertogenbosch,,796,2020-03-04
Heusden,,797,2020-03-04
Hilvarenbeek,,798,2020-03-04
Loon op Zand,5,809,2020-03-04
Mill en Sint Hubert,,815,2020-03-04
"Nuenen, Gerwen en Nederwetten",,820,2020-03-04
Oirschot,,823,2020-03-04
Oisterwijk,,824,2020-03-04
Oosterhout,,826,2020-03-04
Oss,1,828,2020-03-04
Rucphen,,840,2020-03-04
Sint-Michielsgestel,,845,2020-03-04
Someren,,847,2020-03-04
Son en Breugel,,848,2020-03-04
Steenbergen,,851,2020-03-04
Waterland,,852,2020-03-04
Tilburg,3,855,2020-03-04
Uden,,856,2020-03-04
Valkenswaard,,858,2020-03-04
Veldhoven,,861,2020-03-04
Vught,,865,2020-03-04
Waalre,,866,2020-03-04
Waalwijk,,867,2020-03-04
Woensdrecht,,873,2020-03-04
Zundert,,879,2020-03-04
Wormerland,,880,2020-03-04
Landgraaf,,882,2020-03-04
Beek,,888,2020-03-04
Beesel,,889,2020-03-04
Bergen (L),,893,2020-03-04
Brunssum,,899,2020-03-04
Gennep,,907,2020-03-04
Heerlen,,917,2020-03-04
Kerkrade,,928,2020-03-04
Maastricht,,935,2020-03-04
Meerssen,,938,2020-03-04
Mook en Middelaar,,944,2020-03-04
Nederweert,,946,2020-03-04
Roermond,,957,2020-03-04
Simpelveld,,965,2020-03-04
Stein,,971,2020-03-04
Vaals,,981,2020-03-04
Venlo,,983,2020-03-04
Venray,,984,2020-03-04
Voerendaal,,986,2020-03-04
Weert,,988,2020-03-04
Valkenburg aan de Geul,,994,2020-03-04
Lelystad,,995,2020-03-04
Horst aan de Maas,,1507,2020-03-04
Oude IJsselstreek,,1509,2020-03-04
Teylingen,,1525,2020-03-04
Utrechtse Heuvelrug,,1581,2020-03-04
Oost Gelre,,1586,2020-03-04
Koggenland,,1598,2020-03-04
Lansingerland,,1621,2020-03-04
Leudal,,1640,2020-03-04
Maasgouw,,1641,2020-03-04
Gemert-Bakel,,1652,2020-03-04
Halderberge,,1655,2020-03-04
Heeze-Leende,,1658,2020-03-04
Laarbeek,,1659,2020-03-04
Reusel-De Mierden,,1667,2020-03-04
Roerdalen,,1669,2020-03-04
Roosendaal,,1674,2020-03-04
Schouwen-Duiveland,,1676,2020-03-04
Aa en Hunze,,1680,2020-03-04
Borger-Odoorn,,1681,2020-03-04
Cuijk,,1684,2020-03-04
Landerd,,1685,2020-03-04
De Wolden,,1690,2020-03-04
Noord-Beveland,,1695,2020-03-04
Wijdemeren,,1696,2020-03-04
Noordenveld,,1699,2020-03-04
Twenterand,,1700,2020-03-04
Westerveld,,1701,2020-03-04
Sint Anthonis,,1702,2020-03-04
Lingewaard,,1705,2020-03-04
Cranendonck,,1706,2020-03-04
Steenwijkerland,,1708,2020-03-04
Moerdijk,,1709,2020-03-04
Echt-Susteren,,1711,2020-03-04
Sluis,,1714,2020-03-04
Drimmelen,,1719,2020-03-04
Bernheze,,1721,2020-03-04
Alphen-Chaam,,1723,2020-03-04
Bergeijk,,1724,2020-03-04
Bladel,,1728,2020-03-04
Gulpen-Wittem,,1729,2020-03-04
Tynaarlo,,1730,2020-03-04
Midden-Drenthe,,1731,2020-03-04
Overbetuwe,,1734,2020-03-04
Hof van Twente,,1735,2020-03-04
Neder-Betuwe,,1740,2020-03-04
Rijssen-Holten,,1742,2020-03-04
Geldrop-Mierlo,,1771,2020-03-04
Olst-Wijhe,,1773,2020-03-04
Dinkelland,,1774,2020-03-04
Westland,,1783,2020-03-04
Midden-Delfland,,1842,2020-03-04
Berkelland,,1859,2020-03-04
Bronckhorst,,1876,2020-03-04
Sittard-Geleen,,1883,2020-03-04
Kaag en Braassem,,1884,2020-03-04
Dantumadiel,,1891,2020-03-04
Zuidplas,,1892,2020-03-04
Peel en Maas,,1894,2020-03-04
Oldambt,,1895,2020-03-04
Zwartewaterland,,1896,2020-03-04
Súdwest-Fryslân,,1900,2020-03-04
Bodegraven-Reeuwijk,,1901,2020-03-04
Eijsden-Margraten,,1903,2020-03-04
Stichtse Vecht,,1904,2020-03-04
Hollands Kroon,,1911,2020-03-04
Leidschendam-Voorburg,,1916,2020-03-04
Goeree-Overflakkee,,1924,2020-03-04
Pijnacker-Nootdorp,,1926,2020-03-04
Nissewaard,,1930,2020-03-04
Krimpenerwaard,,1931,2020-03-04
De Fryske Marren,,1940,2020-03-04
Gooise Meren,1,1942,2020-03-04
Berg en Dal,,1945,2020-03-04
Meierijstad,,1948,2020-03-04
Waadhoeke,,1949,2020-03-04
Westerwolde,,1950,2020-03-04
Midden-Groningen,,1952,2020-03-04
Beekdaelen,,1954,2020-03-04
Montferland,,1955,2020-03-04
Altena,3,1959,2020-03-04
West Betuwe,,1960,2020-03-04
Vijfheerenlanden,,1961,2020-03-04
Hoeksche Waard,1,1963,2020-03-04
Het Hogeland,,1966,2020-03-04
Westerkwartier,,1969,2020-03-04
Noardeast-Fryslân,,1970,2020-03-04
Molenlanden,,1978,2020-03-04
Appingedam,,3,2020-03-05
Delfzijl,,10,2020-03-05
Groningen,,14,2020-03-05
Loppersum,,24,2020-03-05
Almere,,34,2020-03-05
Stadskanaal,,37,2020-03-05
Veendam,,47,2020-03-05
Zeewolde,1,50,2020-03-05
Achtkarspelen,,59,2020-03-05
Ameland,,60,2020-03-05
Harlingen,,72,2020-03-05
Heerenveen,,74,2020-03-05
Leeuwarden,,80,2020-03-05
Ooststellingwerf,,85,2020-03-05
Opsterland,,86,2020-03-05
Schiermonnikoog,,88,2020-03-05
Smallingerland,,90,2020-03-05
Terschelling,,93,2020-03-05
Vlieland,,96,2020-03-05
Weststellingwerf,,98,2020-03-05
Assen,,106,2020-03-05
Coevorden,3,109,2020-03-05
Emmen,,114,2020-03-05
Hoogeveen,,118,2020-03-05
Meppel,,119,2020-03-05
Almelo,,141,2020-03-05
Borne,1,147,2020-03-05
Dalfsen,,148,2020-03-05
Deventer,,150,2020-03-05
Enschede,,153,2020-03-05
Haaksbergen,,158,2020-03-05
Hardenberg,,160,2020-03-05
Hellendoorn,,163,2020-03-05
Hengelo (O),,164,2020-03-05
Kampen,,166,2020-03-05
Losser,,168,2020-03-05
Noordoostpolder,,171,2020-03-05
Oldenzaal,,173,2020-03-05
Ommen,,175,2020-03-05
Raalte,,177,2020-03-05
Staphorst,,180,2020-03-05
Tubbergen,,183,2020-03-05
Urk,,184,2020-03-05
Wierden,,189,2020-03-05
Zwolle,,193,2020-03-05
Aalten,,197,2020-03-05
Apeldoorn,,200,2020-03-05
Arnhem,,202,2020-03-05
Barneveld,,203,2020-03-05
Beuningen,,209,2020-03-05
Brummen,,213,2020-03-05
Buren,,214,2020-03-05
Culemborg,1,216,2020-03-05
Doesburg,,221,2020-03-05
Doetinchem,,222,2020-03-05
Druten,,225,2020-03-05
Duiven,,226,2020-03-05
Ede,,228,2020-03-05
Elburg,,230,2020-03-05
Epe,,232,2020-03-05
Ermelo,,233,2020-03-05
Harderwijk,,243,2020-03-05
Hattem,,244,2020-03-05
Heerde,,246,2020-03-05
Heumen,,252,2020-03-05
Lochem,,262,2020-03-05
Maasdriel,,263,2020-03-05
Nijkerk,,267,2020-03-05
Nijmegen,,268,2020-03-05
Oldebroek,,269,2020-03-05
Putten,,273,2020-03-05
Renkum,,274,2020-03-05
Rheden,,275,2020-03-05
Rozendaal,,277,2020-03-05
Scherpenzeel,,279,2020-03-05
Tiel,,281,2020-03-05
Voorst,,285,2020-03-05
Wageningen,,289,2020-03-05
Westervoort,,293,2020-03-05
Winterswijk,,294,2020-03-05
Wijchen,,296,2020-03-05
Zaltbommel,1,297,2020-03-05
Zevenaar,,299,2020-03-05
Zutphen,,301,2020-03-05
Nunspeet,,302,2020-03-05
Dronten,,303,2020-03-05
Amersfoort,,307,2020-03-05
Baarn,,308,2020-03-05
De Bilt,2,310,2020-03-05
Bunnik,,312,2020-03-05
Bunschoten,,313,2020-03-05
Eemnes,,317,2020-03-05
Houten,9,321,2020-03-05
Leusden,,327,2020-03-05
Lopik,,331,2020-03-05
Montfoort,,335,2020-03-05
Renswoude,,339,2020-03-05
Rhenen,,340,2020-03-05
Soest,4,342,2020-03-05
Utrecht,6,344,2020-03-05
Veenendaal,,345,2020-03-05
Woudenberg,,351,2020-03-05
Wijk bij Duurstede,,352,2020-03-05
IJsselstein,,353,2020-03-05
Zeist,,355,2020-03-05
Nieuwegein,,356,2020-03-05
Aalsmeer,,358,2020-03-05
Alkmaar,,361,2020-03-05
Amstelveen,,362,2020-03-05
Amsterdam,2,363,2020-03-05
Beemster,,370,2020-03-05
Bergen (NH),,373,2020-03-05
Beverwijk,2,375,2020-03-05
Blaricum,1,376,2020-03-05
Bloemendaal,,377,2020-03-05
Castricum,,383,2020-03-05
Diemen,2,384,2020-03-05
Edam-Volendam,,385,2020-03-05
Enkhuizen,,388,2020-03-05
Haarlem,1,392,2020-03-05
Haarlemmermeer,,394,2020-03-05
Heemskerk,,396,2020-03-05
Heemstede,,397,2020-03-05
Heerhugowaard,,398,2020-03-05
Heiloo,,399,2020-03-05
Den Helder,,400,2020-03-05
Hilversum,,402,2020-03-05
Hoorn,,405,2020-03-05
Huizen,,406,2020-03-05
Landsmeer,,415,2020-03-05
Langedijk,,416,2020-03-05
Laren,,417,2020-03-05
Medemblik,,420,2020-03-05
Oostzaan,,431,2020-03-05
Opmeer,,432,2020-03-05
Ouder-Amstel,,437,2020-03-05
Purmerend,,439,2020-03-05
Schagen,,441,2020-03-05
Texel,,448,2020-03-05
Uitgeest,,450,2020-03-05
Uithoorn,,451,2020-03-05
Velsen,,453,2020-03-05
Weesp,,457,2020-03-05
Zandvoort,,473,2020-03-05
Zaanstad,,479,2020-03-05
Alblasserdam,,482,2020-03-05
Alphen aan den Rijn,1,484,2020-03-05
Barendrecht,,489,2020-03-05
Drechterland,,498,2020-03-05
Brielle,,501,2020-03-05
Capelle aan den IJssel,,502,2020-03-05
Delft,1,503,2020-03-05
Dordrecht,,505,2020-03-05
Gorinchem,,512,2020-03-05
Gouda,,513,2020-03-05
's-Gravenhage,,518,2020-03-05
Hardinxveld-Giessendam,2,523,2020-03-05
Hellevoetsluis,,530,2020-03-05
Hendrik-Ido-Ambacht,,531,2020-03-05
Stede Broec,,532,2020-03-05
Hillegom,,534,2020-03-05
Katwijk,,537,2020-03-05
Krimpen aan den IJssel,,542,2020-03-05
Leiden,,546,2020-03-05
Leiderdorp,,547,2020-03-05
Lisse,,553,2020-03-05
Maassluis,,556,2020-03-05
Nieuwkoop,,569,2020-03-05
Noordwijk,,575,2020-03-05
Oegstgeest,,579,2020-03-05
Oudewater,,589,2020-03-05
Papendrecht,,590,2020-03-05
Ridderkerk,,597,2020-03-05
Rotterdam,5,599,2020-03-05
Rijswijk,,603,2020-03-05
Schiedam,,606,2020-03-05
Sliedrecht,,610,2020-03-05
Albrandswaard,,613,2020-03-05
Westvoorne,,614,2020-03-05
Vlaardingen,,622,2020-03-05
Voorschoten,,626,2020-03-05
Waddinxveen,,627,2020-03-05
Wassenaar,,629,2020-03-05
Woerden,,632,2020-03-05
Zoetermeer,,637,2020-03-05
Zoeterwoude,,638,2020-03-05
Zwijndrecht,,642,2020-03-05
Borsele,,654,2020-03-05
Goes,,664,2020-03-05
West Maas en Waal,,668,2020-03-05
Hulst,,677,2020-03-05
Kapelle,,678,2020-03-05
Middelburg,,687,2020-03-05
Reimerswaal,,703,2020-03-05
Terneuzen,,715,2020-03-05
Tholen,,716,2020-03-05
Veere,,717,2020-03-05
Vlissingen,,718,2020-03-05
De Ronde Venen,,736,2020-03-05
Tytsjerksteradiel,,737,2020-03-05
Asten,,743,2020-03-05
Baarle-Nassau,,744,2020-03-05
Bergen op Zoom,,748,2020-03-05
Best,1,753,2020-03-05
Boekel,,755,2020-03-05
Boxmeer,,756,2020-03-05
Boxtel,,757,2020-03-05
Breda,,758,2020-03-05
Deurne,,762,2020-03-05
Pekela,,765,2020-03-05
Dongen,1,766,2020-03-05
Eersel,,770,2020-03-05
Eindhoven,3,772,2020-03-05
Etten-Leur,,777,2020-03-05
Geertruidenberg,,779,2020-03-05
Gilze en Rijen,,784,2020-03-05
Goirle,,785,2020-03-05
Grave,,786,2020-03-05
Haaren,,788,2020-03-05
Helmond,4,794,2020-03-05
's-Hertogenbosch,,796,2020-03-05
Heusden,,797,2020-03-05
Hilvarenbeek,,798,2020-03-05
Loon op Zand,5,809,2020-03-05
Mill en Sint Hubert,,815,2020-03-05
"Nuenen, Gerwen en Nederwetten",,820,2020-03-05
Oirschot,,823,2020-03-05
Oisterwijk,,824,2020-03-05
Oosterhout,,826,2020-03-05
Oss,1,828,2020-03-05
Rucphen,,840,2020-03-05
Sint-Michielsgestel,1,845,2020-03-05
Someren,,847,2020-03-05
Son en Breugel,,848,2020-03-05
Steenbergen,,851,2020-03-05
Waterland,,852,2020-03-05
Tilburg,3,855,2020-03-05
Uden,,856,2020-03-05
Valkenswaard,,858,2020-03-05
Veldhoven,,861,2020-03-05
Vught,,865,2020-03-05
Waalre,,866,2020-03-05
Waalwijk,,867,2020-03-05
Woensdrecht,,873,2020-03-05
Zundert,,879,2020-03-05
Wormerland,,880,2020-03-05
Landgraaf,,882,2020-03-05
Beek,,888,2020-03-05
Beesel,,889,2020-03-05
Bergen (L),,893,2020-03-05
Brunssum,,899,2020-03-05
Gennep,,907,2020-03-05
Heerlen,,917,2020-03-05
Kerkrade,,928,2020-03-05
Maastricht,,935,2020-03-05
Meerssen,,938,2020-03-05
Mook en Middelaar,,944,2020-03-05
Nederweert,,946,2020-03-05
Roermond,,957,2020-03-05
Simpelveld,,965,2020-03-05
Stein,,971,2020-03-05
Vaals,,981,2020-03-05
Venlo,,983,2020-03-05
Venray,,984,2020-03-05
Voerendaal,,986,2020-03-05
Weert,,988,2020-03-05
Valkenburg aan de Geul,,994,2020-03-05
Lelystad,,995,2020-03-05
Horst aan de Maas,,1507,2020-03-05
Oude IJsselstreek,,1509,2020-03-05
Teylingen,,1525,2020-03-05
Utrechtse Heuvelrug,,1581,2020-03-05
Oost Gelre,,1586,2020-03-05
Koggenland,,1598,2020-03-05
Lansingerland,,1621,2020-03-05
Leudal,,1640,2020-03-05
Maasgouw,,1641,2020-03-05
Gemert-Bakel,1,1652,2020-03-05
Halderberge,,1655,2020-03-05
Heeze-Leende,,1658,2020-03-05
Laarbeek,,1659,2020-03-05
Reusel-De Mierden,,1667,2020-03-05
Roerdalen,,1669,2020-03-05
Roosendaal,,1674,2020-03-05
Schouwen-Duiveland,,1676,2020-03-05
Aa en Hunze,,1680,2020-03-05
Borger-Odoorn,,1681,2020-03-05
Cuijk,,1684,2020-03-05
Landerd,,1685,2020-03-05
De Wolden,,1690,2020-03-05
Noord-Beveland,,1695,2020-03-05
Wijdemeren,,1696,2020-03-05
Noordenveld,,1699,2020-03-05
Twenterand,,1700,2020-03-05
Westerveld,,1701,2020-03-05
Sint Anthonis,,1702,2020-03-05
