Gemeente,Aantal,id,Datum
IJsselstein,,353,2020-02-29
Zeist,,355,2020-02-29
Nieuwegein,,356,2020-02-29
Aalsmeer,,358,2020-02-29
Alkmaar,,361,2020-02-29
Amstelveen,,362,2020-02-29
Amsterdam,,363,2020-02-29
Beemster,,370,2020-02-29
Bergen (NH),,373,2020-02-29
Beverwijk,,375,2020-02-29
Blaricum,,376,2020-02-29
Bloemendaal,,377,2020-02-29
Castricum,,383,2020-02-29
Diemen,3,384,2020-02-29
Edam-Volendam,,385,2020-02-29
Enkhuizen,,388,2020-02-29
Haarlem,,392,2020-02-29
Haarlemmermeer,,394,2020-02-29
Heemskerk,,396,2020-02-29
Heemstede,,397,2020-02-29
Heerhugowaard,,398,2020-02-29
Heiloo,,399,2020-02-29
Den Helder,,400,2020-02-29
Hilversum,,402,2020-02-29
Hoorn,,405,2020-02-29
Huizen,,406,2020-02-29
Landsmeer,,415,2020-02-29
Langedijk,,416,2020-02-29
Laren,,417,2020-02-29
Medemblik,,420,2020-02-29
Oostzaan,,431,2020-02-29
Opmeer,,432,2020-02-29
Ouder-Amstel,,437,2020-02-29
Purmerend,,439,2020-02-29
Schagen,,441,2020-02-29
Texel,,448,2020-02-29
Uitgeest,,450,2020-02-29
Uithoorn,,451,2020-02-29
Velsen,,453,2020-02-29
Weesp,,457,2020-02-29
Zandvoort,,473,2020-02-29
Zaanstad,,479,2020-02-29
Alblasserdam,,482,2020-02-29
Alphen aan den Rijn,,484,2020-02-29
Barendrecht,,489,2020-02-29
Drechterland,,498,2020-02-29
Brielle,,501,2020-02-29
Capelle aan den IJssel,,502,2020-02-29
Delft,1,503,2020-02-29
Dordrecht,,505,2020-02-29
Gorinchem,,512,2020-02-29
Gouda,,513,2020-02-29
's-Gravenhage,,518,2020-02-29
Hardinxveld-Giessendam,,523,2020-02-29
Hellevoetsluis,,530,2020-02-29
Hendrik-Ido-Ambacht,,531,2020-02-29
Stede Broec,,532,2020-02-29
Hillegom,,534,2020-02-29
Katwijk,,537,2020-02-29
Krimpen aan den IJssel,,542,2020-02-29
Leiden,,546,2020-02-29
Leiderdorp,,547,2020-02-29
Lisse,,553,2020-02-29
Maassluis,,556,2020-02-29
Nieuwkoop,,569,2020-02-29
Noordwijk,,575,2020-02-29
Oegstgeest,,579,2020-02-29
Oudewater,,589,2020-02-29
Papendrecht,,590,2020-02-29
Ridderkerk,,597,2020-02-29
Rotterdam,,599,2020-02-29
Rijswijk,,603,2020-02-29
Schiedam,,606,2020-02-29
Sliedrecht,,610,2020-02-29
Albrandswaard,,613,2020-02-29
Westvoorne,,614,2020-02-29
Vlaardingen,,622,2020-02-29
Voorschoten,,626,2020-02-29
Waddinxveen,,627,2020-02-29
Wassenaar,,629,2020-02-29
Woerden,,632,2020-02-29
Zoetermeer,,637,2020-02-29
Zoeterwoude,,638,2020-02-29
Zwijndrecht,,642,2020-02-29
Borsele,,654,2020-02-29
Goes,,664,2020-02-29
West Maas en Waal,,668,2020-02-29
Hulst,,677,2020-02-29
Kapelle,,678,2020-02-29
Middelburg,,687,2020-02-29
Reimerswaal,,703,2020-02-29
Terneuzen,,715,2020-02-29
Tholen,,716,2020-02-29
Veere,,717,2020-02-29
Vlissingen,,718,2020-02-29
De Ronde Venen,,736,2020-02-29
Tytsjerksteradiel,,737,2020-02-29
Asten,,743,2020-02-29
Baarle-Nassau,,744,2020-02-29
Bergen op Zoom,,748,2020-02-29
Best,,753,2020-02-29
Boekel,,755,2020-02-29
Boxmeer,,756,2020-02-29
Boxtel,,757,2020-02-29
Breda,,758,2020-02-29
Deurne,,762,2020-02-29
Pekela,,765,2020-02-29
Dongen,,766,2020-02-29
Eersel,,770,2020-02-29
Eindhoven,,772,2020-02-29
Etten-Leur,,777,2020-02-29
Geertruidenberg,,779,2020-02-29
Gilze en Rijen,,784,2020-02-29
Goirle,,785,2020-02-29
Grave,,786,2020-02-29
Haaren,,788,2020-02-29
Helmond,,794,2020-02-29
's-Hertogenbosch,,796,2020-02-29
Heusden,,797,2020-02-29
Hilvarenbeek,,798,2020-02-29
Loon op Zand,,809,2020-02-29
Mill en Sint Hubert,,815,2020-02-29
"Nuenen, Gerwen en Nederwetten",,820,2020-02-29
Oirschot,,823,2020-02-29
Oisterwijk,,824,2020-02-29
Oosterhout,,826,2020-02-29
Oss,,828,2020-02-29
Rucphen,,840,2020-02-29
Sint-Michielsgestel,,845,2020-02-29
Someren,,847,2020-02-29
Son en Breugel,,848,2020-02-29
Steenbergen,,851,2020-02-29
Waterland,,852,2020-02-29
Tilburg,3,855,2020-02-29
Uden,,856,2020-02-29
Valkenswaard,,858,2020-02-29
Veldhoven,,861,2020-02-29
Vught,,865,2020-02-29
Waalre,,866,2020-02-29
Waalwijk,,867,2020-02-29
Woensdrecht,,873,2020-02-29
Zundert,,879,2020-02-29
Wormerland,,880,2020-02-29
Landgraaf,,882,2020-02-29
Beek,,888,2020-02-29
Beesel,,889,2020-02-29
Bergen (L),,893,2020-02-29
Brunssum,,899,2020-02-29
Gennep,,907,2020-02-29
Heerlen,,917,2020-02-29
Kerkrade,,928,2020-02-29
Maastricht,,935,2020-02-29
Meerssen,,938,2020-02-29
Mook en Middelaar,,944,2020-02-29
Nederweert,,946,2020-02-29
Roermond,,957,2020-02-29
Simpelveld,,965,2020-02-29
Stein,,971,2020-02-29
Vaals,,981,2020-02-29
Venlo,,983,2020-02-29
Venray,,984,2020-02-29
Voerendaal,,986,2020-02-29
Weert,,988,2020-02-29
Valkenburg aan de Geul,,994,2020-02-29
Lelystad,,995,2020-02-29
Horst aan de Maas,,1507,2020-02-29
Oude IJsselstreek,,1509,2020-02-29
Teylingen,,1525,2020-02-29
Utrechtse Heuvelrug,,1581,2020-02-29
Oost Gelre,,1586,2020-02-29
Koggenland,,1598,2020-02-29
Lansingerland,,1621,2020-02-29
Leudal,,1640,2020-02-29
Maasgouw,,1641,2020-02-29
Gemert-Bakel,,1652,2020-02-29
Halderberge,,1655,2020-02-29
Heeze-Leende,,1658,2020-02-29
Laarbeek,,1659,2020-02-29
Reusel-De Mierden,,1667,2020-02-29
Roerdalen,,1669,2020-02-29
Roosendaal,,1674,2020-02-29
Schouwen-Duiveland,,1676,2020-02-29
Aa en Hunze,,1680,2020-02-29
Borger-Odoorn,,1681,2020-02-29
Cuijk,,1684,2020-02-29
Landerd,,1685,2020-02-29
De Wolden,,1690,2020-02-29
Noord-Beveland,,1695,2020-02-29
Wijdemeren,,1696,2020-02-29
Noordenveld,,1699,2020-02-29
Twenterand,,1700,2020-02-29
Westerveld,,1701,2020-02-29
Sint Anthonis,,1702,2020-02-29
Lingewaard,,1705,2020-02-29
Cranendonck,,1706,2020-02-29
Steenwijkerland,,1708,2020-02-29
Moerdijk,,1709,2020-02-29
Echt-Susteren,,1711,2020-02-29
Sluis,,1714,2020-02-29
Drimmelen,,1719,2020-02-29
Bernheze,,1721,2020-02-29
Alphen-Chaam,,1723,2020-02-29
Bergeijk,,1724,2020-02-29
Bladel,,1728,2020-02-29
Gulpen-Wittem,,1729,2020-02-29
Tynaarlo,,1730,2020-02-29
Midden-Drenthe,,1731,2020-02-29
Overbetuwe,,1734,2020-02-29
Hof van Twente,,1735,2020-02-29
Neder-Betuwe,,1740,2020-02-29
Rijssen-Holten,,1742,2020-02-29
Geldrop-Mierlo,,1771,2020-02-29
Olst-Wijhe,,1773,2020-02-29
Dinkelland,,1774,2020-02-29
Westland,,1783,2020-02-29
Midden-Delfland,,1842,2020-02-29
Berkelland,,1859,2020-02-29
Bronckhorst,,1876,2020-02-29
Sittard-Geleen,,1883,2020-02-29
Kaag en Braassem,,1884,2020-02-29
Dantumadiel,,1891,2020-02-29
Zuidplas,,1892,2020-02-29
Peel en Maas,,1894,2020-02-29
Oldambt,,1895,2020-02-29
Zwartewaterland,,1896,2020-02-29
Súdwest-Fryslân,,1900,2020-02-29
Bodegraven-Reeuwijk,,1901,2020-02-29
Eijsden-Margraten,,1903,2020-02-29
Stichtse Vecht,,1904,2020-02-29
Hollands Kroon,,1911,2020-02-29
Leidschendam-Voorburg,,1916,2020-02-29
Goeree-Overflakkee,,1924,2020-02-29
Pijnacker-Nootdorp,,1926,2020-02-29
Nissewaard,,1930,2020-02-29
Krimpenerwaard,,1931,2020-02-29
De Fryske Marren,,1940,2020-02-29
Gooise Meren,,1942,2020-02-29
Berg en Dal,,1945,2020-02-29
Meierijstad,,1948,2020-02-29
Waadhoeke,,1949,2020-02-29
Westerwolde,,1950,2020-02-29
Midden-Groningen,,1952,2020-02-29
Beekdaelen,,1954,2020-02-29
Montferland,,1955,2020-02-29
Altena,,1959,2020-02-29
West Betuwe,,1960,2020-02-29
Vijfheerenlanden,,1961,2020-02-29
Hoeksche Waard,,1963,2020-02-29
Het Hogeland,,1966,2020-02-29
Westerkwartier,,1969,2020-02-29
Noardeast-Fryslân,,1970,2020-02-29
Molenlanden,,1978,2020-02-29
Appingedam,,3,2020-03-01
Delfzijl,,10,2020-03-01
Groningen,,14,2020-03-01
Loppersum,,24,2020-03-01
Almere,,34,2020-03-01
Stadskanaal,,37,2020-03-01
Veendam,,47,2020-03-01
Zeewolde,,50,2020-03-01
Achtkarspelen,,59,2020-03-01
Ameland,,60,2020-03-01
Harlingen,,72,2020-03-01
Heerenveen,,74,2020-03-01
Leeuwarden,,80,2020-03-01
Ooststellingwerf,,85,2020-03-01
Opsterland,,86,2020-03-01
Schiermonnikoog,,88,2020-03-01
Smallingerland,,90,2020-03-01
Terschelling,,93,2020-03-01
Vlieland,,96,2020-03-01
Weststellingwerf,,98,2020-03-01
Assen,,106,2020-03-01
Coevorden,1,109,2020-03-01
Emmen,,114,2020-03-01
Hoogeveen,,118,2020-03-01
Meppel,,119,2020-03-01
Almelo,,141,2020-03-01
Borne,,147,2020-03-01
Dalfsen,,148,2020-03-01
Deventer,,150,2020-03-01
Enschede,,153,2020-03-01
Haaksbergen,,158,2020-03-01
Hardenberg,,160,2020-03-01
Hellendoorn,,163,2020-03-01
Hengelo (O),,164,2020-03-01
Kampen,,166,2020-03-01
Losser,,168,2020-03-01
Noordoostpolder,,171,2020-03-01
Oldenzaal,,173,2020-03-01
Ommen,,175,2020-03-01
Raalte,,177,2020-03-01
Staphorst,,180,2020-03-01
Tubbergen,,183,2020-03-01
Urk,,184,2020-03-01
Wierden,,189,2020-03-01
Zwolle,,193,2020-03-01
Aalten,,197,2020-03-01
Apeldoorn,,200,2020-03-01
Arnhem,,202,2020-03-01
Barneveld,,203,2020-03-01
Beuningen,,209,2020-03-01
Brummen,,213,2020-03-01
Buren,,214,2020-03-01
Culemborg,,216,2020-03-01
Doesburg,,221,2020-03-01
Doetinchem,,222,2020-03-01
Druten,,225,2020-03-01
Duiven,,226,2020-03-01
Ede,,228,2020-03-01
Elburg,,230,2020-03-01
Epe,,232,2020-03-01
Ermelo,,233,2020-03-01
Harderwijk,,243,2020-03-01
Hattem,,244,2020-03-01
Heerde,,246,2020-03-01
Heumen,,252,2020-03-01
Lochem,,262,2020-03-01
Maasdriel,,263,2020-03-01
Nijkerk,,267,2020-03-01
Nijmegen,,268,2020-03-01
Oldebroek,,269,2020-03-01
Putten,,273,2020-03-01
Renkum,,274,2020-03-01
Rheden,,275,2020-03-01
Rozendaal,,277,2020-03-01
Scherpenzeel,,279,2020-03-01
Tiel,,281,2020-03-01
Voorst,,285,2020-03-01
Wageningen,,289,2020-03-01
Westervoort,,293,2020-03-01
Winterswijk,,294,2020-03-01
Wijchen,,296,2020-03-01
Zaltbommel,,297,2020-03-01
Zevenaar,,299,2020-03-01
Zutphen,,301,2020-03-01
Nunspeet,,302,2020-03-01
Dronten,,303,2020-03-01
Amersfoort,,307,2020-03-01
Baarn,,308,2020-03-01
De Bilt,,310,2020-03-01
Bunnik,,312,2020-03-01
Bunschoten,,313,2020-03-01
Eemnes,,317,2020-03-01
Houten,,321,2020-03-01
Leusden,,327,2020-03-01
Lopik,,331,2020-03-01
Montfoort,,335,2020-03-01
Renswoude,,339,2020-03-01
Rhenen,,340,2020-03-01
Soest,,342,2020-03-01
Utrecht,,344,2020-03-01
Veenendaal,,345,2020-03-01
Woudenberg,,351,2020-03-01
Wijk bij Duurstede,,352,2020-03-01
IJsselstein,,353,2020-03-01
Zeist,,355,2020-03-01
Nieuwegein,,356,2020-03-01
Aalsmeer,,358,2020-03-01
Alkmaar,,361,2020-03-01
Amstelveen,,362,2020-03-01
Amsterdam,,363,2020-03-01
Beemster,,370,2020-03-01
Bergen (NH),,373,2020-03-01
Beverwijk,,375,2020-03-01
Blaricum,,376,2020-03-01
Bloemendaal,,377,2020-03-01
Castricum,,383,2020-03-01
Diemen,3,384,2020-03-01
Edam-Volendam,,385,2020-03-01
Enkhuizen,,388,2020-03-01
Haarlem,,392,2020-03-01
Haarlemmermeer,,394,2020-03-01
Heemskerk,,396,2020-03-01
Heemstede,,397,2020-03-01
Heerhugowaard,,398,2020-03-01
Heiloo,,399,2020-03-01
Den Helder,,400,2020-03-01
Hilversum,,402,2020-03-01
Hoorn,,405,2020-03-01
Huizen,,406,2020-03-01
Landsmeer,,415,2020-03-01
Langedijk,,416,2020-03-01
Laren,,417,2020-03-01
Medemblik,,420,2020-03-01
Oostzaan,,431,2020-03-01
Opmeer,,432,2020-03-01
Ouder-Amstel,,437,2020-03-01
Purmerend,,439,2020-03-01
Schagen,,441,2020-03-01
Texel,,448,2020-03-01
Uitgeest,,450,2020-03-01
Uithoorn,,451,2020-03-01
Velsen,,453,2020-03-01
Weesp,,457,2020-03-01
Zandvoort,,473,2020-03-01
Zaanstad,,479,2020-03-01
Alblasserdam,,482,2020-03-01
Alphen aan den Rijn,,484,2020-03-01
Barendrecht,,489,2020-03-01
Drechterland,,498,2020-03-01
Brielle,,501,2020-03-01
Capelle aan den IJssel,,502,2020-03-01
Delft,1,503,2020-03-01
Dordrecht,,505,2020-03-01
Gorinchem,,512,2020-03-01
Gouda,,513,2020-03-01
's-Gravenhage,,518,2020-03-01
Hardinxveld-Giessendam,,523,2020-03-01
Hellevoetsluis,,530,2020-03-01
Hendrik-Ido-Ambacht,,531,2020-03-01
Stede Broec,,532,2020-03-01
Hillegom,,534,2020-03-01
Katwijk,,537,2020-03-01
Krimpen aan den IJssel,,542,2020-03-01
Leiden,,546,2020-03-01
Leiderdorp,,547,2020-03-01
Lisse,,553,2020-03-01
Maassluis,,556,2020-03-01
Nieuwkoop,,569,2020-03-01
Noordwijk,,575,2020-03-01
Oegstgeest,,579,2020-03-01
Oudewater,,589,2020-03-01
Papendrecht,,590,2020-03-01
Ridderkerk,,597,2020-03-01
Rotterdam,,599,2020-03-01
Rijswijk,,603,2020-03-01
Schiedam,,606,2020-03-01
Sliedrecht,,610,2020-03-01
Albrandswaard,,613,2020-03-01
Westvoorne,,614,2020-03-01
Vlaardingen,,622,2020-03-01
Voorschoten,,626,2020-03-01
Waddinxveen,,627,2020-03-01
Wassenaar,,629,2020-03-01
Woerden,,632,2020-03-01
Zoetermeer,,637,2020-03-01
Zoeterwoude,,638,2020-03-01
Zwijndrecht,,642,2020-03-01
Borsele,,654,2020-03-01
Goes,,664,2020-03-01
West Maas en Waal,,668,2020-03-01
Hulst,,677,2020-03-01
Kapelle,,678,2020-03-01
Middelburg,,687,2020-03-01
Reimerswaal,,703,2020-03-01
Terneuzen,,715,2020-03-01
Tholen,,716,2020-03-01
Veere,,717,2020-03-01
Vlissingen,,718,2020-03-01
De Ronde Venen,,736,2020-03-01
Tytsjerksteradiel,,737,2020-03-01
Asten,,743,2020-03-01
Baarle-Nassau,,744,2020-03-01
Bergen op Zoom,,748,2020-03-01
Best,,753,2020-03-01
Boekel,,755,2020-03-01
Boxmeer,,756,2020-03-01
Boxtel,,757,2020-03-01
Breda,,758,2020-03-01
Deurne,,762,2020-03-01
Pekela,,765,2020-03-01
Dongen,,766,2020-03-01
Eersel,,770,2020-03-01
Eindhoven,,772,2020-03-01
Etten-Leur,,777,2020-03-01
Geertruidenberg,,779,2020-03-01
Gilze en Rijen,,784,2020-03-01
Goirle,,785,2020-03-01
Grave,,786,2020-03-01
Haaren,,788,2020-03-01
Helmond,,794,2020-03-01
's-Hertogenbosch,,796,2020-03-01
Heusden,,797,2020-03-01
Hilvarenbeek,,798,2020-03-01
Loon op Zand,,809,2020-03-01
Mill en Sint Hubert,,815,2020-03-01
"Nuenen, Gerwen en Nederwetten",,820,2020-03-01
Oirschot,,823,2020-03-01
Oisterwijk,,824,2020-03-01
Oosterhout,,826,2020-03-01
Oss,,828,2020-03-01
Rucphen,,840,2020-03-01
Sint-Michielsgestel,,845,2020-03-01
Someren,,847,2020-03-01
Son en Breugel,,848,2020-03-01
Steenbergen,,851,2020-03-01
Waterland,,852,2020-03-01
Tilburg,4,855,2020-03-01
Uden,,856,2020-03-01
Valkenswaard,,858,2020-03-01
Veldhoven,,861,2020-03-01
Vught,,865,2020-03-01
Waalre,,866,2020-03-01
Waalwijk,,867,2020-03-01
Woensdrecht,,873,2020-03-01
Zundert,,879,2020-03-01
Wormerland,,880,2020-03-01
Landgraaf,,882,2020-03-01
Beek,,888,2020-03-01
Beesel,,889,2020-03-01
Bergen (L),,893,2020-03-01
Brunssum,,899,2020-03-01
Gennep,,907,2020-03-01
Heerlen,,917,2020-03-01
Kerkrade,,928,2020-03-01
Maastricht,,935,2020-03-01
Meerssen,,938,2020-03-01
Mook en Middelaar,,944,2020-03-01
Nederweert,,946,2020-03-01
Roermond,,957,2020-03-01
Simpelveld,,965,2020-03-01
Stein,,971,2020-03-01
Vaals,,981,2020-03-01
Venlo,,983,2020-03-01
Venray,,984,2020-03-01
Voerendaal,,986,2020-03-01
Weert,,988,2020-03-01
Valkenburg aan de Geul,,994,2020-03-01
Lelystad,,995,2020-03-01
Horst aan de Maas,,1507,2020-03-01
Oude IJsselstreek,,1509,2020-03-01
Teylingen,,1525,2020-03-01
Utrechtse Heuvelrug,,1581,2020-03-01
Oost Gelre,,1586,2020-03-01
Koggenland,,1598,2020-03-01
Lansingerland,,1621,2020-03-01
Leudal,,1640,2020-03-01
Maasgouw,,1641,2020-03-01
Gemert-Bakel,,1652,2020-03-01
Halderberge,,1655,2020-03-01
Heeze-Leende,,1658,2020-03-01
Laarbeek,,1659,2020-03-01
Reusel-De Mierden,,1667,2020-03-01
Roerdalen,,1669,2020-03-01
Roosendaal,,1674,2020-03-01
Schouwen-Duiveland,,1676,2020-03-01
Aa en Hunze,,1680,2020-03-01
Borger-Odoorn,,1681,2020-03-01
Cuijk,,1684,2020-03-01
Landerd,,1685,2020-03-01
De Wolden,,1690,2020-03-01
Noord-Beveland,,1695,2020-03-01
Wijdemeren,,1696,2020-03-01
Noordenveld,,1699,2020-03-01
Twenterand,,1700,2020-03-01
Westerveld,,1701,2020-03-01
Sint Anthonis,,1702,2020-03-01
Lingewaard,,1705,2020-03-01
Cranendonck,,1706,2020-03-01
Steenwijkerland,,1708,2020-03-01
Moerdijk,,1709,2020-03-01
Echt-Susteren,,1711,2020-03-01
Sluis,,1714,2020-03-01
Drimmelen,,1719,2020-03-01
Bernheze,,1721,2020-03-01
Alphen-Chaam,,1723,2020-03-01
Bergeijk,,1724,2020-03-01
Bladel,,1728,2020-03-01
Gulpen-Wittem,,1729,2020-03-01
Tynaarlo,,1730,2020-03-01
Midden-Drenthe,,1731,2020-03-01
Overbetuwe,,1734,2020-03-01
Hof van Twente,,1735,2020-03-01
Neder-Betuwe,,1740,2020-03-01
Rijssen-Holten,,1742,2020-03-01
Geldrop-Mierlo,,1771,2020-03-01
Olst-Wijhe,,1773,2020-03-01
Dinkelland,,1774,2020-03-01
Westland,,1783,2020-03-01
Midden-Delfland,,1842,2020-03-01
Berkelland,,1859,2020-03-01
Bronckhorst,,1876,2020-03-01
Sittard-Geleen,,1883,2020-03-01
Kaag en Braassem,,1884,2020-03-01
Dantumadiel,,1891,2020-03-01
Zuidplas,,1892,2020-03-01
Peel en Maas,,1894,2020-03-01
Oldambt,,1895,2020-03-01
Zwartewaterland,,1896,2020-03-01
Súdwest-Fryslân,,1900,2020-03-01
Bodegraven-Reeuwijk,,1901,2020-03-01
Eijsden-Margraten,,1903,2020-03-01
Stichtse Vecht,,1904,2020-03-01
Hollands Kroon,,1911,2020-03-01
Leidschendam-Voorburg,,1916,2020-03-01
Goeree-Overflakkee,,1924,2020-03-01
Pijnacker-Nootdorp,,1926,2020-03-01
Nissewaard,,1930,2020-03-01
Krimpenerwaard,,1931,2020-03-01
De Fryske Marren,,1940,2020-03-01
Gooise Meren,,1942,2020-03-01
Berg en Dal,,1945,2020-03-01
Meierijstad,,1948,2020-03-01
Waadhoeke,,1949,2020-03-01
Westerwolde,,1950,2020-03-01
Midden-Groningen,,1952,2020-03-01
Beekdaelen,,1954,2020-03-01
Montferland,,1955,2020-03-01
Altena,1,1959,2020-03-01
West Betuwe,,1960,2020-03-01
Vijfheerenlanden,,1961,2020-03-01
Hoeksche Waard,,1963,2020-03-01
Het Hogeland,,1966,2020-03-01
Westerkwartier,,1969,2020-03-01
Noardeast-Fryslân,,1970,2020-03-01
Molenlanden,,1978,2020-03-01
Appingedam,,3,2020-03-03
Delfzijl,,10,2020-03-03
Groningen,,14,2020-03-03
Loppersum,,24,2020-03-03
Almere,,34,2020-03-03
Stadskanaal,,37,2020-03-03
Veendam,,47,2020-03-03
Zeewolde,,50,2020-03-03
Achtkarspelen,,59,2020-03-03
Ameland,,60,2020-03-03
Harlingen,,72,2020-03-03
Heerenveen,,74,2020-03-03
Leeuwarden,,80,2020-03-03
Ooststellingwerf,,85,2020-03-03
Opsterland,,86,2020-03-03
Schiermonnikoog,,88,2020-03-03
Smallingerland,,90,2020-03-03
Terschelling,,93,2020-03-03
Vlieland,,96,2020-03-03
Weststellingwerf,,98,2020-03-03
Assen,,106,2020-03-03
Coevorden,2,109,2020-03-03
Emmen,,114,2020-03-03
Hoogeveen,,118,2020-03-03
Meppel,,119,2020-03-03
Almelo,,141,2020-03-03
Borne,,147,2020-03-03
Dalfsen,,148,2020-03-03
Deventer,,150,2020-03-03
Enschede,,153,2020-03-03
Haaksbergen,,158,2020-03-03
Hardenberg,,160,2020-03-03
Hellendoorn,,163,2020-03-03
Hengelo (O),,164,2020-03-03
Kampen,,166,2020-03-03
Losser,,168,2020-03-03
Noordoostpolder,,171,2020-03-03
Oldenzaal,,173,2020-03-03
Ommen,,175,2020-03-03
Raalte,,177,2020-03-03
Staphorst,,180,2020-03-03
Tubbergen,,183,2020-03-03
Urk,,184,2020-03-03
Wierden,,189,2020-03-03
Zwolle,,193,2020-03-03
Aalten,,197,2020-03-03
Apeldoorn,,200,2020-03-03
Arnhem,,202,2020-03-03
Barneveld,,203,2020-03-03
Beuningen,,209,2020-03-03
Brummen,,213,2020-03-03
Buren,,214,2020-03-03
Culemborg,,216,2020-03-03
Doesburg,,221,2020-03-03
Doetinchem,,222,2020-03-03
Druten,,225,2020-03-03
Duiven,,226,2020-03-03
Ede,,228,2020-03-03
Elburg,,230,2020-03-03
Epe,,232,2020-03-03
Ermelo,,233,2020-03-03
Harderwijk,,243,2020-03-03
Hattem,,244,2020-03-03
Heerde,,246,2020-03-03
Heumen,,252,2020-03-03
Lochem,,262,2020-03-03
Maasdriel,,263,2020-03-03
Nijkerk,,267,2020-03-03
Nijmegen,,268,2020-03-03
Oldebroek,,269,2020-03-03
Putten,,273,2020-03-03
Renkum,,274,2020-03-03
Rheden,,275,2020-03-03
Rozendaal,,277,2020-03-03
Scherpenzeel,,279,2020-03-03
Tiel,,281,2020-03-03
Voorst,,285,2020-03-03
Wageningen,,289,2020-03-03
Westervoort,,293,2020-03-03
Winterswijk,,294,2020-03-03
Wijchen,,296,2020-03-03
Zaltbommel,,297,2020-03-03
Zevenaar,,299,2020-03-03
Zutphen,,301,2020-03-03
Nunspeet,,302,2020-03-03
Dronten,,303,2020-03-03
Amersfoort,,307,2020-03-03
Baarn,,308,2020-03-03
De Bilt,,310,2020-03-03
Bunnik,,312,2020-03-03
Bunschoten,,313,2020-03-03
Eemnes,,317,2020-03-03
Houten,1,321,2020-03-03
Leusden,,327,2020-03-03
Lopik,,331,2020-03-03
Montfoort,,335,2020-03-03
Renswoude,,339,2020-03-03
Rhenen,,340,2020-03-03
Soest,,342,2020-03-03
Utrecht,2,344,2020-03-03
Veenendaal,,345,2020-03-03
Woudenberg,,351,2020-03-03
Wijk bij Duurstede,,352,2020-03-03
IJsselstein,,353,2020-03-03
Zeist,,355,2020-03-03
Nieuwegein,,356,2020-03-03
Aalsmeer,,358,2020-03-03
Alkmaar,,361,2020-03-03
Amstelveen,,362,2020-03-03
Amsterdam,,363,2020-03-03
Beemster,,370,2020-03-03
Bergen (NH),,373,2020-03-03
Beverwijk,,375,2020-03-03
Blaricum,,376,2020-03-03
Bloemendaal,,377,2020-03-03
Castricum,,383,2020-03-03
Diemen,3,384,2020-03-03
Edam-Volendam,,385,2020-03-03
Enkhuizen,,388,2020-03-03
Haarlem,1,392,2020-03-03
Haarlemmermeer,,394,2020-03-03
Heemskerk,,396,2020-03-03
Heemstede,,397,2020-03-03
Heerhugowaard,,398,2020-03-03
Heiloo,,399,2020-03-03
Den Helder,,400,2020-03-03
Hilversum,,402,2020-03-03
Hoorn,,405,2020-03-03
Huizen,,406,2020-03-03
Landsmeer,,415,2020-03-03
Langedijk,,416,2020-03-03
Laren,,417,2020-03-03
Medemblik,,420,2020-03-03
Oostzaan,,431,2020-03-03
Opmeer,,432,2020-03-03
Ouder-Amstel,,437,2020-03-03
Purmerend,,439,2020-03-03
Schagen,,441,2020-03-03
Texel,,448,2020-03-03
Uitgeest,,450,2020-03-03
Uithoorn,,451,2020-03-03
Velsen,,453,2020-03-03
Weesp,,457,2020-03-03
Zandvoort,,473,2020-03-03
Zaanstad,,479,2020-03-03
Alblasserdam,,482,2020-03-03
Alphen aan den Rijn,1,484,2020-03-03
Barendrecht,,489,2020-03-03
Drechterland,,498,2020-03-03
Brielle,,501,2020-03-03
Capelle aan den IJssel,,502,2020-03-03
Delft,1,503,2020-03-03
Dordrecht,,505,2020-03-03
Gorinchem,,512,2020-03-03
Gouda,,513,2020-03-03
's-Gravenhage,,518,2020-03-03
Hardinxveld-Giessendam,,523,2020-03-03
Hellevoetsluis,,530,2020-03-03
Hendrik-Ido-Ambacht,,531,2020-03-03
Stede Broec,,532,2020-03-03
Hillegom,,534,2020-03-03
Katwijk,,537,2020-03-03
Krimpen aan den IJssel,,542,2020-03-03
Leiden,,546,2020-03-03
Leiderdorp,,547,2020-03-03
Lisse,,553,2020-03-03
Maassluis,,556,2020-03-03
Nieuwkoop,,569,2020-03-03
Noordwijk,,575,2020-03-03
Oegstgeest,,579,2020-03-03
Oudewater,,589,2020-03-03
Papendrecht,,590,2020-03-03
Ridderkerk,,597,2020-03-03
Rotterdam,1,599,2020-03-03
Rijswijk,,603,2020-03-03
Schiedam,,606,2020-03-03
Sliedrecht,,610,2020-03-03
Albrandswaard,,613,2020-03-03
Westvoorne,,614,2020-03-03
Vlaardingen,,622,2020-03-03
Voorschoten,,626,2020-03-03
Waddinxveen,,627,2020-03-03
Wassenaar,,629,2020-03-03
Woerden,,632,2020-03-03
Zoetermeer,,637,2020-03-03
Zoeterwoude,,638,2020-03-03
Zwijndrecht,,642,2020-03-03
Borsele,,654,2020-03-03
Goes,,664,2020-03-03
West Maas en Waal,,668,2020-03-03
Hulst,,677,2020-03-03
Kapelle,,678,2020-03-03
Middelburg,,687,2020-03-03
Reimerswaal,,703,2020-03-03
Terneuzen,,715,2020-03-03
Tholen,,716,2020-03-03
Veere,,717,2020-03-03
Vlissingen,,718,2020-03-03
De Ronde Venen,,736,2020-03-03
Tytsjerksteradiel,,737,2020-03-03
Asten,,743,2020-03-03
