Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Aantal
2020-04-19,518,'s-Gravenhage,Zuid-Holland,28,83
2020-04-19,523,Hardinxveld-Giessendam,Zuid-Holland,28,2
2020-04-19,530,Hellevoetsluis,Zuid-Holland,28,1
2020-04-19,531,Hendrik-Ido-Ambacht,Zuid-Holland,28,2
2020-04-19,532,Stede Broec,Noord-Holland,27,4
2020-04-19,534,Hillegom,Zuid-Holland,28,1
2020-04-19,537,Katwijk,Zuid-Holland,28,7
2020-04-19,542,Krimpen aan den IJssel,Zuid-Holland,28,3
2020-04-19,546,Leiden,Zuid-Holland,28,12
2020-04-19,547,Leiderdorp,Zuid-Holland,28,3
2020-04-19,553,Lisse,Zuid-Holland,28,2
2020-04-19,556,Maassluis,Zuid-Holland,28,2
2020-04-19,569,Nieuwkoop,Zuid-Holland,28,4
2020-04-19,575,Noordwijk,Zuid-Holland,28,1
2020-04-19,579,Oegstgeest,Zuid-Holland,28,1
2020-04-19,589,Oudewater,Utrecht,26,7
2020-04-19,590,Papendrecht,Zuid-Holland,28,6
2020-04-19,597,Ridderkerk,Zuid-Holland,28,11
2020-04-19,599,Rotterdam,Zuid-Holland,28,119
2020-04-19,603,Rijswijk,Zuid-Holland,28,5
2020-04-19,606,Schiedam,Zuid-Holland,28,4
2020-04-19,610,Sliedrecht,Zuid-Holland,28,3
2020-04-19,613,Albrandswaard,Zuid-Holland,28,4
2020-04-19,614,Westvoorne,Zuid-Holland,28,0
2020-04-19,622,Vlaardingen,Zuid-Holland,28,14
2020-04-19,626,Voorschoten,Zuid-Holland,28,4
2020-04-19,627,Waddinxveen,Zuid-Holland,28,5
2020-04-19,629,Wassenaar,Zuid-Holland,28,9
2020-04-19,632,Woerden,Utrecht,26,14
2020-04-19,637,Zoetermeer,Zuid-Holland,28,9
2020-04-19,638,Zoeterwoude,Zuid-Holland,28,0
2020-04-19,642,Zwijndrecht,Zuid-Holland,28,5
2020-04-19,654,Borsele,Zeeland,29,0
2020-04-19,664,Goes,Zeeland,29,8
2020-04-19,668,West Maas en Waal,Gelderland,25,5
2020-04-19,677,Hulst,Zeeland,29,4
2020-04-19,678,Kapelle,Zeeland,29,1
2020-04-19,687,Middelburg,Zeeland,29,7
2020-04-19,703,Reimerswaal,Zeeland,29,2
2020-04-19,715,Terneuzen,Zeeland,29,2
2020-04-19,716,Tholen,Zeeland,29,12
2020-04-19,717,Veere,Zeeland,29,1
2020-04-19,718,Vlissingen,Zeeland,29,4
2020-04-19,736,De Ronde Venen,Utrecht,26,5
2020-04-19,737,Tytsjerksteradiel,Friesland,21,1
2020-04-19,743,Asten,Noord-Brabant,30,6
2020-04-19,744,Baarle-Nassau,Noord-Brabant,30,0
2020-04-19,748,Bergen op Zoom,Noord-Brabant,30,5
2020-04-19,753,Best,Noord-Brabant,30,8
2020-04-19,755,Boekel,Noord-Brabant,30,21
2020-04-19,756,Boxmeer,Noord-Brabant,30,13
2020-04-19,757,Boxtel,Noord-Brabant,30,11
2020-04-19,758,Breda,Noord-Brabant,30,51
2020-04-19,762,Deurne,Noord-Brabant,30,14
2020-04-19,765,Pekela,Groningen,20,0
2020-04-19,766,Dongen,Noord-Brabant,30,9
2020-04-19,770,Eersel,Noord-Brabant,30,7
2020-04-19,772,Eindhoven,Noord-Brabant,30,56
2020-04-19,777,Etten-Leur,Noord-Brabant,30,25
2020-04-19,779,Geertruidenberg,Noord-Brabant,30,5
2020-04-19,784,Gilze en Rijen,Noord-Brabant,30,10
2020-04-19,785,Goirle,Noord-Brabant,30,14
2020-04-19,786,Grave,Noord-Brabant,30,6
2020-04-19,788,Haaren,Noord-Brabant,30,7
2020-04-19,794,Helmond,Noord-Brabant,30,31
2020-04-19,796,'s-Hertogenbosch,Noord-Brabant,30,58
2020-04-19,797,Heusden,Noord-Brabant,30,13
2020-04-19,798,Hilvarenbeek,Noord-Brabant,30,4
2020-04-19,809,Loon op Zand,Noord-Brabant,30,5
2020-04-19,815,Mill en Sint Hubert,Noord-Brabant,30,4
2020-04-19,820,"Nuenen, Gerwen en Nederwetten",Noord-Brabant,30,5
2020-04-19,823,Oirschot,Noord-Brabant,30,6
2020-04-19,824,Oisterwijk,Noord-Brabant,30,9
2020-04-19,826,Oosterhout,Noord-Brabant,30,10
2020-04-19,828,Oss,Noord-Brabant,30,69
2020-04-19,840,Rucphen,Noord-Brabant,30,6
2020-04-19,845,Sint-Michielsgestel,Noord-Brabant,30,12
2020-04-19,847,Someren,Noord-Brabant,30,6
2020-04-19,848,Son en Breugel,Noord-Brabant,30,10
2020-04-19,851,Steenbergen,Noord-Brabant,30,6
2020-04-19,852,Waterland,Noord-Holland,27,2
2020-04-19,855,Tilburg,Noord-Brabant,30,119
2020-04-19,856,Uden,Noord-Brabant,30,56
2020-04-19,858,Valkenswaard,Noord-Brabant,30,26
2020-04-19,861,Veldhoven,Noord-Brabant,30,15
2020-04-19,865,Vught,Noord-Brabant,30,15
2020-04-19,866,Waalre,Noord-Brabant,30,4
2020-04-19,867,Waalwijk,Noord-Brabant,30,24
2020-04-19,873,Woensdrecht,Noord-Brabant,30,0
2020-04-19,879,Zundert,Noord-Brabant,30,8
2020-04-19,880,Wormerland,Noord-Holland,27,6
2020-04-19,882,Landgraaf,Limburg,31,11
2020-04-19,888,Beek,Limburg,31,3
2020-04-19,889,Beesel,Limburg,31,7
2020-04-19,893,Bergen (L.),Limburg,31,2
2020-04-19,899,Brunssum,Limburg,31,11
2020-04-19,907,Gennep,Limburg,31,10
2020-04-19,917,Heerlen,Limburg,31,40
2020-04-19,928,Kerkrade,Limburg,31,17
2020-04-19,935,Maastricht,Limburg,31,60
2020-04-19,938,Meerssen,Limburg,31,8
2020-04-19,944,Mook en Middelaar,Limburg,31,4
2020-04-19,946,Nederweert,Limburg,31,5
2020-04-19,957,Roermond,Limburg,31,20
2020-04-19,965,Simpelveld,Limburg,31,3
2020-04-19,971,Stein,Limburg,31,15
2020-04-19,981,Vaals,Limburg,31,1
2020-04-19,983,Venlo,Limburg,31,48
2020-04-19,984,Venray,Limburg,31,16
2020-04-19,986,Voerendaal,Limburg,31,6
2020-04-19,988,Weert,Limburg,31,10
2020-04-19,994,Valkenburg aan de Geul,Limburg,31,6
2020-04-19,995,Lelystad,Flevoland,24,7
2020-04-19,1507,Horst aan de Maas,Limburg,31,17
2020-04-19,1509,Oude IJsselstreek,Gelderland,25,5
2020-04-19,1525,Teylingen,Zuid-Holland,28,0
2020-04-19,1581,Utrechtse Heuvelrug,Utrecht,26,6
2020-04-19,1586,Oost Gelre,Gelderland,25,5
2020-04-19,1598,Koggenland,Noord-Holland,27,6
2020-04-19,1621,Lansingerland,Zuid-Holland,28,15
2020-04-19,1640,Leudal,Limburg,31,22
2020-04-19,1641,Maasgouw,Limburg,31,10
2020-04-19,1652,Gemert-Bakel,Noord-Brabant,30,29
2020-04-19,1655,Halderberge,Noord-Brabant,30,6
2020-04-19,1658,Heeze-Leende,Noord-Brabant,30,6
2020-04-19,1659,Laarbeek,Noord-Brabant,30,24
2020-04-19,1667,Reusel-De Mierden,Noord-Brabant,30,1
2020-04-19,1669,Roerdalen,Limburg,31,6
2020-04-19,1674,Roosendaal,Noord-Brabant,30,14
2020-04-19,1676,Schouwen-Duiveland,Zeeland,29,0
2020-04-19,1680,Aa en Hunze,Drenthe,22,0
2020-04-19,1681,Borger-Odoorn,Drenthe,22,3
2020-04-19,1684,Cuijk,Noord-Brabant,30,7
2020-04-19,1685,Landerd,Noord-Brabant,30,15
2020-04-19,1690,De Wolden,Drenthe,22,0
2020-04-19,1695,Noord-Beveland,Zeeland,29,0
2020-04-19,1696,Wijdemeren,Noord-Holland,27,0
2020-04-19,1699,Noordenveld,Drenthe,22,1
2020-04-19,1700,Twenterand,Overijssel,23,2
2020-04-19,1701,Westerveld,Drenthe,22,2
2020-04-19,1702,Sint Anthonis,Noord-Brabant,30,10
2020-04-19,1705,Lingewaard,Gelderland,25,5
2020-04-19,1706,Cranendonck,Noord-Brabant,30,21
2020-04-19,1708,Steenwijkerland,Overijssel,23,4
2020-04-19,1709,Moerdijk,Noord-Brabant,30,6
2020-04-19,1711,Echt-Susteren,Limburg,31,14
2020-04-19,1714,Sluis,Zeeland,29,4
2020-04-19,1719,Drimmelen,Noord-Brabant,30,4
2020-04-19,1721,Bernheze,Noord-Brabant,30,50
2020-04-19,1723,Alphen-Chaam,Noord-Brabant,30,5
2020-04-19,1724,Bergeijk,Noord-Brabant,30,4
2020-04-19,1728,Bladel,Noord-Brabant,30,7
2020-04-19,1729,Gulpen-Wittem,Limburg,31,6
2020-04-19,1730,Tynaarlo,Drenthe,22,0
2020-04-19,1731,Midden-Drenthe,Drenthe,22,0
2020-04-19,1734,Overbetuwe,Gelderland,25,11
2020-04-19,1735,Hof van Twente,Overijssel,23,2
2020-04-19,1740,Neder-Betuwe,Gelderland,25,14
2020-04-19,1742,Rijssen-Holten,Overijssel,23,4
2020-04-19,1771,Geldrop-Mierlo,Noord-Brabant,30,13
2020-04-19,1773,Olst-Wijhe,Overijssel,23,5
2020-04-19,1774,Dinkelland,Overijssel,23,7
2020-04-19,1783,Westland,Zuid-Holland,28,21
2020-04-19,1842,Midden-Delfland,Zuid-Holland,28,0
2020-04-19,1859,Berkelland,Gelderland,25,2
2020-04-19,1876,Bronckhorst,Gelderland,25,4
2020-04-19,1883,Sittard-Geleen,Limburg,31,41
2020-04-19,1884,Kaag en Braassem,Zuid-Holland,28,2
2020-04-19,1891,Dantumadiel,Friesland,21,0
2020-04-19,1892,Zuidplas,Zuid-Holland,28,5
2020-04-19,1894,Peel en Maas,Limburg,31,56
2020-04-19,1895,Oldambt,Groningen,20,0
2020-04-19,1896,Zwartewaterland,Overijssel,23,12
2020-04-19,1900,Súdwest-Fryslân,Friesland,21,1
2020-04-19,1901,Bodegraven-Reeuwijk,Zuid-Holland,28,2
2020-04-19,1903,Eijsden-Margraten,Limburg,31,18
2020-04-19,1904,Stichtse Vecht,Utrecht,26,6
2020-04-19,1911,Hollands Kroon,Noord-Holland,27,5
2020-04-19,1916,Leidschendam-Voorburg,Zuid-Holland,28,6
2020-04-19,1924,Goeree-Overflakkee,Zuid-Holland,28,25
2020-04-19,1926,Pijnacker-Nootdorp,Zuid-Holland,28,6
2020-04-19,1930,Nissewaard,Zuid-Holland,28,9
2020-04-19,1931,Krimpenerwaard,Zuid-Holland,28,20
2020-04-19,1940,De Fryske Marren,Friesland,21,5
2020-04-19,1942,Gooise Meren,Noord-Holland,27,2
2020-04-19,1945,Berg en Dal,Gelderland,25,13
2020-04-19,1948,Meierijstad,Noord-Brabant,30,106
2020-04-19,1949,Waadhoeke,Friesland,21,6
2020-04-19,1950,Westerwolde,Groningen,20,0
2020-04-19,1952,Midden-Groningen,Groningen,20,1
2020-04-19,1954,Beekdaelen,Limburg,31,19
2020-04-19,1955,Montferland,Gelderland,25,4
2020-04-19,1959,Altena,Noord-Brabant,30,10
2020-04-19,1960,West Betuwe,Gelderland,25,13
2020-04-19,1961,Vijfheerenlanden,Utrecht,26,31
2020-04-19,1963,Hoeksche Waard,Zuid-Holland,28,9
2020-04-19,1966,Het Hogeland,Groningen,20,1
2020-04-19,1969,Westerkwartier,Groningen,20,4
2020-04-19,1970,Noardeast-Fryslân,Friesland,21,4
2020-04-19,1978,Molenlanden,Zuid-Holland,28,4
2020-04-20,-1,,,,33
2020-04-20,3,Appingedam,Groningen,20,0
2020-04-20,10,Delfzijl,Groningen,20,0
2020-04-20,14,Groningen,Groningen,20,2
2020-04-20,24,Loppersum,Groningen,20,0
2020-04-20,34,Almere,Flevoland,24,5
2020-04-20,37,Stadskanaal,Groningen,20,1
2020-04-20,47,Veendam,Groningen,20,0
2020-04-20,50,Zeewolde,Flevoland,24,3
2020-04-20,59,Achtkarspelen,Friesland,21,0
2020-04-20,60,Ameland,Friesland,21,0
2020-04-20,72,Harlingen,Friesland,21,1
2020-04-20,74,Heerenveen,Friesland,21,13
2020-04-20,80,Leeuwarden,Friesland,21,6
2020-04-20,85,Ooststellingwerf,Friesland,21,0
2020-04-20,86,Opsterland,Friesland,21,0
2020-04-20,88,Schiermonnikoog,Friesland,21,0
2020-04-20,90,Smallingerland,Friesland,21,3
2020-04-20,93,Terschelling,Friesland,21,0
2020-04-20,96,Vlieland,Friesland,21,0
2020-04-20,98,Weststellingwerf,Friesland,21,2
2020-04-20,106,Assen,Drenthe,22,2
2020-04-20,109,Coevorden,Drenthe,22,1
2020-04-20,114,Emmen,Drenthe,22,7
2020-04-20,118,Hoogeveen,Drenthe,22,4
2020-04-20,119,Meppel,Drenthe,22,3
2020-04-20,141,Almelo,Overijssel,23,3
2020-04-20,147,Borne,Overijssel,23,6
2020-04-20,148,Dalfsen,Overijssel,23,6
2020-04-20,150,Deventer,Overijssel,23,23
2020-04-20,153,Enschede,Overijssel,23,13
2020-04-20,158,Haaksbergen,Overijssel,23,1
2020-04-20,160,Hardenberg,Overijssel,23,6
2020-04-20,163,Hellendoorn,Overijssel,23,2
2020-04-20,164,Hengelo,Overijssel,23,14
2020-04-20,166,Kampen,Overijssel,23,23
2020-04-20,168,Losser,Overijssel,23,0
2020-04-20,171,Noordoostpolder,Flevoland,24,3
2020-04-20,173,Oldenzaal,Overijssel,23,5
2020-04-20,175,Ommen,Overijssel,23,2
2020-04-20,177,Raalte,Overijssel,23,9
2020-04-20,180,Staphorst,Overijssel,23,3
2020-04-20,183,Tubbergen,Overijssel,23,3
2020-04-20,184,Urk,Flevoland,24,4
2020-04-20,189,Wierden,Overijssel,23,3
2020-04-20,193,Zwolle,Overijssel,23,34
2020-04-20,197,Aalten,Gelderland,25,3
2020-04-20,200,Apeldoorn,Gelderland,25,30
2020-04-20,202,Arnhem,Gelderland,25,17
2020-04-20,203,Barneveld,Gelderland,25,6
2020-04-20,209,Beuningen,Gelderland,25,4
2020-04-20,213,Brummen,Gelderland,25,5
2020-04-20,214,Buren,Gelderland,25,5
2020-04-20,216,Culemborg,Gelderland,25,7
2020-04-20,221,Doesburg,Gelderland,25,6
2020-04-20,222,Doetinchem,Gelderland,25,11
2020-04-20,225,Druten,Gelderland,25,5
2020-04-20,226,Duiven,Gelderland,25,4
2020-04-20,228,Ede,Gelderland,25,18
2020-04-20,230,Elburg,Gelderland,25,4
2020-04-20,232,Epe,Gelderland,25,13
2020-04-20,233,Ermelo,Gelderland,25,10
2020-04-20,243,Harderwijk,Gelderland,25,10
2020-04-20,244,Hattem,Gelderland,25,5
2020-04-20,246,Heerde,Gelderland,25,18
2020-04-20,252,Heumen,Gelderland,25,4
2020-04-20,262,Lochem,Gelderland,25,7
2020-04-20,263,Maasdriel,Gelderland,25,4
2020-04-20,267,Nijkerk,Gelderland,25,2
2020-04-20,268,Nijmegen,Gelderland,25,42
2020-04-20,269,Oldebroek,Gelderland,25,13
2020-04-20,273,Putten,Gelderland,25,0
2020-04-20,274,Renkum,Gelderland,25,2
2020-04-20,275,Rheden,Gelderland,25,14
2020-04-20,277,Rozendaal,Gelderland,25,0
2020-04-20,279,Scherpenzeel,Gelderland,25,2
2020-04-20,281,Tiel,Gelderland,25,14
2020-04-20,285,Voorst,Gelderland,25,7
2020-04-20,289,Wageningen,Gelderland,25,8
2020-04-20,293,Westervoort,Gelderland,25,3
2020-04-20,294,Winterswijk,Gelderland,25,1
2020-04-20,296,Wijchen,Gelderland,25,7
2020-04-20,297,Zaltbommel,Gelderland,25,4
2020-04-20,299,Zevenaar,Gelderland,25,10
2020-04-20,301,Zutphen,Gelderland,25,8
2020-04-20,302,Nunspeet,Gelderland,25,15
2020-04-20,303,Dronten,Flevoland,24,5
2020-04-20,307,Amersfoort,Utrecht,26,18
2020-04-20,308,Baarn,Utrecht,26,2
2020-04-20,310,De Bilt,Utrecht,26,8
2020-04-20,312,Bunnik,Utrecht,26,1
2020-04-20,313,Bunschoten,Utrecht,26,4
2020-04-20,317,Eemnes,Utrecht,26,1
2020-04-20,321,Houten,Utrecht,26,10
2020-04-20,327,Leusden,Utrecht,26,4
2020-04-20,331,Lopik,Utrecht,26,3
2020-04-20,335,Montfoort,Utrecht,26,4
2020-04-20,339,Renswoude,Utrecht,26,5
2020-04-20,340,Rhenen,Utrecht,26,4
2020-04-20,342,Soest,Utrecht,26,9
2020-04-20,344,Utrecht,Utrecht,26,64
2020-04-20,345,Veenendaal,Utrecht,26,9
2020-04-20,351,Woudenberg,Utrecht,26,1
2020-04-20,352,Wijk bij Duurstede,Utrecht,26,1
2020-04-20,353,IJsselstein,Utrecht,26,23
2020-04-20,355,Zeist,Utrecht,26,13
2020-04-20,356,Nieuwegein,Utrecht,26,10
2020-04-20,358,Aalsmeer,Noord-Holland,27,2
2020-04-20,361,Alkmaar,Noord-Holland,27,19
2020-04-20,362,Amstelveen,Noord-Holland,27,30
2020-04-20,363,Amsterdam,Noord-Holland,27,117
2020-04-20,370,Beemster,Noord-Holland,27,1
2020-04-20,373,Bergen (NH.),Noord-Holland,27,3
2020-04-20,375,Beverwijk,Noord-Holland,27,5
2020-04-20,376,Blaricum,Noord-Holland,27,0
2020-04-20,377,Bloemendaal,Noord-Holland,27,3
2020-04-20,383,Castricum,Noord-Holland,27,8
2020-04-20,384,Diemen,Noord-Holland,27,6
2020-04-20,385,Edam-Volendam,Noord-Holland,27,0
2020-04-20,388,Enkhuizen,Noord-Holland,27,4
2020-04-20,392,Haarlem,Noord-Holland,27,46
2020-04-20,394,Haarlemmermeer,Noord-Holland,27,17
2020-04-20,396,Heemskerk,Noord-Holland,27,8
2020-04-20,397,Heemstede,Noord-Holland,27,27
2020-04-20,398,Heerhugowaard,Noord-Holland,27,7
2020-04-20,399,Heiloo,Noord-Holland,27,6
2020-04-20,400,Den Helder,Noord-Holland,27,0
2020-04-20,402,Hilversum,Noord-Holland,27,3
2020-04-20,405,Hoorn,Noord-Holland,27,11
2020-04-20,406,Huizen,Noord-Holland,27,3
2020-04-20,415,Landsmeer,Noord-Holland,27,2
2020-04-20,416,Langedijk,Noord-Holland,27,2
2020-04-20,417,Laren,Noord-Holland,27,1
2020-04-20,420,Medemblik,Noord-Holland,27,6
2020-04-20,431,Oostzaan,Noord-Holland,27,1
2020-04-20,432,Opmeer,Noord-Holland,27,1
2020-04-20,437,Ouder-Amstel,Noord-Holland,27,0
2020-04-20,439,Purmerend,Noord-Holland,27,15
2020-04-20,441,Schagen,Noord-Holland,27,2
2020-04-20,448,Texel,Noord-Holland,27,1
2020-04-20,450,Uitgeest,Noord-Holland,27,1
2020-04-20,451,Uithoorn,Noord-Holland,27,1
2020-04-20,453,Velsen,Noord-Holland,27,25
2020-04-20,457,Weesp,Noord-Holland,27,1
2020-04-20,473,Zandvoort,Noord-Holland,27,6
2020-04-20,479,Zaanstad,Noord-Holland,27,35
2020-04-20,482,Alblasserdam,Zuid-Holland,28,2
2020-04-20,484,Alphen aan den Rijn,Zuid-Holland,28,16
2020-04-20,489,Barendrecht,Zuid-Holland,28,5
2020-04-20,498,Drechterland,Noord-Holland,27,8
2020-04-20,501,Brielle,Zuid-Holland,28,0
2020-04-20,502,Capelle aan den IJssel,Zuid-Holland,28,32
2020-04-20,503,Delft,Zuid-Holland,28,7
2020-04-20,505,Dordrecht,Zuid-Holland,28,17
2020-04-20,512,Gorinchem,Zuid-Holland,28,11
2020-04-20,513,Gouda,Zuid-Holland,28,19
2020-04-20,518,'s-Gravenhage,Zuid-Holland,28,84
2020-04-20,523,Hardinxveld-Giessendam,Zuid-Holland,28,2
2020-04-20,530,Hellevoetsluis,Zuid-Holland,28,1
2020-04-20,531,Hendrik-Ido-Ambacht,Zuid-Holland,28,2
2020-04-20,532,Stede Broec,Noord-Holland,27,4
2020-04-20,534,Hillegom,Zuid-Holland,28,1
2020-04-20,537,Katwijk,Zuid-Holland,28,7
2020-04-20,542,Krimpen aan den IJssel,Zuid-Holland,28,4
2020-04-20,546,Leiden,Zuid-Holland,28,12
2020-04-20,547,Leiderdorp,Zuid-Holland,28,3
2020-04-20,553,Lisse,Zuid-Holland,28,2
2020-04-20,556,Maassluis,Zuid-Holland,28,2
2020-04-20,569,Nieuwkoop,Zuid-Holland,28,4
2020-04-20,575,Noordwijk,Zuid-Holland,28,1
2020-04-20,579,Oegstgeest,Zuid-Holland,28,1
2020-04-20,589,Oudewater,Utrecht,26,7
2020-04-20,590,Papendrecht,Zuid-Holland,28,6
2020-04-20,597,Ridderkerk,Zuid-Holland,28,11
2020-04-20,599,Rotterdam,Zuid-Holland,28,121
2020-04-20,603,Rijswijk,Zuid-Holland,28,5
2020-04-20,606,Schiedam,Zuid-Holland,28,4
2020-04-20,610,Sliedrecht,Zuid-Holland,28,3
2020-04-20,613,Albrandswaard,Zuid-Holland,28,5
2020-04-20,614,Westvoorne,Zuid-Holland,28,0
2020-04-20,622,Vlaardingen,Zuid-Holland,28,14
2020-04-20,626,Voorschoten,Zuid-Holland,28,4
2020-04-20,627,Waddinxveen,Zuid-Holland,28,5
2020-04-20,629,Wassenaar,Zuid-Holland,28,9
2020-04-20,632,Woerden,Utrecht,26,15
2020-04-20,637,Zoetermeer,Zuid-Holland,28,9
2020-04-20,638,Zoeterwoude,Zuid-Holland,28,0
2020-04-20,642,Zwijndrecht,Zuid-Holland,28,5
2020-04-20,654,Borsele,Zeeland,29,0
2020-04-20,664,Goes,Zeeland,29,8
2020-04-20,668,West Maas en Waal,Gelderland,25,5
2020-04-20,677,Hulst,Zeeland,29,4
2020-04-20,678,Kapelle,Zeeland,29,1
2020-04-20,687,Middelburg,Zeeland,29,7
2020-04-20,703,Reimerswaal,Zeeland,29,2
2020-04-20,715,Terneuzen,Zeeland,29,2
2020-04-20,716,Tholen,Zeeland,29,12
2020-04-20,717,Veere,Zeeland,29,1
2020-04-20,718,Vlissingen,Zeeland,29,4
2020-04-20,736,De Ronde Venen,Utrecht,26,6
2020-04-20,737,Tytsjerksteradiel,Friesland,21,1
2020-04-20,743,Asten,Noord-Brabant,30,6
2020-04-20,744,Baarle-Nassau,Noord-Brabant,30,0
2020-04-20,748,Bergen op Zoom,Noord-Brabant,30,5
2020-04-20,753,Best,Noord-Brabant,30,8
2020-04-20,755,Boekel,Noord-Brabant,30,21
2020-04-20,756,Boxmeer,Noord-Brabant,30,14
2020-04-20,757,Boxtel,Noord-Brabant,30,11
2020-04-20,758,Breda,Noord-Brabant,30,52
2020-04-20,762,Deurne,Noord-Brabant,30,16
2020-04-20,765,Pekela,Groningen,20,0
2020-04-20,766,Dongen,Noord-Brabant,30,10
2020-04-20,770,Eersel,Noord-Brabant,30,7
2020-04-20,772,Eindhoven,Noord-Brabant,30,57
2020-04-20,777,Etten-Leur,Noord-Brabant,30,25
2020-04-20,779,Geertruidenberg,Noord-Brabant,30,5
2020-04-20,784,Gilze en Rijen,Noord-Brabant,30,10
2020-04-20,785,Goirle,Noord-Brabant,30,14
2020-04-20,786,Grave,Noord-Brabant,30,6
2020-04-20,788,Haaren,Noord-Brabant,30,7
2020-04-20,794,Helmond,Noord-Brabant,30,31
2020-04-20,796,'s-Hertogenbosch,Noord-Brabant,30,59
2020-04-20,797,Heusden,Noord-Brabant,30,13
2020-04-20,798,Hilvarenbeek,Noord-Brabant,30,4
2020-04-20,809,Loon op Zand,Noord-Brabant,30,5
2020-04-20,815,Mill en Sint Hubert,Noord-Brabant,30,4
2020-04-20,820,"Nuenen, Gerwen en Nederwetten",Noord-Brabant,30,5
2020-04-20,823,Oirschot,Noord-Brabant,30,6
2020-04-20,824,Oisterwijk,Noord-Brabant,30,9
2020-04-20,826,Oosterhout,Noord-Brabant,30,10
2020-04-20,828,Oss,Noord-Brabant,30,71
2020-04-20,840,Rucphen,Noord-Brabant,30,6
2020-04-20,845,Sint-Michielsgestel,Noord-Brabant,30,12
2020-04-20,847,Someren,Noord-Brabant,30,6
2020-04-20,848,Son en Breugel,Noord-Brabant,30,11
2020-04-20,851,Steenbergen,Noord-Brabant,30,6
2020-04-20,852,Waterland,Noord-Holland,27,2
2020-04-20,855,Tilburg,Noord-Brabant,30,120
2020-04-20,856,Uden,Noord-Brabant,30,57
2020-04-20,858,Valkenswaard,Noord-Brabant,30,26
2020-04-20,861,Veldhoven,Noord-Brabant,30,15
2020-04-20,865,Vught,Noord-Brabant,30,15
2020-04-20,866,Waalre,Noord-Brabant,30,4
2020-04-20,867,Waalwijk,Noord-Brabant,30,24
2020-04-20,873,Woensdrecht,Noord-Brabant,30,0
2020-04-20,879,Zundert,Noord-Brabant,30,8
2020-04-20,880,Wormerland,Noord-Holland,27,6
2020-04-20,882,Landgraaf,Limburg,31,11
2020-04-20,888,Beek,Limburg,31,3
2020-04-20,889,Beesel,Limburg,31,7
2020-04-20,893,Bergen (L.),Limburg,31,2
2020-04-20,899,Brunssum,Limburg,31,11
2020-04-20,907,Gennep,Limburg,31,10
2020-04-20,917,Heerlen,Limburg,31,40
2020-04-20,928,Kerkrade,Limburg,31,17
2020-04-20,935,Maastricht,Limburg,31,63
2020-04-20,938,Meerssen,Limburg,31,9
2020-04-20,944,Mook en Middelaar,Limburg,31,4
2020-04-20,946,Nederweert,Limburg,31,6
2020-04-20,957,Roermond,Limburg,31,20
2020-04-20,965,Simpelveld,Limburg,31,3
2020-04-20,971,Stein,Limburg,31,15
2020-04-20,981,Vaals,Limburg,31,1
2020-04-20,983,Venlo,Limburg,31,49
2020-04-20,984,Venray,Limburg,31,16
2020-04-20,986,Voerendaal,Limburg,31,6
2020-04-20,988,Weert,Limburg,31,10
2020-04-20,994,Valkenburg aan de Geul,Limburg,31,6
2020-04-20,995,Lelystad,Flevoland,24,7
2020-04-20,1507,Horst aan de Maas,Limburg,31,19
2020-04-20,1509,Oude IJsselstreek,Gelderland,25,5
2020-04-20,1525,Teylingen,Zuid-Holland,28,0
2020-04-20,1581,Utrechtse Heuvelrug,Utrecht,26,6
2020-04-20,1586,Oost Gelre,Gelderland,25,5
2020-04-20,1598,Koggenland,Noord-Holland,27,6
2020-04-20,1621,Lansingerland,Zuid-Holland,28,15
2020-04-20,1640,Leudal,Limburg,31,22
2020-04-20,1641,Maasgouw,Limburg,31,10
2020-04-20,1652,Gemert-Bakel,Noord-Brabant,30,29
2020-04-20,1655,Halderberge,Noord-Brabant,30,6
2020-04-20,1658,Heeze-Leende,Noord-Brabant,30,6
2020-04-20,1659,Laarbeek,Noord-Brabant,30,24
2020-04-20,1667,Reusel-De Mierden,Noord-Brabant,30,1
2020-04-20,1669,Roerdalen,Limburg,31,6
2020-04-20,1674,Roosendaal,Noord-Brabant,30,15
2020-04-20,1676,Schouwen-Duiveland,Zeeland,29,0
2020-04-20,1680,Aa en Hunze,Drenthe,22,0
2020-04-20,1681,Borger-Odoorn,Drenthe,22,3
2020-04-20,1684,Cuijk,Noord-Brabant,30,7
2020-04-20,1685,Landerd,Noord-Brabant,30,15
2020-04-20,1690,De Wolden,Drenthe,22,0
2020-04-20,1695,Noord-Beveland,Zeeland,29,0
2020-04-20,1696,Wijdemeren,Noord-Holland,27,0
2020-04-20,1699,Noordenveld,Drenthe,22,1
2020-04-20,1700,Twenterand,Overijssel,23,2
2020-04-20,1701,Westerveld,Drenthe,22,2
2020-04-20,1702,Sint Anthonis,Noord-Brabant,30,10
2020-04-20,1705,Lingewaard,Gelderland,25,5
2020-04-20,1706,Cranendonck,Noord-Brabant,30,23
2020-04-20,1708,Steenwijkerland,Overijssel,23,4
2020-04-20,1709,Moerdijk,Noord-Brabant,30,6
2020-04-20,1711,Echt-Susteren,Limburg,31,14
2020-04-20,1714,Sluis,Zeeland,29,4
2020-04-20,1719,Drimmelen,Noord-Brabant,30,4
2020-04-20,1721,Bernheze,Noord-Brabant,30,50
2020-04-20,1723,Alphen-Chaam,Noord-Brabant,30,5
