Gemnr;Gemeente;Aantal;BevAant;Aantal per 100.000 inwoners
-1;* Bij 310 personen is de woonplaats niet van bekend;99;;

164;Hengelo;40;81147;49.3
1966;Het Hogeland;9;47834;18.8
252;Heumen;20;16450;121.6
797;Heusden;46;44699;102.9
534;Hillegom;6;22208;27
798;Hilvarenbeek;13;15514;83.8
402;Hilversum;25;90883;27.5
1963;Hoeksche Waard;62;87461;70.9
1735;Hof van Twente;18;35013;51.4
1911;Hollands Kroon;25;48434;51.6
118;Hoogeveen;13;55697;23.3
405;Hoorn;23;73232;31.4
1507;Horst aan de Maas;34;42433;80.1
321;Houten;58;50146;115.7
406;Huizen;13;41273;31.5
677;Hulst;6;27556;21.8
353;IJsselstein;38;34110;111.4
1884;Kaag en Braassem;8;27300;29.3
166;Kampen;69;54340;127
678;Kapelle;2;12691;15.8
537;Katwijk;24;65754;36.5
928;Kerkrade;36;45744;78.7
1598;Koggenland;10;22752;44
542;Krimpen aan den IJssel;15;29533;50.8
1931;Krimpenerwaard;38;56319;67.5
1659;Laarbeek;45;22530;199.7
1685;Landerd;50;15730;317.9
882;Landgraaf;32;37457;85.4
415;Landsmeer;8;11492;69.6
416;Langedijk;16;28157;56.8
1621;Lansingerland;49;62396;78.5
417;Laren;8;11274;71
80;Leeuwarden;23;124058;18.5
546;Leiden;39;125174;31.2
547;Leiderdorp;7;27059;25.9
1916;Leidschendam-Voorburg;24;76553;31.4
995;Lelystad;34;78619;43.2
1640;Leudal;52;35896;144.9
327;Leusden;19;30399;62.5
1705;Lingewaard;28;46606;60.1
553;Lisse;4;22957;17.4
262;Lochem;14;33730;41.5
809;Loon op Zand;31;23407;132.4
331;Lopik;17;14471;117.5
24;Loppersum;1;9533;10.5
168;Losser;3;22685;13.2
263;Maasdriel;12;25034;47.9
1641;Maasgouw;13;23960;54.3
556;Maassluis;15;33216;45.2
935;Maastricht;185;121558;152.2
420;Medemblik;22;45104;48.8
938;Meerssen;13;18832;69
1948;Meierijstad;243;81197;299.3
119;Meppel;8;33902;23.6
687;Middelburg;14;48810;28.7
1842;Midden-Delfland;4;19344;20.7
1731;Midden-Drenthe;5;33182;15.1
1952;Midden-Groningen;8;60804;13.2
815;Mill en Sint Hubert;11;10941;100.5
1709;Moerdijk;12;37136;32.3
1978;Molenlanden;23;43931;52.4
1955;Montferland;10;36009;27.8
335;Montfoort;15;13920;107.8
944;Mook en Middelaar;8;7847;101.9
1740;Neder-Betuwe;33;24342;135.6
946;Nederweert;27;17022;158.6
356;Nieuwegein;33;63461;52
569;Nieuwkoop;10;28809;34.7
267;Nijkerk;18;43176;41.7
268;Nijmegen;197;177698;110.9
1930;Nissewaard;40;85237;46.9
1970;Noardeast-Fryslân;6;45251;13.3
1695;Noord-Beveland;2;7395;27
1699;Noordenveld;5;31242;16
171;Noordoostpolder;11;47262;23.3
575;Noordwijk;17;43528;39.1
820;Nuenen, Gerwen en Nederwetten;16;23379;68.4
302;Nunspeet;52;27845;186.7
579;Oegstgeest;15;24843;60.4
823;Oirschot;14;18723;74.8
824;Oisterwijk;27;26241;102.9
1895;Oldambt;2;38213;5.2
269;Oldebroek;30;23645;126.9
173;Oldenzaal;22;31832;69.1
1773;Olst-Wijhe;9;18251;49.3
175;Ommen;10;18007;55.5
1586;Oost Gelre;11;29623;37.1
826;Oosterhout;44;55990;78.6
85;Ooststellingwerf;1;25472;3.9
431;Oostzaan;8;9733;82.2
432;Opmeer;3;11837;25.3
86;Opsterland;7;29742;23.5
828;Oss;174;91932;189.3
1509;Oude IJsselstreek;10;39392;25.4
437;Ouder-Amstel;10;14029;71.3
589;Oudewater;25;10226;244.5
1734;Overbetuwe;61;47909;127.3
590;Papendrecht;7;32133;21.8
1894;Peel en Maas;140;43420;322.4
765;Pekela;3;12199;24.6
1926;Pijnacker-Nootdorp;29;55329;52.4
439;Purmerend;63;81233;77.6
273;Putten;6;24113;24.9
177;Raalte;20;37709;53
703;Reimerswaal;7;22728;30.8
274;Renkum;21;31404;66.9
339;Renswoude;1;5448;18.4
1667;Reusel-De Mierden;7;13110;53.4
275;Rheden;35;43736;80
340;Rhenen;6;20125;29.8
597;Ridderkerk;34;46204;73.6
1742;Rijssen-Holten;21;38178;55
603;Rijswijk;20;54432;36.7
1669;Roerdalen;18;20572;87.5
957;Roermond;38;58254;65.2
1674;Roosendaal;26;77226;33.7
599;Rotterdam;375;651376;57.6
277;Rozendaal;2;1705;117.3
840;Rucphen;10;22873;43.7
518;s-Gravenhage;182;545163;33.4
441;Schagen;19;46482;40.9
279;Scherpenzeel;4;9880;40.5
606;Schiedam;31;78739;39.4
88;Schiermonnikoog;0;947;0
1676;Schouwen-Duiveland;10;33858;29.5
965;Simpelveld;14;10552;132.7
1702;Sint Anthonis;31;11672;265.6
845;Sint-Michielsgestel;33;29203;113
1883;Sittard-Geleen;114;92422;123.3
610;Sliedrecht;7;25217;27.8
1714;Sluis;6;23217;25.8
90;Smallingerland;10;56154;17.8
342;Soest;30;46607;64.4
847;Someren;29;19376;149.7
848;Son en Breugel;24;17321;138.6
37;Stadskanaal;1;31688;3.2
180;Staphorst;6;17144;35
532;Stede Broec;20;21734;92
851;Steenbergen;17;24501;69.4
1708;Steenwijkerland;10;44139;22.7
971;Stein;34;25000;136
1904;Stichtse Vecht;34;64928;52.4
1900;Súdwest-Fryslân;23;89987;25.6
715;Terneuzen;20;54438;36.7
93;Terschelling;0;4889;0
448;Texel;3;13573;22.1
1525;Teylingen;13;37426;34.7
716;Tholen;34;25758;132
281;Tiel;33;42161;78.3
855;Tilburg;330;219800;150.1
183;Tubbergen;14;21279;65.8
1700;Twenterand;8;33743;23.7
1730;Tynaarlo;17;33879;50.2
737;Tytsjerksteradiel;4;32046;12.5
856;Uden;154;42122;365.6
450;Uitgeest;9;13649;65.9
451;Uithoorn;17;29466;57.7
184;Urk;14;21033;66.6
344;Utrecht;307;357694;85.8
1581;Utrechtse Heuvelrug;32;49601;64.5
981;Vaals;9;10099;89.1
994;Valkenburg aan de Geul;15;16360;91.7
858;Valkenswaard;36;31200;115.4
47;Veendam;2;27387;7.3
345;Veenendaal;20;66491;30.1
717;Veere;9;21885;41.1
861;Veldhoven;28;45458;61.6
453;Velsen;40;68660;58.3
983;Venlo;96;101797;94.3
984;Venray;37;43604;84.9
1961;Vijfheerenlanden;47;56816;82.7
622;Vlaardingen;43;73445;58.5
96;Vlieland;0;1152;0
718;Vlissingen;13;44365;29.3
986;Voerendaal;13;12471;104.2
626;Voorschoten;8;25603;31.2
285;Voorst;20;24546;81.5
865;Vught;38;26554;143.1
1949;Waadhoeke;6;46079;13
866;Waalre;8;17454;45.8
867;Waalwijk;59;48620;121.3
627;Waddinxveen;9;29293;30.7
289;Wageningen;8;39673;20.2
629;Wassenaar;6;26214;22.9
852;Waterland;14;17422;80.4
988;Weert;43;50107;85.8
457;Weesp;10;19729;50.7
1960;West Betuwe;36;51198;70.3
668;West Maas en Waal;19;19320;98.3
1969;Westerkwartier;20;63375;31.6
1701;Westerveld;6;19460;30.8
293;Westervoort;5;14973;33.4
1950;Westerwolde;4;25796;15.5
1783;Westland;61;110357;55.3
98;Weststellingwerf;3;25916;11.6
614;Westvoorne;12;14728;81.5
189;Wierden;9;24440;36.8
296;Wijchen;43;41124;104.6
1696;Wijdemeren;5;24360;20.5
352;Wijk bij Duurstede;11;23910;46
294;Winterswijk;4;28865;13.9
873;Woensdrecht;6;21883;27.4
632;Woerden;44;52294;84.1
880;Wormerland;13;16299;79.8
351;Woudenberg;8;13362;59.9
479;Zaanstad;75;156711;47.9
297;Zaltbommel;16;28901;55.4
473;Zandvoort;10;17116;58.4
50;Zeewolde;9;22656;39.7
355;Zeist;47;64932;72.4
299;Zevenaar;21;43740;48
637;Zoetermeer;28;125283;22.3
638;Zoeterwoude;3;8611;34.8
1892;Zuidplas;17;43894;38.7
879;Zundert;25;21821;114.6
301;Zutphen;16;47942;33.4
1896;Zwartewaterland;45;22690;198.3
642;Zwijndrecht;18;44741;40.2
193;Zwolle;92;128831;71.4
